trajectory
"(40.76781 -73.98228,40.7678 -73.98226,40.76778 -73.98224,40.76777 -73.98222,40.76776 -73.9822,40.76774 -73.98218,40.76773 -73.98215,40.76773 -73.98213,40.76772 -73.9821,40.76771 -73.98207,40.7677 -73.98204,40.7677 -73.98201,40.7677 -73.98198,40.76769 -73.98195,40.76769 -73.98192,40.76769 -73.98189,40.76769 -73.98185,40.76769 -73.98184,40.76769 -73.98182,40.7677 -73.9818,40.7677 -73.98178,40.7677 -73.98176,40.7677 -73.98174,40.76771 -73.98172,40.76771 -73.9817,40.76773 -73.98167,40.76775 -73.98164,40.76777 -73.9816,40.7678 -73.98158,40.76782 -73.98155,40.76785 -73.98152,40.76787 -73.9815,40.7679 -73.98148,40.76792 -73.98146,40.76794 -73.98145,40.76796 -73.98144,40.76798 -73.98143,40.768 -73.98142,40.76802 -73.98141,40.76804 -73.9814,40.76806 -73.9814,40.76807 -73.9814,40.76808 -73.9814,40.76809 -73.9814,40.7681 -73.9814,40.76811 -73.98139,40.76812 -73.9814,40.76814 -73.9814,40.76815 -73.9814,40.76817 -73.98141,40.76818 -73.98141,40.7682 -73.98142,40.76821 -73.98143,40.76823 -73.98144,40.76825 -73.98145,40.76827 -73.98146,40.76828 -73.98148,40.7683 -73.9815,40.76832 -73.98151,40.76833 -73.98153,40.76835 -73.98155,40.76836 -73.98158,40.76836 -73.98158,40.76857 -73.98154,40.76862 -73.98152,40.76866 -73.9815,40.76869 -73.98148,40.76874 -73.98144,40.7688 -73.9814,40.76896 -73.98129,40.76911 -73.98118,40.7693 -73.98105,40.76952 -73.98087,40.76990779760119 -73.98056945692376,40.76992 -73.98056,40.76995 -73.98054,40.76999 -73.98052,40.77003 -73.98049,40.77013 -73.98042,40.77024 -73.98033,40.77054 -73.98012,40.7708 -73.97993,40.77101 -73.97978,40.77116 -73.97966,40.77155550312906 -73.97937749890784,40.77179 -73.97921,40.77179 -73.97921,40.77173 -73.97903,40.77172 -73.97899,40.77171 -73.97894,40.7717 -73.9789,40.7717 -73.97886,40.7717 -73.97882,40.7717 -73.97878,40.7717 -73.97875,40.7717 -73.97874,40.7717 -73.97869,40.77171 -73.97865,40.77171 -73.97861,40.77171 -73.97857,40.77172 -73.97853,40.77175 -73.97842,40.77178 -73.97828,40.77179 -73.97823,40.7718 -73.97819,40.7718 -73.97814,40.7718 -73.97809,40.7718 -73.97805,40.7718 -73.978,40.77179 -73.97793,40.77178 -73.97787,40.77175 -73.97781,40.77168 -73.97763,40.77163 -73.97754,40.77157 -73.97745,40.77155 -73.97742,40.77147 -73.97731,40.77139 -73.97719,40.77115 -73.97677,40.77087858939755 -73.97629660729878,40.77072 -73.97602,40.77057 -73.97576,40.77043 -73.97555,40.77034 -73.9754,40.77026 -73.97528,40.769964392196 -73.97483259276402,40.76989 -73.97472,40.76966 -73.97438,40.76962 -73.97432,40.76958 -73.97426,40.76955 -73.9742,40.76951 -73.97414,40.76947 -73.97407,40.76944 -73.97399,40.7694 -73.97393,40.76936 -73.97385,40.76934 -73.9738,40.76932 -73.97376,40.76929 -73.97368,40.76925 -73.9736,40.76923 -73.97353,40.7692 -73.97346,40.76918 -73.97342,40.76916 -73.97335,40.76913 -73.97327,40.76908 -73.97314,40.76903 -73.97292,40.76898 -73.97272,40.76896 -73.97265,40.76894 -73.97257,40.76886 -73.97236,40.76877 -73.97207,40.76869 -73.97174,40.76866 -73.97164,40.76862 -73.97155,40.76859 -73.97145,40.76855 -73.97135,40.7685 -73.97126,40.7685 -73.97125,40.76838 -73.97101,40.76833 -73.97092,40.76828 -73.97081,40.76823 -73.97071,40.76818 -73.97061,40.76803 -73.97028,40.76803 -73.97028,40.76785 -73.96986,40.76776 -73.96965,40.76759 -73.96924,40.76741 -73.96883,40.76735 -73.96867,40.76733 -73.96862,40.767108548247926 -73.96810327827826,40.76706 -73.96799,40.76698 -73.96779,40.76689 -73.96758,40.76678 -73.96731,40.76671 -73.96717,40.76663 -73.96696,40.766406131981384 -73.96644510207237,40.76633 -73.96627,40.766111261694775 -73.96575127505625,40.76598 -73.96544,40.76592 -73.96529,40.76581 -73.96503,40.76563 -73.96461)"
"(40.73856 -73.98045,40.73834 -73.98061,40.737943323051326 -73.98088947714905,40.7379 -73.98092,40.7375066904716 -73.98120764566204,40.73723 -73.98141,40.73683454383584 -73.98169246983042,40.7366 -73.98186,40.736204241073814 -73.98214172763545,40.73601 -73.98228,40.73561362009526 -73.98256020047214,40.73543 -73.98269,40.73503276014885 -73.98296806886248,40.73483 -73.98311,40.73443852169401 -73.98340195093334,40.73424 -73.98355,40.73384739095698 -73.98383929176534,40.73367 -73.98397,40.733272564790646 -73.98424757490311,40.73304 -73.98441,40.73267 -73.98469,40.73253 -73.9848,40.73235 -73.98494,40.73195420582388 -73.98522162338128,40.73183 -73.98531,40.73166 -73.98543,40.73166 -73.98543,40.73187886936342 -73.98594835993875,40.73209773872684 -73.98646672158262,40.73231660809025 -73.9869850849316,40.73253547745365 -73.98750344998574,40.73261 -73.98768,40.73282506977456 -73.98820112966247,40.73287 -73.98831,40.73296 -73.98851,40.73305 -73.98872,40.73314 -73.98893,40.73322 -73.98913,40.73344136689792 -73.98964652179411,40.73349 -73.98976,40.73354 -73.98987,40.7336 -73.99007,40.73368 -73.99024,40.73381 -73.99052,40.7339 -73.99073,40.73399 -73.99094,40.7341 -73.99123,40.73419 -73.99143,40.73440186339505 -73.99195342443667,40.73453 -73.99227,40.73474986585181 -73.99278764734544,40.73496973170362 -73.99330529640156,40.735189597555426 -73.9938229471684,40.73532 -73.99413,40.73532 -73.99413,40.73492367332916 -73.99441032868673,40.73491 -73.99442,40.73467 -73.99459,40.73427906079833 -73.9948832056761,40.73403 -73.99507,40.73391 -73.99516,40.733521097832174 -73.99545788293578,40.73344 -73.99552,40.73304424531035 -73.99580172461951,40.73285 -73.99594,40.73262 -73.99611,40.7325 -73.99619,40.73226 -73.99637,40.73204 -73.99653,40.73189 -73.99664,40.73186 -73.99666,40.731464152835585 -73.99694149157926,40.73141 -73.99698,40.73141 -73.99698,40.73147 -73.9971,40.73171516857506 -73.9975974362293,40.73196033715011 -73.99809487429147,40.73216 -73.9985,40.73222 -73.99863,40.73222 -73.99863,40.73211 -73.99873,40.731732108711114 -73.99905161014534,40.73164 -73.99913,40.731259338924275 -73.99944586820908,40.73117 -73.99952)"
"(40.76415 -73.97887,40.76393249083878 -73.97835039184403,40.76379 -73.97801,40.76365 -73.97769,40.76365 -73.97769,40.764044701874035 -73.97740558387586,40.76433 -73.9772,40.76433 -73.9772,40.76422 -73.97693,40.76416 -73.97679,40.76394119209013 -73.97627134317031,40.76389 -73.97615,40.763671904176036 -73.97563082272033,40.76345380835207 -73.97511164714432,40.76323571252812 -73.97459247327194,40.763017616704175 -73.97407330110318,40.76297 -73.97396,40.762752437999396 -73.97344043963174,40.7625348759988 -73.97292088096417,40.76231731399822 -73.97240132399726,40.7623 -73.97236,40.762081524951924 -73.97184111314579,40.76186304990385 -73.97132222799715,40.76166 -73.97084,40.76157 -73.97064,40.76148 -73.97044,40.76139 -73.97023,40.76131 -73.97002,40.76122 -73.96982,40.76100182791534 -73.96930089943012,40.76093 -73.96913,40.76087 -73.96897,40.76065353910656 -73.96844965499895,40.76043707821315 -73.9679293116924,40.76035 -73.96772,40.76027 -73.96754,40.76018 -73.96733,40.759959110871385 -73.96681291424692,40.75974 -73.9663,40.75951856798511 -73.96578332253932,40.75938 -73.96546,40.75931 -73.96529,40.75931 -73.96529,40.758917160102015 -73.96557885430751,40.75863 -73.96579,40.758234515010415 -73.96607249042073,40.758 -73.96624,40.757603938654526 -73.96652107687721,40.75738 -73.96668,40.75699005541881 -73.96697560434188,40.75676 -73.96715,40.75636955073961 -73.9674444382782,40.75615 -73.96761,40.75575312255274 -73.96788905562035,40.75551 -73.96806,40.755116516368254 -73.96834730668733,40.75488 -73.96852,40.754484520062285 -73.96880248681211,40.75425 -73.96897,40.753858008331164 -73.9692608336834,40.75363 -73.96943,40.7532331258772 -73.96970905328276,40.75299 -73.96988,40.75281 -73.97001,40.7526 -73.97017,40.75237 -73.97034,40.751973777824624 -73.97062065777877,40.75189 -73.97068,40.75174 -73.97079,40.751346521595046 -73.97107730287081,40.75111 -73.97125,40.75071853274479 -73.9715420482149,40.75048 -73.97172,40.75033 -73.97184,40.75019 -73.97193,40.74988 -73.97217,40.74982 -73.9722,40.74982 -73.9722,40.74960359471598 -73.97167970116924,40.74938718943197 -73.97115940403174,40.74935 -73.97107,40.74913013074024 -73.97055224153759,40.74904 -73.97034,40.74889 -73.97009,40.74884 -73.97001,40.74872 -73.96974,40.74865 -73.96958,40.748433302195586 -73.96905992250362,40.7483 -73.96874,40.74829 -73.96871,40.74828 -73.9687,40.74826 -73.96867,40.74824 -73.96862,40.74821 -73.96858,40.74818 -73.96855,40.74816 -73.96853,40.74814 -73.96851,40.74811 -73.9685,40.74808 -73.96849,40.74805 -73.96848,40.74802 -73.96848,40.748 -73.96849,40.74796 -73.9685,40.74793 -73.96852,40.74789 -73.96854,40.74785 -73.96856,40.74779 -73.9686,40.74775 -73.96862,40.74771 -73.96864,40.74768 -73.96866,40.74768 -73.96866,40.74752 -73.96879,40.74713479194058 -73.96909619104765,40.74713 -73.9691,40.74695 -73.96923,40.74688 -73.9693,40.74678 -73.9694,40.74672 -73.96947,40.74664 -73.96954,40.746287336794 -73.96990822425632,40.74596 -73.97025,40.7459 -73.97031,40.74583 -73.97037,40.74577 -73.97043,40.74548 -73.97069,40.7454 -73.97076,40.74532 -73.97082,40.7452 -73.97092,40.74513 -73.97098,40.74485 -73.9712,40.74479 -73.97124,40.74475 -73.97126,40.74474 -73.97127,40.74471 -73.97128,40.74468 -73.9713,40.74463 -73.97131,40.7446 -73.97132,40.74457 -73.97131,40.74453 -73.97131,40.7445 -73.97131,40.74446 -73.97131,40.74443 -73.97132,40.7444 -73.97133,40.74436 -73.97134,40.74395697323299 -73.97160320154028,40.74387 -73.97166,40.74353 -73.9719,40.74343 -73.97197,40.74337 -73.972,40.74331 -73.97204,40.74328 -73.97206,40.74326 -73.97208,40.74323 -73.9721,40.7432 -73.97213,40.74318 -73.97216,40.74316 -73.97221,40.74314 -73.97225,40.74313 -73.97227,40.74311 -73.9723,40.74311 -73.9723,40.74303 -73.97232,40.74296 -73.97235,40.74279 -73.97244,40.74273 -73.97247,40.74268 -73.97249,40.74262 -73.97252,40.74255 -73.97255,40.74247 -73.97258,40.74238 -73.97261,40.74231 -73.97264,40.74224 -73.97266,40.74216 -73.97269,40.74207 -73.97272,40.74199 -73.97274,40.7419 -73.97276,40.74181 -73.97278,40.74173 -73.9728,40.74163 -73.97281,40.74133 -73.97286,40.74097 -73.97293,40.74089 -73.97294,40.74084 -73.97295,40.74082 -73.97294,40.74074 -73.97291,40.74074 -73.97291,40.74047 -73.97296,40.740024674745214 -73.97304221414863,40.73982 -73.97308,40.73976 -73.97309,40.73969 -73.97311,40.73961 -73.97313,40.7395 -73.97316,40.73937 -73.97321,40.73917 -73.97329,40.73907 -73.97334,40.73896 -73.9734,40.7389 -73.97343,40.73887 -73.97345,40.73879 -73.9735,40.7387 -73.97355,40.73861 -73.97361,40.73853 -73.97367,40.73813754340642 -73.97395967048158,40.73811 -73.97398,40.73771429745183 -73.97426187193106,40.73738 -73.9745,40.7372 -73.97464,40.73708 -73.97472,40.73707 -73.97473,40.73701 -73.97476,40.7369 -73.97482,40.7368 -73.97487,40.73673 -73.9749,40.73669 -73.97492,40.73659 -73.97496,40.73649 -73.97499,40.73636 -73.97502,40.73625 -73.97503,40.73615 -73.97505,40.73604 -73.97506,40.73596 -73.97506,40.73592 -73.97506,40.73581 -73.97506,40.73571 -73.97504,40.73561 -73.97503,40.73554 -73.97501,40.7355 -73.975,40.73539 -73.97497,40.73527 -73.97494,40.73501 -73.97487,40.734568745278125 -73.97475579218036,40.73416 -73.97465,40.733718965949954 -73.9745343186381,40.73355 -73.97449,40.73310896610362 -73.97437431867841,40.73294 -73.97433,40.73283 -73.9743,40.73282 -73.9743,40.73271 -73.97427,40.73259 -73.97424,40.73257 -73.97424,40.73253 -73.97423,40.73236 -73.97419,40.73204 -73.97411,40.73178 -73.97405,40.73167 -73.97401,40.73159 -73.97398,40.73144 -73.97392,40.73132 -73.97386,40.73129 -73.97384,40.73127 -73.97383,40.73115 -73.97375,40.731 -73.97363,40.7309 -73.97354,40.73079 -73.97343,40.73076 -73.97339,40.7307 -73.97333,40.73062 -73.97324,40.73039 -73.97295,40.73036 -73.97291,40.73014 -73.97265,40.73009 -73.97259,40.73003 -73.97252,40.72988 -73.97236,40.72983 -73.97231,40.72979 -73.97228,40.72966 -73.97218,40.72953 -73.97208,40.72943 -73.97202,40.72933 -73.97197,40.72922 -73.97192,40.72905 -73.97186,40.72891 -73.97182,40.72878 -73.97179,40.72869 -73.97178,40.72858 -73.97177,40.72845 -73.97177,40.72834 -73.97177,40.72814 -73.9718,40.72794 -73.97182,40.72769 -73.97186,40.727242473652254 -73.97191774548557,40.72707 -73.97194,40.72686 -73.97197,40.72669 -73.97201,40.72654 -73.97205,40.72638 -73.97211,40.72623 -73.97217,40.72603 -73.97226,40.72583 -73.97237,40.72564 -73.97247,40.72552 -73.97254,40.72533 -73.97265,40.72523 -73.97272,40.72507 -73.97282,40.72499 -73.97287,40.72473 -73.97302,40.72445 -73.9732,40.72412 -73.97341,40.72371498075158 -73.97366773967295,40.72368 -73.97369,40.723274536242215 -73.97394651825084,40.72319 -73.974,40.723 -73.97412,40.72289 -73.97419,40.72279 -73.97425,40.72269 -73.9743,40.72259 -73.97435,40.72249 -73.9744,40.72239 -73.97444,40.72228 -73.97449,40.72217 -73.97452,40.72207 -73.97455,40.72195 -73.97458,40.72185 -73.9746,40.72174 -73.97463,40.72164 -73.97464,40.72131 -73.97468,40.72104 -73.97472,40.72059222472244 -73.974774275965,40.72038 -73.9748,40.71993221449227 -73.97485412829595,40.719484428984536 -73.97490825622776,40.71947 -73.97491,40.71926 -73.97494,40.71913 -73.97496,40.71905 -73.97497,40.71887 -73.97498,40.71863 -73.97501,40.71839 -73.97506,40.71818 -73.9751,40.71797 -73.97515,40.71779 -73.9752,40.71775 -73.97521,40.71754 -73.97527,40.71733 -73.97534,40.71712 -73.97542,40.71692 -73.9755,40.71672 -73.97559,40.71641 -73.97576,40.7162 -73.97587,40.71592 -73.97602,40.71561 -73.97617,40.71534 -73.97629,40.71492088740506 -73.97650493078893,40.71456 -73.97669,40.71414111462882 -73.97690569791745,40.71372222925765 -73.97712139447783,40.71330334388648 -73.97733708968119,40.71322 -73.97738,40.712802452399984 -73.97760016193477,40.71267 -73.97767,40.71257 -73.97772,40.71248 -73.97777,40.71238 -73.97783,40.71232 -73.97787,40.71224 -73.97794,40.71212 -73.97803,40.71204 -73.9781,40.71192 -73.97821,40.71177 -73.97838,40.7117 -73.97847,40.71162 -73.97858,40.71156 -73.97867,40.71149 -73.97878,40.71143 -73.97889,40.71137 -73.979,40.7113 -73.97914,40.71126 -73.97923,40.7112 -73.97937,40.71111 -73.97959,40.71107 -73.97971,40.711 -73.98001,40.71098 -73.9801,40.71096 -73.9802,40.71095 -73.98027,40.71094 -73.98037,40.71093 -73.98048,40.71091 -73.98061,40.71091 -73.98072,40.71088 -73.98111,40.71084 -73.9817,40.71081 -73.9821,40.71077 -73.98246,40.71074 -73.98302,40.71073 -73.98304,40.71073 -73.98316,40.7107 -73.98352,40.7107 -73.98356,40.71067 -73.98396,40.71067 -73.98399,40.71063 -73.98449,40.71063 -73.98453,40.71061 -73.98468,40.71061 -73.98474,40.7106 -73.98477,40.71059 -73.98487,40.71052542448614 -73.98545706003482,40.71048 -73.98587,40.71041046598267 -73.98645607251966,40.71041 -73.98646,40.7103439877826 -73.98704678027549,40.71032 -73.98726,40.71025103689537 -73.98784618850321,40.71024 -73.98794,40.71022 -73.9881,40.71019 -73.98833,40.71012617486576 -73.98891719931079,40.71009 -73.98925,40.71006 -73.98948,40.71003 -73.98972,40.70996 -73.99019,40.70989 -73.99064,40.70981070469179 -73.99122390627849,40.70978 -73.99145,40.70974 -73.99168,40.70971 -73.99191,40.7097 -73.99195,40.70967 -73.99215,40.70964 -73.99234,40.70961 -73.99257,40.70957 -73.9928,40.70951 -73.99322,40.70946 -73.99355,40.70942 -73.9939,40.70938 -73.99427,40.70932 -73.99467,40.70931 -73.99474,40.70927 -73.99514,40.70927 -73.99515,40.70919 -73.99564,40.70915 -73.99588,40.70912 -73.99611,40.70912 -73.99613,40.70908 -73.9964,40.70905 -73.99663,40.70902 -73.99686,40.709 -73.997,40.70897 -73.99722,40.70896 -73.99733,40.70895 -73.99737,40.70891 -73.99758,40.70889 -73.9977,40.70887 -73.99779,40.70886 -73.99783,40.70883 -73.99794,40.70879 -73.99808,40.70874 -73.99822,40.70874 -73.99822,40.70861 -73.99865,40.70855 -73.9988,40.70851 -73.99893,40.70849 -73.99903,40.70848 -73.99909,40.70848 -73.99918,40.70848 -73.99927,40.7085 -73.99934,40.70851 -73.99943,40.70853 -73.99948,40.70857 -73.99955,40.7086 -73.99959,40.70864 -73.99963,40.70868 -73.99967,40.70879 -73.99974,40.70895 -73.99984,40.70907 -73.99993,40.70912 -73.99997,40.70917 -74.00001,40.70923 -74.00007,40.70929 -74.00012,40.70929 -74.00013,40.70935 -74.00019,40.70939 -74.00025,40.70954 -74.00043,40.70962 -74.00051,40.70968 -74.00057,40.70975 -74.00061,40.70987 -74.00066,40.70987 -74.00066,40.70999 -74.00082,40.7102 -74.00111,40.7102 -74.00111,40.71006 -74.00122,40.71001 -74.00125,40.70996 -74.00128,40.70996 -74.00129,40.70995 -74.00129,40.70994 -74.0013,40.70989 -74.00133,40.70985 -74.00136,40.70979 -74.00141,40.70978 -74.00141,40.70977 -74.00142,40.70976 -74.00143,40.70974 -74.00145,40.70972 -74.00146,40.70972 -74.00147,40.7097 -74.00148,40.70969 -74.00149,40.70968 -74.00149,40.70967 -74.0015,40.70964 -74.00152,40.70964 -74.00153,40.70962 -74.00154,40.70956 -74.00158,40.70951 -74.00165,40.70951 -74.00165,40.70982481328005 -74.00207356468458,40.71006 -74.00239,40.71032 -74.00272,40.71058 -74.00305,40.71063 -74.0031,40.71072 -74.00318,40.71105 -74.00357,40.71105 -74.00357,40.71098 -74.00363,40.71091 -74.00366,40.71085 -74.00369,40.71081 -74.0037,40.71075 -74.00374,40.71063 -74.00381,40.71058 -74.00385,40.71041 -74.00398,40.71023 -74.0042,40.71018 -74.00426,40.71002 -74.00444,40.70967249480105 -74.00481646405999,40.70966 -74.00483,40.70966 -74.00483,40.70981 -74.00497,40.71011 -74.00529)"
"(40.71998 -74.01015,40.7198 -74.01018,40.71945 -74.01024,40.71916 -74.01029,40.7188 -74.01035,40.71845 -74.01041,40.71812 -74.01048,40.71767796647019 -74.01058880859932,40.71747 -74.01064,40.71702846206319 -74.01075225566265,40.71688 -74.01079,40.71643846220328 -74.01090225562703,40.71629 -74.01094,40.716 -74.01102,40.71558 -74.01113,40.71553 -74.01114,40.71535 -74.01119,40.71524 -74.01122,40.71519 -74.01124,40.71518 -74.01124,40.71509 -74.01129,40.71492 -74.01137,40.71447974670529 -74.011490714946,40.7143 -74.01154,40.7143 -74.01154,40.71406613977156 -74.01103330272863,40.71406 -74.01102,40.71395 -74.01078,40.71385 -74.01058,40.71362741802582 -74.01006454017393,40.713404836051666 -74.00954908207106,40.71328 -74.00926,40.71304938898398 -74.00875072501903,40.71281877796798 -74.00824145180196,40.712588166952 -74.00773218034878,40.71256 -74.00767,40.71256 -74.00767,40.71245 -74.00773,40.712074179238044 -74.0080557117682,40.712 -74.00812,40.711622635201394 -74.0084425874598,40.71138 -74.00865,40.711004923040626 -74.00897719536276,40.71091 -74.00906,40.71052983379469 -74.00937680574084,40.71043 -74.00946,40.71034 -74.00953,40.70996485329527 -74.00985705106224,40.70995 -74.00987,40.70981 -74.00998,40.709433788075906 -74.01030491197947,40.70915 -74.01055,40.70881 -74.01086,40.7086 -74.01103,40.70831 -74.01124,40.70807 -74.01144,40.70792 -74.01157,40.70774 -74.01172,40.70765 -74.01179,40.70744 -74.01197,40.70705469657806 -74.01227579769356,40.70681 -74.01247)"
"(40.79319 -73.97301,40.79283 -73.97326,40.79277 -73.97331,40.79271 -73.97335,40.792317708482365 -73.97364029626787,40.79221 -73.97372,40.79214 -73.97377,40.79214 -73.97377,40.79206 -73.97357,40.79197 -73.97336,40.79175119724002 -73.97284112220576,40.79162 -73.97253,40.79151 -73.97227,40.79134 -73.97185,40.791121595738225 -73.97133083430849,40.79090319147646 -73.97081167032465,40.79073 -73.9704,40.79050960016998 -73.96988231246031,40.7903 -73.96939,40.7903 -73.96939,40.78990646812007 -73.96967734191736,40.78967 -73.96985,40.78927646899402 -73.97013734127923,40.78904 -73.97031,40.78864950408514 -73.9706044734613,40.78843 -73.97077,40.78803307995679 -73.97104908557175,40.78779 -73.97122,40.78739647160193 -73.97150733937498,40.78716 -73.97168,40.78693 -73.97186,40.78654120940929 -73.97215837439067,40.7865 -73.97219,40.786104477563875 -73.97247251751051,40.7858 -73.97269,40.78547 -73.97292,40.78517 -73.97313,40.78478001498863 -73.9734256349915,40.78455 -73.9736,40.78437 -73.97374,40.78418 -73.97387,40.78391 -73.97407,40.78371 -73.97421,40.78356 -73.97432,40.78326 -73.97455,40.78326 -73.97455,40.78316 -73.97436,40.78299 -73.97397,40.78277603941738 -73.97344768177558,40.78265 -73.97314,40.78255 -73.9729)"
"(40.74217 -73.98281,40.74202 -73.98292,40.74202 -73.98292,40.74223509323748 -73.98344118651518,40.74228 -73.98355,40.74245 -73.98396,40.74263 -73.98438,40.74267 -73.98449,40.74272 -73.98459,40.742938681283846 -73.98510858436804,40.74307 -73.98542,40.74325 -73.98584,40.74338 -73.98616,40.74347 -73.98636,40.74356 -73.98657,40.74374 -73.98698,40.74383 -73.98721,40.74385 -73.98726,40.74387 -73.9873,40.74407 -73.98775,40.74418 -73.98804,40.74427 -73.98825,40.74448775948965 -73.98876927176113,40.74453 -73.98887,40.744748759826656 -73.98938854076759,40.7448 -73.98951,40.74498 -73.98993,40.74515 -73.99034,40.74533 -73.99076,40.74542 -73.99096,40.74542 -73.99096,40.74581401997241 -73.99067401888064,40.74604 -73.99051,40.74643198135189 -73.99021917628068,40.74666 -73.99005,40.74705664234661 -73.98977040068227,40.74727 -73.98962,40.74766402251716 -73.9893340170337,40.74789 -73.98917,40.74789 -73.98917,40.74797 -73.98935,40.74818776876365 -73.98986929387613,40.74823 -73.98997,40.74841 -73.99038,40.74858 -73.9908,40.74880546086623 -73.99131354716488,40.74894 -73.99162,40.7491 -73.99201,40.74915 -73.99211)"
"(40.75794 -73.96925,40.75809 -73.96914,40.75824 -73.96902,40.75825 -73.96902,40.75834 -73.96895,40.75834 -73.96895,40.75826 -73.96875,40.75808 -73.96834,40.75786442887767 -73.96781903342608,40.75772 -73.96747,40.75761 -73.96723,40.75739267472729 -73.96671030886885,40.75738 -73.96668,40.75716168103184 -73.96616103706151,40.75694336206369 -73.96564207582733,40.75677 -73.96523,40.75655365619009 -73.96470960223083,40.7564 -73.96434,40.7564 -73.96434,40.75678835610143 -73.96404077597464,40.75701 -73.96387,40.75717 -73.96376,40.75756622935356 -73.96347933794581,40.75765 -73.96342,40.75786 -73.96326,40.758253086905434 -73.96297173655422,40.75831 -73.96293,40.758702839976664 -73.96264114851732,40.75899 -73.96243,40.75929 -73.96221,40.75962 -73.96197,40.75983 -73.96182,40.76016 -73.96157,40.76024 -73.96151,40.76063 -73.96123,40.76087 -73.96106,40.76118 -73.96083,40.76149 -73.96061,40.76179 -73.96038,40.76194 -73.96027,40.76212 -73.96013,40.762514042946584 -73.95984400220637,40.76274 -73.95968,40.76313747442427 -73.95940239992187,40.76337 -73.95924,40.763762005879734 -73.95894915808319,40.76399 -73.95878,40.76438549346815 -73.95849750580825,40.76462 -73.95833,40.76501200764917 -73.95803915677041,40.76524 -73.95787,40.7656 -73.9576,40.76587 -73.9574)"
