grid_id,name,coordinates
340,C4:14,"((40.75669494117647, -73.8413494)(40.75669494117647, -73.83822599999999)(40.75355017647059, -73.83822599999999)(40.75355017647059, -73.8413494)(40.75669494117647, -73.8413494))"
340,C4:15,"((40.75669494117647, -73.83822599999999)(40.75669494117647, -73.8351026)(40.75355017647059, -73.8351026)(40.75355017647059, -73.83822599999999)(40.75669494117647, -73.83822599999999))"
340,C4:16,"((40.75669494117647, -73.8351026)(40.75669494117647, -73.8319792)(40.75355017647059, -73.8319792)(40.75355017647059, -73.8351026)(40.75669494117647, -73.8351026))"
340,C4:17,"((40.75669494117647, -73.8319792)(40.75669494117647, -73.8288558)(40.75355017647059, -73.8288558)(40.75355017647059, -73.8319792)(40.75669494117647, -73.8319792))"
340,C4:18,"((40.75669494117647, -73.8288558)(40.75669494117647, -73.82573239999999)(40.75355017647059, -73.82573239999999)(40.75355017647059, -73.8288558)(40.75669494117647, -73.8288558))"
340,C4:19,"((40.75669494117647, -73.82573239999999)(40.75669494117647, -73.822609)(40.75355017647059, -73.822609)(40.75355017647059, -73.82573239999999)(40.75669494117647, -73.82573239999999))"
340,C5:0,"((40.75355017647059, -73.885077)(40.75355017647059, -73.8819536)(40.75040541176471, -73.8819536)(40.75040541176471, -73.885077)(40.75355017647059, -73.885077))"
340,C5:1,"((40.75355017647059, -73.8819536)(40.75355017647059, -73.8788302)(40.75040541176471, -73.8788302)(40.75040541176471, -73.8819536)(40.75355017647059, -73.8819536))"
340,C5:2,"((40.75355017647059, -73.8788302)(40.75355017647059, -73.87570679999999)(40.75040541176471, -73.87570679999999)(40.75040541176471, -73.8788302)(40.75355017647059, -73.8788302))"
340,C5:3,"((40.75355017647059, -73.87570679999999)(40.75355017647059, -73.8725834)(40.75040541176471, -73.8725834)(40.75040541176471, -73.87570679999999)(40.75355017647059, -73.87570679999999))"
340,C5:4,"((40.75355017647059, -73.8725834)(40.75355017647059, -73.86946)(40.75040541176471, -73.86946)(40.75040541176471, -73.8725834)(40.75355017647059, -73.8725834))"
340,C5:5,"((40.75355017647059, -73.86946)(40.75355017647059, -73.8663366)(40.75040541176471, -73.8663366)(40.75040541176471, -73.86946)(40.75355017647059, -73.86946))"
340,C5:6,"((40.75355017647059, -73.8663366)(40.75355017647059, -73.86321319999999)(40.75040541176471, -73.86321319999999)(40.75040541176471, -73.8663366)(40.75355017647059, -73.8663366))"
340,C5:7,"((40.75355017647059, -73.86321319999999)(40.75355017647059, -73.8600898)(40.75040541176471, -73.8600898)(40.75040541176471, -73.86321319999999)(40.75355017647059, -73.86321319999999))"
340,C5:8,"((40.75355017647059, -73.8600898)(40.75355017647059, -73.8569664)(40.75040541176471, -73.8569664)(40.75040541176471, -73.8600898)(40.75355017647059, -73.8600898))"
340,C5:9,"((40.75355017647059, -73.8569664)(40.75355017647059, -73.853843)(40.75040541176471, -73.853843)(40.75040541176471, -73.8569664)(40.75355017647059, -73.8569664))"
340,C5:10,"((40.75355017647059, -73.853843)(40.75355017647059, -73.85071959999999)(40.75040541176471, -73.85071959999999)(40.75040541176471, -73.853843)(40.75355017647059, -73.853843))"
340,C5:11,"((40.75355017647059, -73.85071959999999)(40.75355017647059, -73.8475962)(40.75040541176471, -73.8475962)(40.75040541176471, -73.85071959999999)(40.75355017647059, -73.85071959999999))"
340,C5:12,"((40.75355017647059, -73.8475962)(40.75355017647059, -73.8444728)(40.75040541176471, -73.8444728)(40.75040541176471, -73.8475962)(40.75355017647059, -73.8475962))"
340,C5:13,"((40.75355017647059, -73.8444728)(40.75355017647059, -73.8413494)(40.75040541176471, -73.8413494)(40.75040541176471, -73.8444728)(40.75355017647059, -73.8444728))"
340,C5:14,"((40.75355017647059, -73.8413494)(40.75355017647059, -73.83822599999999)(40.75040541176471, -73.83822599999999)(40.75040541176471, -73.8413494)(40.75355017647059, -73.8413494))"
340,C5:15,"((40.75355017647059, -73.83822599999999)(40.75355017647059, -73.8351026)(40.75040541176471, -73.8351026)(40.75040541176471, -73.83822599999999)(40.75355017647059, -73.83822599999999))"
340,C5:16,"((40.75355017647059, -73.8351026)(40.75355017647059, -73.8319792)(40.75040541176471, -73.8319792)(40.75040541176471, -73.8351026)(40.75355017647059, -73.8351026))"
340,C5:17,"((40.75355017647059, -73.8319792)(40.75355017647059, -73.8288558)(40.75040541176471, -73.8288558)(40.75040541176471, -73.8319792)(40.75355017647059, -73.8319792))"
340,C5:18,"((40.75355017647059, -73.8288558)(40.75355017647059, -73.82573239999999)(40.75040541176471, -73.82573239999999)(40.75040541176471, -73.8288558)(40.75355017647059, -73.8288558))"
340,C5:19,"((40.75355017647059, -73.82573239999999)(40.75355017647059, -73.822609)(40.75040541176471, -73.822609)(40.75040541176471, -73.82573239999999)(40.75355017647059, -73.82573239999999))"
340,C6:0,"((40.75040541176471, -73.885077)(40.75040541176471, -73.8819536)(40.74726064705882, -73.8819536)(40.74726064705882, -73.885077)(40.75040541176471, -73.885077))"
340,C6:1,"((40.75040541176471, -73.8819536)(40.75040541176471, -73.8788302)(40.74726064705882, -73.8788302)(40.74726064705882, -73.8819536)(40.75040541176471, -73.8819536))"
340,C6:2,"((40.75040541176471, -73.8788302)(40.75040541176471, -73.87570679999999)(40.74726064705882, -73.87570679999999)(40.74726064705882, -73.8788302)(40.75040541176471, -73.8788302))"
340,C6:3,"((40.75040541176471, -73.87570679999999)(40.75040541176471, -73.8725834)(40.74726064705882, -73.8725834)(40.74726064705882, -73.87570679999999)(40.75040541176471, -73.87570679999999))"
340,C6:4,"((40.75040541176471, -73.8725834)(40.75040541176471, -73.86946)(40.74726064705882, -73.86946)(40.74726064705882, -73.8725834)(40.75040541176471, -73.8725834))"
340,C6:5,"((40.75040541176471, -73.86946)(40.75040541176471, -73.8663366)(40.74726064705882, -73.8663366)(40.74726064705882, -73.86946)(40.75040541176471, -73.86946))"
340,C6:6,"((40.75040541176471, -73.8663366)(40.75040541176471, -73.86321319999999)(40.74726064705882, -73.86321319999999)(40.74726064705882, -73.8663366)(40.75040541176471, -73.8663366))"
340,C6:7,"((40.75040541176471, -73.86321319999999)(40.75040541176471, -73.8600898)(40.74726064705882, -73.8600898)(40.74726064705882, -73.86321319999999)(40.75040541176471, -73.86321319999999))"
340,C6:8,"((40.75040541176471, -73.8600898)(40.75040541176471, -73.8569664)(40.74726064705882, -73.8569664)(40.74726064705882, -73.8600898)(40.75040541176471, -73.8600898))"
340,C6:9,"((40.75040541176471, -73.8569664)(40.75040541176471, -73.853843)(40.74726064705882, -73.853843)(40.74726064705882, -73.8569664)(40.75040541176471, -73.8569664))"
340,C6:10,"((40.75040541176471, -73.853843)(40.75040541176471, -73.85071959999999)(40.74726064705882, -73.85071959999999)(40.74726064705882, -73.853843)(40.75040541176471, -73.853843))"
340,C6:11,"((40.75040541176471, -73.85071959999999)(40.75040541176471, -73.8475962)(40.74726064705882, -73.8475962)(40.74726064705882, -73.85071959999999)(40.75040541176471, -73.85071959999999))"
340,C6:12,"((40.75040541176471, -73.8475962)(40.75040541176471, -73.8444728)(40.74726064705882, -73.8444728)(40.74726064705882, -73.8475962)(40.75040541176471, -73.8475962))"
340,C6:13,"((40.75040541176471, -73.8444728)(40.75040541176471, -73.8413494)(40.74726064705882, -73.8413494)(40.74726064705882, -73.8444728)(40.75040541176471, -73.8444728))"
340,C6:14,"((40.75040541176471, -73.8413494)(40.75040541176471, -73.83822599999999)(40.74726064705882, -73.83822599999999)(40.74726064705882, -73.8413494)(40.75040541176471, -73.8413494))"
340,C6:15,"((40.75040541176471, -73.83822599999999)(40.75040541176471, -73.8351026)(40.74726064705882, -73.8351026)(40.74726064705882, -73.83822599999999)(40.75040541176471, -73.83822599999999))"
340,C6:16,"((40.75040541176471, -73.8351026)(40.75040541176471, -73.8319792)(40.74726064705882, -73.8319792)(40.74726064705882, -73.8351026)(40.75040541176471, -73.8351026))"
340,C6:17,"((40.75040541176471, -73.8319792)(40.75040541176471, -73.8288558)(40.74726064705882, -73.8288558)(40.74726064705882, -73.8319792)(40.75040541176471, -73.8319792))"
340,C6:18,"((40.75040541176471, -73.8288558)(40.75040541176471, -73.82573239999999)(40.74726064705882, -73.82573239999999)(40.74726064705882, -73.8288558)(40.75040541176471, -73.8288558))"
340,C6:19,"((40.75040541176471, -73.82573239999999)(40.75040541176471, -73.822609)(40.74726064705882, -73.822609)(40.74726064705882, -73.82573239999999)(40.75040541176471, -73.82573239999999))"
340,C7:0,"((40.74726064705882, -73.885077)(40.74726064705882, -73.8819536)(40.74411588235294, -73.8819536)(40.74411588235294, -73.885077)(40.74726064705882, -73.885077))"
340,C7:1,"((40.74726064705882, -73.8819536)(40.74726064705882, -73.8788302)(40.74411588235294, -73.8788302)(40.74411588235294, -73.8819536)(40.74726064705882, -73.8819536))"
340,C7:2,"((40.74726064705882, -73.8788302)(40.74726064705882, -73.87570679999999)(40.74411588235294, -73.87570679999999)(40.74411588235294, -73.8788302)(40.74726064705882, -73.8788302))"
340,C7:3,"((40.74726064705882, -73.87570679999999)(40.74726064705882, -73.8725834)(40.74411588235294, -73.8725834)(40.74411588235294, -73.87570679999999)(40.74726064705882, -73.87570679999999))"
340,C7:4,"((40.74726064705882, -73.8725834)(40.74726064705882, -73.86946)(40.74411588235294, -73.86946)(40.74411588235294, -73.8725834)(40.74726064705882, -73.8725834))"
340,C7:5,"((40.74726064705882, -73.86946)(40.74726064705882, -73.8663366)(40.74411588235294, -73.8663366)(40.74411588235294, -73.86946)(40.74726064705882, -73.86946))"
340,C7:6,"((40.74726064705882, -73.8663366)(40.74726064705882, -73.86321319999999)(40.74411588235294, -73.86321319999999)(40.74411588235294, -73.8663366)(40.74726064705882, -73.8663366))"
340,C7:7,"((40.74726064705882, -73.86321319999999)(40.74726064705882, -73.8600898)(40.74411588235294, -73.8600898)(40.74411588235294, -73.86321319999999)(40.74726064705882, -73.86321319999999))"
340,C7:8,"((40.74726064705882, -73.8600898)(40.74726064705882, -73.8569664)(40.74411588235294, -73.8569664)(40.74411588235294, -73.8600898)(40.74726064705882, -73.8600898))"
340,C7:9,"((40.74726064705882, -73.8569664)(40.74726064705882, -73.853843)(40.74411588235294, -73.853843)(40.74411588235294, -73.8569664)(40.74726064705882, -73.8569664))"
340,C7:10,"((40.74726064705882, -73.853843)(40.74726064705882, -73.85071959999999)(40.74411588235294, -73.85071959999999)(40.74411588235294, -73.853843)(40.74726064705882, -73.853843))"
340,C7:11,"((40.74726064705882, -73.85071959999999)(40.74726064705882, -73.8475962)(40.74411588235294, -73.8475962)(40.74411588235294, -73.85071959999999)(40.74726064705882, -73.85071959999999))"
340,C7:12,"((40.74726064705882, -73.8475962)(40.74726064705882, -73.8444728)(40.74411588235294, -73.8444728)(40.74411588235294, -73.8475962)(40.74726064705882, -73.8475962))"
