cell_id,grid_id,cell_names,coordinates
378,181398528,C6:8,0103000020E6100000010000000500000026039BCEA9DD45405948B3F05FDF53C026039BCEA9DD4540ED4A470D2FDF53C0848BCBA77DDD4540ED4A470D2FDF53C0848BCBA77DDD45405948B3F05FDF53C026039BCEA9DD45405948B3F05FDF53C0
379,181398528,C6:9,0103000020E6100000010000000500000026039BCEA9DD4540ED4A470D2FDF53C026039BCEA9DD4540814DDB29FEDE53C0848BCBA77DDD4540814DDB29FEDE53C0848BCBA77DDD4540ED4A470D2FDF53C026039BCEA9DD4540ED4A470D2FDF53C0
380,181398528,C6:10,0103000020E6100000010000000500000026039BCEA9DD4540814DDB29FEDE53C026039BCEA9DD454015506F46CDDE53C0848BCBA77DDD454015506F46CDDE53C0848BCBA77DDD4540814DDB29FEDE53C026039BCEA9DD4540814DDB29FEDE53C0
381,181398528,C7:0,0103000020E61000000100000005000000848BCBA77DDD4540B933130CE7E053C0848BCBA77DDD45404D36A728B6E053C0E213FC8051DD45404D36A728B6E053C0E213FC8051DD4540B933130CE7E053C0848BCBA77DDD4540B933130CE7E053C0
382,181398528,C7:1,0103000020E61000000100000005000000848BCBA77DDD45404D36A728B6E053C0848BCBA77DDD4540E1383B4585E053C0E213FC8051DD4540E1383B4585E053C0E213FC8051DD45404D36A728B6E053C0848BCBA77DDD45404D36A728B6E053C0
383,181398528,C7:2,0103000020E61000000100000005000000848BCBA77DDD4540E1383B4585E053C0848BCBA77DDD4540753BCF6154E053C0E213FC8051DD4540753BCF6154E053C0E213FC8051DD4540E1383B4585E053C0848BCBA77DDD4540E1383B4585E053C0
384,181398528,C7:3,0103000020E61000000100000005000000848BCBA77DDD4540753BCF6154E053C0848BCBA77DDD4540093E637E23E053C0E213FC8051DD4540093E637E23E053C0E213FC8051DD4540753BCF6154E053C0848BCBA77DDD4540753BCF6154E053C0
385,181398528,C7:4,0103000020E61000000100000005000000848BCBA77DDD4540093E637E23E053C0848BCBA77DDD45409D40F79AF2DF53C0E213FC8051DD45409D40F79AF2DF53C0E213FC8051DD4540093E637E23E053C0848BCBA77DDD4540093E637E23E053C0
386,181398528,C7:5,0103000020E61000000100000005000000848BCBA77DDD45409D40F79AF2DF53C0848BCBA77DDD454031438BB7C1DF53C0E213FC8051DD454031438BB7C1DF53C0E213FC8051DD45409D40F79AF2DF53C0848BCBA77DDD45409D40F79AF2DF53C0
387,181398528,C7:6,0103000020E61000000100000005000000848BCBA77DDD454031438BB7C1DF53C0848BCBA77DDD4540C5451FD490DF53C0E213FC8051DD4540C5451FD490DF53C0E213FC8051DD454031438BB7C1DF53C0848BCBA77DDD454031438BB7C1DF53C0
388,181398528,C7:7,0103000020E61000000100000005000000848BCBA77DDD4540C5451FD490DF53C0848BCBA77DDD45405948B3F05FDF53C0E213FC8051DD45405948B3F05FDF53C0E213FC8051DD4540C5451FD490DF53C0848BCBA77DDD4540C5451FD490DF53C0
389,181398528,C7:8,0103000020E61000000100000005000000848BCBA77DDD45405948B3F05FDF53C0848BCBA77DDD4540ED4A470D2FDF53C0E213FC8051DD4540ED4A470D2FDF53C0E213FC8051DD45405948B3F05FDF53C0848BCBA77DDD45405948B3F05FDF53C0
390,181398528,C7:9,0103000020E61000000100000005000000848BCBA77DDD4540ED4A470D2FDF53C0848BCBA77DDD4540814DDB29FEDE53C0E213FC8051DD4540814DDB29FEDE53C0E213FC8051DD4540ED4A470D2FDF53C0848BCBA77DDD4540ED4A470D2FDF53C0
391,181398528,C7:10,0103000020E61000000100000005000000848BCBA77DDD4540814DDB29FEDE53C0848BCBA77DDD454015506F46CDDE53C0E213FC8051DD454015506F46CDDE53C0E213FC8051DD4540814DDB29FEDE53C0848BCBA77DDD4540814DDB29FEDE53C0
392,181398528,C8:0,0103000020E61000000100000005000000E213FC8051DD4540B933130CE7E053C0E213FC8051DD45404D36A728B6E053C0409C2C5A25DD45404D36A728B6E053C0409C2C5A25DD4540B933130CE7E053C0E213FC8051DD4540B933130CE7E053C0
393,181398528,C8:1,0103000020E61000000100000005000000E213FC8051DD45404D36A728B6E053C0E213FC8051DD4540E1383B4585E053C0409C2C5A25DD4540E1383B4585E053C0409C2C5A25DD45404D36A728B6E053C0E213FC8051DD45404D36A728B6E053C0
394,181398528,C8:2,0103000020E61000000100000005000000E213FC8051DD4540E1383B4585E053C0E213FC8051DD4540753BCF6154E053C0409C2C5A25DD4540753BCF6154E053C0409C2C5A25DD4540E1383B4585E053C0E213FC8051DD4540E1383B4585E053C0
395,181398528,C8:3,0103000020E61000000100000005000000E213FC8051DD4540753BCF6154E053C0E213FC8051DD4540093E637E23E053C0409C2C5A25DD4540093E637E23E053C0409C2C5A25DD4540753BCF6154E053C0E213FC8051DD4540753BCF6154E053C0
396,181398528,C8:4,0103000020E61000000100000005000000E213FC8051DD4540093E637E23E053C0E213FC8051DD45409D40F79AF2DF53C0409C2C5A25DD45409D40F79AF2DF53C0409C2C5A25DD4540093E637E23E053C0E213FC8051DD4540093E637E23E053C0
397,181398528,C8:5,0103000020E61000000100000005000000E213FC8051DD45409D40F79AF2DF53C0E213FC8051DD454031438BB7C1DF53C0409C2C5A25DD454031438BB7C1DF53C0409C2C5A25DD45409D40F79AF2DF53C0E213FC8051DD45409D40F79AF2DF53C0
398,181398528,C8:6,0103000020E61000000100000005000000E213FC8051DD454031438BB7C1DF53C0E213FC8051DD4540C5451FD490DF53C0409C2C5A25DD4540C5451FD490DF53C0409C2C5A25DD454031438BB7C1DF53C0E213FC8051DD454031438BB7C1DF53C0
399,181398528,C8:7,0103000020E61000000100000005000000E213FC8051DD4540C5451FD490DF53C0E213FC8051DD45405948B3F05FDF53C0409C2C5A25DD45405948B3F05FDF53C0409C2C5A25DD4540C5451FD490DF53C0E213FC8051DD4540C5451FD490DF53C0
400,181398528,C8:8,0103000020E61000000100000005000000E213FC8051DD45405948B3F05FDF53C0E213FC8051DD4540ED4A470D2FDF53C0409C2C5A25DD4540ED4A470D2FDF53C0409C2C5A25DD45405948B3F05FDF53C0E213FC8051DD45405948B3F05FDF53C0
401,181398528,C8:9,0103000020E61000000100000005000000E213FC8051DD4540ED4A470D2FDF53C0E213FC8051DD4540814DDB29FEDE53C0409C2C5A25DD4540814DDB29FEDE53C0409C2C5A25DD4540ED4A470D2FDF53C0E213FC8051DD4540ED4A470D2FDF53C0
402,181398528,C8:10,0103000020E61000000100000005000000E213FC8051DD4540814DDB29FEDE53C0E213FC8051DD454015506F46CDDE53C0409C2C5A25DD454015506F46CDDE53C0409C2C5A25DD4540814DDB29FEDE53C0E213FC8051DD4540814DDB29FEDE53C0
403,181398528,C9:0,0103000020E61000000100000005000000409C2C5A25DD4540B933130CE7E053C0409C2C5A25DD45404D36A728B6E053C09E245D33F9DC45404D36A728B6E053C09E245D33F9DC4540B933130CE7E053C0409C2C5A25DD4540B933130CE7E053C0
404,181398528,C9:1,0103000020E61000000100000005000000409C2C5A25DD45404D36A728B6E053C0409C2C5A25DD4540E1383B4585E053C09E245D33F9DC4540E1383B4585E053C09E245D33F9DC45404D36A728B6E053C0409C2C5A25DD45404D36A728B6E053C0
405,181398528,C9:2,0103000020E61000000100000005000000409C2C5A25DD4540E1383B4585E053C0409C2C5A25DD4540753BCF6154E053C09E245D33F9DC4540753BCF6154E053C09E245D33F9DC4540E1383B4585E053C0409C2C5A25DD4540E1383B4585E053C0
406,181398528,C9:3,0103000020E61000000100000005000000409C2C5A25DD4540753BCF6154E053C0409C2C5A25DD4540093E637E23E053C09E245D33F9DC4540093E637E23E053C09E245D33F9DC4540753BCF6154E053C0409C2C5A25DD4540753BCF6154E053C0
407,181398528,C9:4,0103000020E61000000100000005000000409C2C5A25DD4540093E637E23E053C0409C2C5A25DD45409D40F79AF2DF53C09E245D33F9DC45409D40F79AF2DF53C09E245D33F9DC4540093E637E23E053C0409C2C5A25DD4540093E637E23E053C0
408,181398528,C9:5,0103000020E61000000100000005000000409C2C5A25DD45409D40F79AF2DF53C0409C2C5A25DD454031438BB7C1DF53C09E245D33F9DC454031438BB7C1DF53C09E245D33F9DC45409D40F79AF2DF53C0409C2C5A25DD45409D40F79AF2DF53C0
