traj_id,cell_id,cell_names
256,31769,C47:8
366,36580,C90:46
245,30410,C34:92
221,33202,C59:109
302,37633,C99:100
377,29695,C28:43
331,37502,C98:80
309,37169,C95:80
240,27378,C7:57
348,30521,C35:92
275,30535,C35:106
244,31966,C48:94
349,27904,C12:28
227,29694,C28:42
321,33664,C64:16
357,36640,C90:106
320,35990,C85:11
313,27571,C9:28
203,33824,C65:65
371,29790,C29:27
316,38523,C107:102
389,29694,C28:42
269,32125,C50:31
394,30530,C35:101
343,36484,C89:61
248,32811,C56:51
265,32768,C56:8
300,37302,C96:102
254,35146,C77:55
280,26569,C0:25
271,28450,C17:19
269,32014,C49:31
337,38718,C109:75
310,28694,C19:41
324,38316,C106:6
386,26753,C1:98
260,32231,C51:26
346,29641,C27:100
232,33293,C60:89
281,30376,C34:58
221,33313,C60:109
296,30435,C35:6
349,28015,C13:28
261,35409,C79:96
277,34804,C74:46
356,28752,C19:99
244,32077,C49:94
351,29020,C22:34
297,36609,C90:75
249,29413,C25:94
207,33361,C61:46
317,28334,C16:14
367,32308,C51:103
387,32841,C56:81
271,28561,C18:19
343,36595,C90:61
250,28798,C20:34
213,34242,C69:39
345,29880,C30:6
267,38502,C107:81
284,29695,C28:43
374,27737,C10:83
256,31768,C47:7
364,31721,C46:71
272,37967,C102:101
235,31324,C43:7
399,35133,C77:42
205,38029,C103:52
255,27166,C5:67
398,30995,C40:11
286,29495,C26:65
384,38423,C107:2
242,33439,C62:13
239,28720,C19:67
327,36255,C87:54
292,38151,C104:63
229,34611,C72:75
250,28687,C19:34
213,34131,C68:39
354,27975,C12:99
322,29680,C28:28
302,37522,C98:100
396,26775,C2:9
373,29021,C22:35
342,37737,C100:93
282,28576,C18:34
379,28582,C18:40
355,30324,C34:6
334,29848,C29:85
364,31832,C47:71
225,33669,C64:21
270,29201,C23:104
201,29044,C22:58
391,32990,C58:8
398,31106,C41:11
388,26975,C3:98
291,29900,C30:26
313,27682,C10:28
267,38391,C106:81
204,36044,C85:65
253,34013,C67:32
260,32342,C52:26
202,32622,C54:84
375,36107,C86:17
315,37910,C102:44
363,30768,C38:6
274,29201,C23:104
275,30646,C36:106
287,34678,C73:31
348,30632,C36:92
208,29200,C23:103
240,27267,C6:57
303,27733,C10:79
394,30641,C36:101
342,37626,C99:93
318,34446,C71:21
307,32819,C56:59
258,26972,C3:95
298,34119,C68:27
368,28879,C21:4
265,32879,C57:8
245,30299,C33:92
320,35879,C84:11
301,35443,C80:19
238,29593,C27:52
351,28909,C21:34
369,33282,C60:78
263,31750,C46:100
381,36831,C92:75
308,29695,C28:43
256,31657,C46:7
296,30546,C36:6
390,37142,C95:53
384,38422,C107:1
224,32126,C50:32
232,33182,C59:89
353,32324,C52:8
386,26642,C0:98
316,38412,C106:102
336,28559,C18:17
258,26861,C2:95
247,33668,C64:20
331,37391,C97:80
210,36902,C93:35
393,33026,C58:44
323,35399,C79:86
243,29200,C23:103
272,38078,C103:101
345,29991,C31:6
307,32708,C55:59
212,27687,C10:33
335,37275,C96:75
337,38607,C108:75
285,38407,C106:97
234,28388,C16:68
300,37191,C95:102
365,35134,C77:43
322,29569,C27:28
302,37411,C97:100
400,38219,C105:20
315,38021,C103:44
251,38294,C105:95
285,38296,C105:97
393,32915,C57:44
235,31213,C42:7
286,29384,C25:65
263,31639,C45:100
357,36751,C91:106
220,28795,C20:31
246,29586,C27:45
336,28670,C19:17
352,29847,C29:84
301,35332,C79:19
397,30599,C36:59
237,38756,C110:2
247,33779,C65:20
310,28693,C19:40
289,32933,C57:62
261,35298,C78:96
400,38108,C104:20
385,26831,C2:65
365,35023,C76:43
226,32923,C57:52
291,30011,C31:26
354,27864,C11:99
248,32812,C56:52
305,36800,C92:44
313,27793,C11:28
392,32700,C55:51
300,37080,C94:102
355,30435,C35:6
294,29085,C22:99
295,34696,C73:49
201,28933,C21:58
341,32077,C49:94
338,38173,C104:85
379,28471,C17:40
340,38755,C110:1
273,28952,C21:77
282,28687,C19:34
332,32012,C49:29
374,27738,C10:84
240,27156,C5:57
206,33476,C62:50
253,34124,C68:32
215,28148,C14:50
360,37128,C95:39
394,30752,C37:101
275,30757,C37:106
316,38411,C106:101
273,28841,C20:77
228,35285,C78:83
207,33472,C62:46
341,31966,C48:94
256,31546,C45:7
348,30743,C37:92
290,29696,C28:44
339,28402,C16:82
351,28798,C20:34
281,30377,C34:59
299,26895,C3:18
265,32990,C58:8
346,29530,C26:100
296,30657,C37:6
266,28186,C14:88
272,38189,C104:101
220,28906,C21:31
363,30879,C39:6
264,36886,C93:19
391,33101,C59:8
351,28687,C19:34
290,29585,C27:44
204,35933,C84:65
377,29696,C28:44
230,33340,C61:25
384,38311,C106:1
320,35768,C83:11
360,37017,C94:39
345,30102,C32:6
376,37387,C97:76
299,27006,C4:18
321,33553,C63:16
245,30188,C32:92
326,30047,C31:62
377,29585,C27:44
325,35650,C82:4
222,28578,C18:36
210,36791,C92:35
269,32013,C49:30
291,30122,C32:26
303,27844,C11:79
312,28014,C13:27
388,26864,C2:98
306,38219,C105:20
271,28560,C18:18
358,35898,C84:30
378,33944,C66:74
288,27617,C9:74
373,29020,C22:34
201,28822,C20:58
331,37280,C96:80
297,36608,C90:74
335,37164,C95:75
223,36760,C92:4
385,26720,C1:65
211,36007,C85:28
283,32701,C55:52
254,35145,C77:54
325,35539,C81:4
348,30744,C37:93
282,28798,C20:34
316,38300,C105:101
354,27753,C10:99
392,32811,C56:51
306,38108,C104:20
250,28688,C19:35
240,27045,C4:57
355,30546,C36:6
266,28297,C15:88
349,28014,C13:27
390,37031,C94:53
379,28360,C16:40
378,34055,C67:74
343,36594,C90:60
256,31435,C44:7
358,35787,C83:30
254,35256,C78:54
326,29936,C30:62
283,32590,C54:52
324,38427,C107:6
394,30863,C38:101
292,38150,C104:62
362,37109,C95:20
267,38392,C106:82
275,30868,C38:106
357,36862,C92:106
272,38300,C105:101
302,37300,C96:100
253,34235,C69:32
222,28689,C19:36
255,27165,C5:66
270,29200,C23:103
284,29696,C28:44
288,27728,C10:74
251,38405,C106:95
343,36705,C91:60
296,30768,C38:6
292,38261,C105:62
265,33101,C59:8
216,38282,C105:83
267,38281,C105:82
310,28582,C18:40
302,37189,C95:100
382,33139,C59:46
284,29585,C27:44
201,28711,C19:58
344,32593,C54:55
374,27849,C11:84
345,30213,C33:6
276,27419,C7:98
384,38200,C105:1
353,32435,C53:8
381,36720,C91:75
354,27752,C10:98
238,29594,C27:53
246,29587,C27:46
363,30990,C40:6
217,27286,C6:76
356,28641,C18:99
316,38189,C104:101
320,35657,C82:11
392,32812,C56:52
309,37168,C95:79
367,32307,C51:102
375,35996,C85:17
212,27798,C11:33
371,29901,C30:27
221,33312,C60:108
226,33034,C58:52
238,29705,C28:53
218,33372,C61:57
207,33583,C63:46
204,35822,C83:65
245,30077,C31:92
240,26934,C3:57
210,36680,C91:35
379,28249,C15:40
234,28277,C15:68
257,27332,C7:11
391,33212,C60:8
366,36581,C90:47
213,34132,C68:40
348,30855,C38:93
397,30600,C36:60
256,31324,C43:7
385,26609,C0:65
322,29570,C27:29
244,32076,C49:93
355,30657,C37:6
398,31105,C41:10
278,38560,C108:28
313,27905,C12:29
368,28880,C21:5
400,37997,C103:20
352,29848,C29:85
394,30974,C39:101
274,29200,C23:103
272,38411,C106:101
393,32914,C57:43
399,35134,C77:43
365,35024,C76:44
331,37169,C95:80
285,38295,C105:96
363,30991,C40:7
303,27955,C12:79
388,26753,C1:98
313,27794,C11:29
395,28951,C21:76
286,29385,C25:66
217,27397,C7:76
253,34346,C70:32
346,29419,C25:100
316,38078,C103:101
281,30378,C34:60
296,30879,C39:6
219,32324,C52:8
373,28909,C21:34
265,33212,C60:8
213,34021,C67:40
220,29017,C22:31
399,35023,C76:43
350,29734,C28:82
345,30324,C34:6
208,29199,C23:102
273,28842,C20:78
237,38645,C109:2
289,32932,C57:61
384,38089,C104:1
335,37053,C94:75
354,27641,C9:98
228,35286,C78:84
218,33483,C62:57
342,37627,C99:94
295,34697,C73:50
242,33440,C62:14
332,32011,C49:28
276,27308,C6:98
247,33778,C65:19
351,28688,C19:35
397,30489,C35:60
294,29196,C23:99
372,29201,C23:104
322,29459,C26:29
258,26862,C2:96
268,34658,C73:11
364,31831,C47:70
255,27054,C4:66
256,31213,C42:7
289,32821,C56:61
320,35546,C81:11
390,36920,C93:53
228,35175,C77:84
308,29696,C28:44
263,31640,C45:101
336,28781,C20:17
295,34586,C72:50
376,37276,C96:76
374,27960,C12:84
281,30267,C33:60
266,28298,C15:89
377,29586,C27:45
400,37886,C102:20
271,28559,C18:17
382,33250,C60:46
338,38174,C104:86
298,34120,C68:28
314,35352,C79:39
269,32012,C49:29
348,30966,C39:93
251,38516,C107:95
329,32593,C54:55
300,37081,C94:103
308,29585,C27:44
321,33442,C62:16
332,32122,C50:28
355,30768,C38:6
272,38412,C106:102
310,28471,C17:40
210,36569,C90:35
356,28530,C17:99
316,37967,C102:101
347,35284,C78:82
394,31085,C40:101
245,29966,C30:92
392,32923,C57:52
370,35299,C78:97
271,28670,C19:17
297,36497,C89:74
204,35711,C82:65
286,29274,C24:66
299,27005,C4:17
307,32707,C55:58
248,32923,C57:52
250,28689,C19:36
291,30121,C32:25
338,38063,C103:86
220,29128,C23:31
341,31967,C48:95
203,33823,C65:64
304,30727,C37:76
298,34009,C67:28
331,37058,C94:80
253,34457,C71:32
391,33323,C61:8
296,30990,C40:6
225,33668,C64:20
206,33475,C62:49
229,34500,C71:75
363,31102,C41:7
302,37190,C95:101
246,29588,C27:47
250,28578,C18:36
242,33329,C61:14
265,33323,C61:8
322,29348,C25:29
287,34677,C73:30
317,28335,C16:15
201,28710,C19:57
345,30435,C35:6
252,30453,C35:24
359,28185,C14:87
337,38608,C108:76
266,28409,C16:89
282,28688,C19:35
267,38282,C105:83
293,26888,C3:11
290,29586,C27:45
397,30378,C34:60
347,35395,C79:82
256,31102,C41:7
381,36609,C90:75
384,37978,C103:1
226,33145,C59:52
354,27530,C8:98
353,32546,C54:8
270,29199,C23:102
349,28013,C13:26
254,35255,C78:53
275,30979,C39:106
292,38260,C105:61
396,26774,C2:8
316,37856,C101:101
400,37775,C101:20
326,29937,C30:63
276,27197,C5:98
212,27909,C12:33
357,36863,C92:107
287,34788,C74:30
223,36649,C91:4
225,33779,C65:20
272,38523,C107:102
388,26642,C0:98
324,38538,C108:6
349,28124,C14:26
296,30991,C40:7
320,35435,C80:11
238,29706,C28:54
343,36704,C91:59
360,37018,C94:40
336,28892,C21:17
265,33324,C61:9
275,31090,C40:106
286,29163,C23:66
240,26933,C3:56
240,26822,C2:56
291,30232,C33:25
255,26943,C3:66
375,35885,C84:17
394,31196,C41:101
373,28798,C20:34
348,31077,C40:93
391,33324,C61:9
355,30879,C39:6
239,28831,C20:67
233,29201,C23:104
284,29586,C27:45
257,27221,C6:11
201,28599,C18:57
397,30267,C33:60
266,28520,C17:89
241,36211,C87:10
301,35333,C79:20
306,37997,C103:20
252,30342,C34:24
305,36799,C92:43
304,30616,C36:76
234,28166,C14:68
313,27906,C12:30
379,28250,C15:41
374,28071,C13:84
362,36998,C94:20
373,28687,C19:34
346,29308,C24:100
237,38534,C108:2
326,29826,C29:63
264,36775,C92:19
390,36809,C92:53
245,29855,C29:92
335,36942,C93:75
312,28015,C13:28
352,29849,C29:86
253,34568,C72:32
340,38756,C110:2
288,27729,C10:75
281,30268,C33:61
256,30991,C40:7
356,28419,C16:99
313,27795,C11:30
365,35025,C76:45
316,37745,C100:101
260,32341,C52:25
345,30546,C36:6
325,35540,C81:5
285,38294,C105:95
392,33034,C58:52
315,38020,C103:43
241,36100,C86:10
221,33311,C60:107
363,31213,C42:7
393,32913,C57:42
352,29738,C28:86
273,28843,C20:79
400,37664,C100:20
204,35710,C82:64
305,36910,C93:43
310,28360,C16:40
384,37867,C102:1
354,27419,C7:98
312,27904,C12:28
251,38627,C108:95
365,34914,C75:45
387,32840,C56:80
361,32827,C56:67
367,32306,C51:101
272,38634,C108:102
378,34054,C67:73
379,28139,C14:41
382,33361,C61:46
393,32802,C56:42
285,38405,C106:95
337,38497,C107:76
288,27840,C11:75
330,27393,C7:72
276,27086,C4:98
296,31102,C41:7
291,30343,C34:25
358,35788,C83:31
394,31307,C42:101
398,31104,C41:9
281,30157,C32:61
385,26608,C0:64
265,33435,C62:9
205,38030,C103:53
315,38131,C104:43
271,28558,C18:16
367,32417,C52:101
348,31188,C41:93
351,28689,C19:36
320,35324,C79:11
309,37167,C95:78
336,29003,C22:17
378,34165,C68:73
355,30990,C40:6
274,29199,C23:102
228,35176,C77:85
269,32011,C49:28
263,31641,C45:102
246,29589,C27:48
260,32452,C53:25
316,37744,C100:100
377,29587,C27:46
398,31215,C42:9
210,36570,C90:36
351,28578,C18:36
256,30880,C39:7
366,36582,C90:48
246,29478,C26:48
387,32951,C57:80
294,29307,C24:99
302,37191,C95:102
255,26832,C2:66
357,36752,C91:107
213,34022,C67:41
306,37886,C102:20
295,34587,C72:51
244,32075,C49:92
400,37553,C99:20
269,32122,C50:28
345,30657,C37:6
273,28954,C21:79
281,30046,C31:61
224,32127,C50:33
220,29127,C23:30
221,33200,C59:107
297,36386,C88:74
394,31308,C42:102
302,37080,C94:102
226,33256,C60:52
309,37278,C96:78
289,32820,C56:60
391,33435,C62:9
205,37919,C102:53
245,29744,C28:92
247,33777,C65:18
272,38745,C109:102
374,28182,C14:84
250,28579,C18:37
332,32121,C50:27
355,30991,C40:7
267,38283,C105:84
263,31530,C44:102
211,36006,C85:27
353,32657,C55:8
384,37756,C101:1
363,31324,C43:7
354,27308,C6:98
381,36608,C90:74
344,32594,C54:56
369,33171,C59:78
244,32186,C50:92
208,29198,C23:101
303,27956,C12:80
375,35774,C83:17
322,29349,C25:30
247,33888,C66:18
299,27004,C4:16
296,31213,C42:7
212,28020,C13:33
356,28308,C15:99
267,38172,C104:84
397,30268,C33:61
271,28447,C17:16
368,28991,C22:5
316,37633,C99:100
390,36698,C91:53
399,35024,C76:44
258,26863,C2:97
213,33911,C66:41
342,37628,C99:95
238,29707,C28:55
392,33145,C59:52
204,35599,C81:64
270,29198,C23:101
332,32232,C51:27
265,33546,C63:9
335,36831,C92:75
299,27115,C5:16
266,28521,C17:90
237,38423,C107:2
276,26975,C3:98
204,35488,C80:64
292,38259,C105:60
348,31299,C42:93
211,36117,C86:27
362,36997,C94:19
256,30769,C38:7
273,29065,C22:79
207,33582,C63:45
319,32820,C56:60
336,29114,C23:17
338,38064,C103:87
220,29238,C24:30
243,29199,C23:102
320,35213,C78:11
340,38645,C109:2
245,29743,C28:91
240,26821,C2:55
342,37517,C98:95
341,31968,C48:96
254,35254,C78:52
400,37442,C98:20
292,38370,C106:60
282,28689,C19:36
364,31830,C47:69
300,37082,C94:104
238,29818,C29:55
308,29586,C27:45
331,37168,C95:79
251,38738,C109:95
366,36471,C89:48
337,38386,C106:76
345,30768,C38:6
275,31089,C40:105
201,28598,C18:56
394,31419,C43:102
240,26932,C3:55
210,36459,C89:36
272,38856,C110:102
248,33034,C58:52
253,34569,C72:33
343,36703,C91:58
254,35365,C79:52
349,28123,C14:25
286,29164,C23:67
397,30157,C32:61
341,31857,C47:96
322,29238,C24:30
278,38559,C108:27
282,28578,C18:36
217,27398,C7:77
285,38183,C104:95
206,33474,C62:48
300,36971,C93:104
306,37775,C101:20
316,37522,C98:100
234,28055,C13:68
382,33472,C62:46
346,29197,C23:100
313,27796,C11:31
321,33441,C62:15
290,29587,C27:46
266,28632,C18:90
275,31200,C41:105
355,31102,C41:7
343,36814,C92:58
354,27197,C5:98
384,37645,C100:1
253,34458,C71:33
357,36641,C90:107
271,28336,C16:16
307,32706,C55:57
216,38283,C105:84
273,29176,C23:79
352,29739,C28:87
284,29587,C27:46
223,36538,C90:4
296,31324,C43:7
364,31941,C48:69
221,33089,C58:107
257,27110,C5:11
326,29827,C29:64
313,27685,C10:31
320,35212,C78:10
363,31435,C44:7
220,29349,C25:30
201,28487,C17:56
294,29308,C24:100
303,27845,C11:80
256,30658,C37:7
278,38670,C109:27
298,34010,C67:29
263,31419,C43:102
230,33229,C60:25
391,33546,C63:9
327,36254,C87:53
374,28293,C15:84
365,34915,C75:46
265,33657,C64:9
333,33110,C59:17
397,30046,C31:61
215,28147,C14:49
307,32595,C54:57
246,29479,C26:49
348,31410,C43:93
400,37331,C97:20
395,28952,C21:77
237,38422,C107:1
358,35677,C82:31
276,26864,C2:98
393,32801,C56:41
281,30047,C31:62
224,32238,C51:33
379,28140,C14:42
365,34804,C74:46
217,27509,C8:77
322,29127,C23:30
336,29225,C24:17
356,28197,C14:99
216,38172,C104:84
298,33899,C66:29
266,28743,C19:90
316,37411,C97:100
360,37019,C94:41
226,33367,C61:52
394,31530,C44:102
201,28376,C16:56
392,33256,C60:52
231,31546,C45:7
326,29716,C28:64
302,37081,C94:103
345,30879,C39:6
245,29632,C27:91
286,29053,C22:67
262,32821,C56:61
330,27504,C8:72
285,38182,C104:94
377,29588,C27:47
375,35663,C82:17
291,30342,C34:24
364,32052,C49:69
281,29936,C30:62
318,34447,C71:22
390,36697,C91:52
242,33330,C61:15
324,38649,C109:6
395,28841,C20:77
269,32121,C50:27
210,36348,C88:36
271,28225,C15:16
360,36908,C93:41
351,28579,C18:37
355,31213,C42:7
379,28029,C13:42
353,32768,C56:8
354,27086,C4:98
256,30547,C36:7
381,36497,C89:74
394,31641,C45:102
384,37534,C99:1
297,36275,C87:74
228,35177,C77:86
335,36720,C91:75
291,30453,C35:24
306,37664,C100:20
250,28580,C18:38
296,31435,C44:7
366,36360,C88:48
288,27841,C11:76
219,32435,C53:8
229,34389,C70:75
269,32232,C51:27
400,37220,C96:20
212,28131,C14:33
337,38275,C105:76
267,38173,C104:85
320,35101,C77:10
376,37275,C96:75
295,34588,C72:52
363,31546,C45:7
326,29605,C27:64
265,33768,C65:9
251,38849,C110:95
367,32416,C52:100
340,38534,C108:2
287,34787,C74:29
274,29198,C23:101
325,35541,C81:6
250,28469,C17:38
303,27734,C10:80
222,28688,C19:35
334,29849,C29:86
348,31521,C44:93
264,36664,C91:19
242,33219,C60:15
258,26864,C2:98
398,31214,C42:8
373,28688,C19:35
382,33583,C63:46
238,29819,C29:56
221,32978,C57:107
289,32819,C56:59
263,31308,C42:102
276,26753,C1:98
256,30546,C36:6
295,34477,C71:52
203,33822,C65:63
372,29200,C23:103
270,29197,C23:100
312,27905,C12:29
288,27952,C12:76
325,35430,C80:6
336,29336,C25:17
262,32932,C57:61
318,34336,C70:22
333,32999,C58:17
391,33657,C64:9
255,26831,C2:65
345,30990,C40:6
289,32708,C55:59
380,36076,C85:97
285,38071,C103:94
396,26773,C2:7
367,32527,C53:100
273,29177,C23:80
225,33778,C65:19
271,28114,C14:16
301,35334,C79:21
299,27114,C5:15
332,32231,C51:26
292,38369,C106:59
228,35288,C78:86
356,28086,C13:99
358,35566,C81:31
245,29521,C26:91
238,29930,C30:56
247,33887,C66:17
378,34164,C68:72
355,31324,C43:7
317,28225,C15:16
203,33933,C66:63
286,28942,C21:67
258,26753,C1:98
396,26662,C1:7
240,26931,C3:54
400,37109,C95:20
296,31546,C45:7
384,37423,C98:1
266,28744,C19:91
204,35489,C80:65
392,33367,C61:52
354,26975,C3:98
316,37300,C96:100
321,33330,C61:15
213,33912,C66:42
292,38480,C107:59
309,37277,C96:77
237,38311,C106:1
305,36909,C93:42
239,28942,C21:67
234,27944,C12:68
246,29480,C26:50
334,29738,C28:86
263,31307,C42:101
208,29197,C23:100
345,30991,C40:7
301,35223,C78:21
332,32342,C52:26
306,37553,C99:20
316,37189,C95:100
397,30047,C31:62
313,27686,C10:32
254,35364,C79:51
265,33879,C66:9
352,29740,C28:88
314,35353,C79:40
256,30435,C35:6
349,28122,C14:24
338,38065,C103:88
275,31199,C41:104
273,29288,C24:80
320,34990,C76:10
390,36586,C90:52
220,29348,C25:29
348,31632,C45:93
363,31657,C46:7
362,36886,C93:19
310,28359,C16:39
238,30041,C31:56
244,32185,C50:91
352,29629,C27:88
343,36813,C92:57
349,28233,C15:24
399,35025,C76:45
309,37388,C97:77
366,36249,C87:48
276,26642,C0:98
338,37954,C102:88
282,28579,C18:37
302,37082,C94:104
213,33801,C65:42
281,29937,C30:63
285,37960,C102:94
253,34459,C71:34
397,29936,C30:62
271,28003,C13:16
299,27225,C6:15
394,31640,C45:101
341,31858,C47:97
284,29588,C27:47
335,36609,C90:75
255,26720,C1:65
336,29447,C26:17
302,36971,C93:104
365,34805,C74:47
257,26999,C4:11
322,29128,C23:31
244,32296,C51:91
228,35399,C79:86
204,35378,C79:65
283,32591,C54:53
221,32867,C56:107
342,37518,C98:96
294,29419,C25:100
266,28855,C20:91
393,32800,C56:40
347,35394,C79:81
400,36998,C94:20
310,28470,C17:39
314,35242,C78:40
368,29102,C23:5
399,34914,C75:45
331,37167,C95:78
308,29587,C27:46
251,38850,C110:96
355,31435,C44:7
