node1,node2,cosine_sim
3570,3549,0.9152049867833193
3570,3550,0.9651158391529548
3570,3551,0.9433451062170214
3570,3567,0.9624766500832782
3570,3557,0.9306145661398649
3570,3562,0.9183419744004325
3570,3568,0.9578163646330539
3570,3572,0.9703656922309638
3570,3548,0.9557737736747225
3570,3552,0.9294038457682698
3571,3565,0.9983876079575725
3571,3554,0.8975977072851001
3571,3564,0.946740075327975
3571,3555,0.9589142055429088
3571,3559,0.8497713502176649
3571,3566,0.9967820210889854
3571,3560,0.9975531121786791
3571,3556,0.9720615494282114
3571,3561,0.9816837693613828
3571,3570,0.9888795154233824
3571,3569,0.948987569791097
3571,3563,0.93513366045293
3571,3558,0.882062527948071
3571,3553,0.8454635013039314
3571,3549,0.8631846606260026
3571,3550,0.9600495804311416
3571,3551,0.9483870478168769
3571,3567,0.9899054230731289
3571,3557,0.9626189001684385
3571,3562,0.961855937766798
3571,3568,0.9069630800837286
3571,3572,0.9947060348723051
3571,3548,0.917653529729339
3571,3552,0.9530912106882214
3569,3565,0.9594823436157497
3569,3554,0.9693729202741336
3569,3564,0.9994806913152111
3569,3555,0.9734267713610145
3569,3559,0.9662956078901579
3569,3566,0.9267822762850333
3569,3560,0.9560566509151605
3569,3556,0.9160865784707576
3569,3561,0.8851219252584186
3569,3570,0.9843759824515795
3569,3571,0.948987569791097
3569,3563,0.9929068372066667
3569,3558,0.9713241188990503
3569,3553,0.9421739748388227
3569,3549,0.9487677595179881
3569,3550,0.9415908058469108
3569,3551,0.906925401915137
3569,3567,0.9023843535319885
3569,3557,0.8640544859323251
3569,3562,0.8390814374836413
3569,3568,0.9918045367362573
3569,3572,0.9144294882668063
3569,3548,0.9724797570266375
3569,3552,0.8717695418529425
3563,3565,0.9493344514412017
3563,3554,0.9906952733838235
3563,3564,0.9927693126816299
3563,3555,0.9866503459062896
3563,3559,0.9804451669076859
3563,3566,0.90804304677529
3563,3560,0.9490206186968494
3563,3556,0.9281579605451395
3563,3561,0.8808867940042169
3563,3570,0.9742318187938295
3563,3571,0.93513366045293
3563,3569,0.9929068372066667
3563,3558,0.9901324896913041
3563,3553,0.9725787542162492
3563,3549,0.977963194788342
3563,3550,0.9596931604521118
3563,3551,0.9296121368158989
3563,3567,0.8937966165397547
3563,3557,0.8717078957823122
3563,3562,0.8356508344391653
3563,3568,0.9943238784098822
3563,3572,0.8969001026036755
3563,3548,0.992187413410072
3563,3552,0.88805450765866
3558,3565,0.9019540100689372
3558,3554,0.9974986659265431
3558,3564,0.9717850208354522
3558,3555,0.9709763588295062
3558,3559,0.9938545259891544
3558,3566,0.8461665281242857
3558,3560,0.9033327659387238
3558,3556,0.8939205759381719
3558,3561,0.8242291292685425
3558,3570,0.9354228933372662
3558,3571,0.882062527948071
3558,3569,0.9713241188990503
3558,3563,0.9901324896913041
3558,3553,0.9939760791400638
3558,3549,0.9949832739525557
3558,3550,0.9396110754227405
3558,3551,0.9075030832674685
3558,3567,0.8360599363849963
3558,3557,0.8240230441832767
3558,3562,0.7736502658885367
3558,3568,0.9890784122832668
3558,3572,0.8338410243382456
3558,3548,0.9929196987588198
3558,3552,0.851061419439944
3553,3565,0.8683347785818183
3553,3554,0.9937258207138597
3553,3564,0.9423799166358945
3553,3555,0.9584575048481987
3553,3559,0.9850849000911541
3553,3566,0.8051304860348962
3553,3560,0.8724845593239927
3553,3556,0.879676231963105
3553,3561,0.7961238524264314
3553,3570,0.9023246697600329
3553,3571,0.8454635013039314
3553,3569,0.9421739748388227
3553,3563,0.9725787542162492
3553,3558,0.9939760791400638
3553,3549,0.9987860061035804
3553,3550,0.9309921491696064
3553,3551,0.903002482786878
3553,3567,0.8042518345853914
3553,3557,0.8062738627294492
3553,3562,0.7466599914993653
3553,3568,0.9689088696330048
3553,3572,0.7940999200230987
3553,3548,0.9874404107356564
3553,3552,0.84074519694646
3549,3565,0.885063601012281
3549,3554,0.9965343726511793
3549,3564,0.9488648950187231
3549,3555,0.9683732193428105
3549,3559,0.9829906808532285
3549,3566,0.8251785152620607
3549,3560,0.8891016968277697
3549,3556,0.8970544414575513
3549,3561,0.8181188044933643
3549,3570,0.9152049867833193
3549,3571,0.8631846606260026
3549,3569,0.9487677595179881
3549,3563,0.977963194788342
3549,3558,0.9949832739525557
3549,3553,0.9987860061035804
3549,3550,0.9442142435320302
3549,3551,0.9184133340848412
3549,3567,0.8252204582876147
3549,3557,0.8279572425377034
3549,3562,0.7710333866307404
3549,3568,0.9713328728731002
3549,3572,0.8150157699920515
3549,3548,0.9922294678391582
3549,3552,0.8605724174166345
3550,3565,0.9695311580802688
3550,3554,0.9583275522625258
3550,3564,0.9394645186660951
3550,3555,0.9918683968490775
3550,3559,0.9008282792003481
3550,3566,0.9427038586068702
3550,3560,0.9753055743183026
3550,3556,0.9920141354284135
3550,3561,0.9575580193631966
3550,3570,0.9651158391529548
3550,3571,0.9600495804311416
3550,3569,0.9415908058469108
3550,3563,0.9596931604521118
3550,3558,0.9396110754227405
3550,3553,0.9309921491696064
3550,3549,0.9442142435320302
3550,3551,0.9950920943502992
3550,3567,0.9568150859682019
3550,3557,0.965899314194392
3550,3562,0.9354868584202807
3550,3568,0.926076485277425
3550,3572,0.9421936191270026
3550,3548,0.9722045019027638
3550,3552,0.978899883184085
3551,3565,0.9564389583634512
3551,3554,0.9319201522912485
3551,3564,0.9042624444375411
3551,3555,0.9762602058809443
3551,3559,0.8594192947005334
3551,3566,0.9343242152584921
3551,3560,0.9646522781065682
3551,3556,0.9948613274531544
3551,3561,0.9636074962425225
3551,3570,0.9433451062170214
3551,3571,0.9483870478168769
3551,3569,0.906925401915137
3551,3563,0.9296121368158989
3551,3558,0.9075030832674685
3551,3553,0.903002482786878
3551,3549,0.9184133340848412
3551,3550,0.9950920943502992
3551,3567,0.9579381591976845
3551,3557,0.9784976984084892
3551,3562,0.9496060453606459
3551,3568,0.8871760879316708
3551,3572,0.9373009877312518
3551,3548,0.9492658386955684
3551,3552,0.990936031989999
3567,3565,0.9862103081251729
3567,3554,0.8602102305452397
3567,3564,0.8993866241180697
3567,3555,0.9391515671561391
3567,3559,0.7901567855321233
3567,3566,0.9924374543226255
3567,3560,0.9884745890254718
3567,3556,0.9808384325231131
3567,3561,0.9980816971931765
3567,3570,0.9624766500832782
3567,3571,0.9899054230731289
3567,3569,0.9023843535319885
3567,3563,0.8937966165397547
3567,3558,0.8360599363849963
3567,3553,0.8042518345853914
3567,3549,0.8252204582876147
3567,3550,0.9568150859682019
3567,3551,0.9579381591976845
3567,3557,0.9869404464196837
3567,3562,0.9900560020164301
3567,3568,0.8524385548188856
3567,3572,0.9957435016169592
3567,3548,0.8858674298462323
3567,3552,0.9752751868462927
3557,3565,0.9613808257121567
3557,3554,0.854856928993069
3557,3564,0.8603268751614612
3557,3555,0.9341919098913156
3557,3559,0.7670206914563977
3557,3566,0.9627510250971949
3557,3560,0.968307080478994
3557,3556,0.9899573312891897
3557,3561,0.9937049191068614
3557,3570,0.9306145661398649
3557,3571,0.9626189001684385
3557,3569,0.8640544859323251
3557,3563,0.8717078957823122
3557,3558,0.8240230441832767
3557,3553,0.8062738627294492
3557,3549,0.8279572425377034
3557,3550,0.965899314194392
3557,3551,0.9784976984084892
3557,3567,0.9869404464196837
3557,3562,0.9929170276792596
3557,3568,0.819629458877814
3557,3572,0.9700215061658446
3557,3548,0.8817965042064559
3557,3552,0.9959089119377793
3562,3565,0.9556936389230758
3562,3554,0.8058085189265426
3562,3564,0.8351369316757448
3562,3555,0.901516264970358
3562,3559,0.7152926702798965
3562,3566,0.9700046258978826
3562,3560,0.9608299073435888
3562,3556,0.9715161995545515
3562,3561,0.9954118988891727
3562,3570,0.9183419744004325
3562,3571,0.961855937766798
3562,3569,0.8390814374836413
3562,3563,0.8356508344391653
3562,3558,0.7736502658885367
3562,3553,0.7466599914993653
3562,3549,0.7710333866307404
3562,3550,0.9354868584202807
3562,3551,0.9496060453606459
3562,3567,0.9900560020164301
3562,3557,0.9929170276792596
3562,3568,0.7818913761560242
3562,3572,0.9782634591721565
3562,3548,0.8366383511387495
3562,3552,0.9796322544029962
3568,3565,0.9227613877021
3568,3554,0.9829886846849992
3568,3564,0.992288556910795
3568,3555,0.9649821575629915
3568,3559,0.9903376862183818
3568,3566,0.8765118856657055
3568,3560,0.9201034072432906
3568,3556,0.886152589111493
3568,3561,0.8349125798279491
3568,3570,0.9578163646330539
3568,3571,0.9069630800837286
3568,3569,0.9918045367362573
3568,3563,0.9943238784098822
3568,3558,0.9890784122832668
3568,3553,0.9689088696330048
3568,3549,0.9713328728731002
3568,3550,0.926076485277425
3568,3551,0.8871760879316708
3568,3567,0.8524385548188856
3568,3557,0.819629458877814
3568,3562,0.7818913761560242
3568,3572,0.8618770816539676
3568,3548,0.9801758155529411
3568,3552,0.8370391016362265
3572,3565,0.9897873862107776
3572,3554,0.8536994592144964
3572,3564,0.9116779934586751
3572,3555,0.9321555732845429
3572,3559,0.7946516218343869
3572,3566,0.9987368121580388
3572,3560,0.989367930589246
3572,3556,0.9661813028438335
3572,3561,0.9899529150468992
3572,3570,0.9703656922309638
3572,3571,0.9947060348723051
3572,3569,0.9144294882668063
3572,3563,0.8969001026036755
3572,3558,0.8338410243382456
3572,3553,0.7940999200230987
3572,3549,0.8150157699920515
3572,3550,0.9421936191270026
3572,3551,0.9373009877312518
3572,3567,0.9957435016169592
3572,3557,0.9700215061658446
3572,3562,0.9782634591721565
3572,3568,0.8618770816539676
3572,3548,0.8786710363823523
3572,3552,0.9545016442409446
3548,3565,0.9343550668237697
3548,3554,0.99799295995279
3548,3564,0.9719260813317123
3548,3555,0.990514241644805
3548,3559,0.9757001187108227
3548,3566,0.8868948249810055
3548,3560,0.9375120913879627
3548,3556,0.9380290807559329
3548,3561,0.8782799626850563
3548,3570,0.9557737736747225
3548,3571,0.917653529729339
3548,3569,0.9724797570266375
3548,3563,0.992187413410072
3548,3558,0.9929196987588198
3548,3553,0.9874404107356564
3548,3549,0.9922294678391582
3548,3550,0.9722045019027638
3548,3551,0.9492658386955684
3548,3567,0.8858674298462323
3548,3557,0.8817965042064559
3548,3562,0.8366383511387495
3548,3568,0.9801758155529411
3548,3572,0.8786710363823523
3548,3552,0.9050007821398836
3552,3565,0.9557336831442578
3552,3554,0.8810981163381956
3552,3564,0.8683029521693566
3552,3555,0.9487278467185105
3552,3559,0.7947839084237273
3552,3566,0.9479731576444035
3552,3560,0.9637649990163784
3552,3556,0.9946354530448632
3552,3561,0.9834957607567866
3552,3570,0.9294038457682698
3552,3571,0.9530912106882214
3552,3569,0.8717695418529425
3552,3563,0.88805450765866
3552,3558,0.851061419439944
3552,3553,0.84074519694646
3552,3549,0.8605724174166345
3552,3550,0.978899883184085
3552,3551,0.990936031989999
3552,3567,0.9752751868462927
3552,3557,0.9959089119377793
3552,3562,0.9796322544029962
3552,3568,0.8370391016362265
3552,3572,0.9545016442409446
3552,3548,0.9050007821398836
