inter_cos,Bin limit,Bin Label,Bin Counts
0.52666109,,,
0.579210315,,,
0.681186035,,,
0.726469259,,,
0.697249367,,,
0.711695398,,,
0.43822426,,,
0.443498735,,,
0.48568377,,,
0.46280657,,,
0.419737708,,,
0.441292413,,,
0.43614911,,,
0.419844534,,,
0.473654363,,,
0.436739261,,,
0.527500684,,,
0.522002899,,,
0.496763333,,,
0.487143774,,,
0.532820882,,,
0.426437429,,,
0.377152932,,,
0.373602146,,,
0.385264325,,,
0.395506301,,,
0.304012804,,,
0.329977675,,,
0.387075095,,,
0.411739493,,,
0.383799959,,,
0.415557195,,,
0.462491059,,,
0.496106306,,,
0.516873827,,,
0.442843101,,,
0.471691139,,,
0.512802035,,,
0.532822139,,,
0.462185789,,,
0.347118579,,,
0.204495449,,,
0.34964175,,,
0.415702143,,,
0.397792086,,,
0.319341417,,,
0.375300183,,,
0.353204661,,,
0.375302331,,,
0.397644599,,,
0.382844135,,,
0.413826931,,,
0.45668136,,,
0.458569573,,,
0.403281185,,,
0.468128951,,,
0.403825653,,,
0.311409423,,,
0.241995657,,,
0.342255923,,,
0.422794295,,,
0.394152597,,,
0.353204216,,,
0.403779955,,,
0.285386963,,,
0.261769406,,,
0.401419361,,,
0.35017834,,,
0.338551067,,,
0.440594855,,,
0.444157693,,,
0.541087988,,,
0.41188449,,,
0.383863536,,,
0.388752058,,,
0.393632996,,,
0.324073464,,,
0.257031556,,,
0.285388673,,,
0.281086846,,,
0.408313643,,,
0.293628228,,,
0.198955986,,,
0.225885227,,,
0.286491649,,,
0.307292965,,,
0.436098866,,,
0.58604375,,,
0.523423154,,,
0.408952447,,,
0.33858979,,,
0.424360336,,,
0.377247895,,,
0.380943111,,,
0.389140569,,,
0.247867598,,,
0.245382989,,,
0.1255842,,,
0.192200275,,,
0.273110703,,,
0.238423413,,,
0.23185364,,,
0.194258842,,,
0.262026835,,,
0.268528238,,,
0.25453827,,,
0.550658815,,,
0.523158668,,,
0.482179372,,,
0.454246336,,,
0.454159255,,,
0.474548844,,,
0.442105788,,,
0.420574653,,,
0.364890429,,,
0.291711558,,,
0.25840794,,,
0.13515583,,,
0.111579977,,,
0.059178858,,,
0.191555775,,,
0.212662055,,,
0.191929013,,,
0.120547035,,,
0.134308651,,,
0.227188811,,,
0.243661156,,,
0.579833785,,,
0.573014149,,,
0.445455797,,,
0.415553967,,,
0.496839913,,,
0.523600807,,,
0.486637887,,,
0.493877154,,,
0.473836565,,,
0.357507063,,,
0.330165557,,,
0.21507354,,,
0.219671926,,,
0.169564149,,,
0.061862906,,,
0.069399526,,,
0.018233655,,,
0.02390992,,,
0.083221715,,,
0.072815265,,,
0.104217403,,,
0.159755824,,,
0.240273554,,,
0.274118857,,,
0.329573574,,,
0.335846644,,,
0.610922398,,,
0.522277194,,,
0.360476194,,,
0.405465245,,,
0.407017534,,,
0.382256609,,,
0.298630599,,,
0.218408436,,,
0.175632864,,,
0.105937765,,,
0.038072973,,,
0.016121573,,,
0.018725942,,,
0.07608345,,,
0.079140646,,,
0.086843702,,,
0.143452267,,,
0.141685111,,,
0.230490288,,,
0.291351205,,,
0.2839468,,,
0.480966946,,,
0.462135271,,,
0.325644633,,,
0.281394612,,,
0.267366832,,,
0.234409892,,,
0.206465674,,,
0.142892022,,,
0.155291357,,,
0.030159389,,,
0.03695561,,,
0.0807987,,,
0.051785238,,,
0.029452262,,,
0.170638162,,,
0.143379104,,,
0.201191207,,,
0.280172707,,,
0.28057509,,,
0.460328883,,,
0.438280283,,,
0.392599443,,,
0.322224469,,,
0.248980976,,,
0.222207833,,,
0.171526992,,,
0.084758501,,,
0.080584783,,,
0.164924317,,,
0.179617094,,,
0.218826198,,,
0.200395284,,,
0.22348163,,,
0.312798732,,,
0.493771704,,,
0.41132185,,,
0.399647061,,,
0.379509244,,,
0.241126314,,,
0.179457521,,,
0.161697202,,,
0.105414381,,,
0.064397268,,,
0.008740769,,,
0.046983152,,,
0.096499957,,,
0.156299252,,,
0.12394985,,,
0.249861385,,,
0.248910103,,,
0.239845347,,,
0.567516328,,,
0.551506166,,,
0.512652366,,,
0.493165838,,,
0.453892237,,,
0.404065565,,,
0.27788892,,,
0.469990714,,,
0.434145116,,,
0.378310975,,,
0.394484983,,,
0.308776868,,,
0.194471489,,,
0.224032594,,,
0.105516223,,,
0.089313033,,,
0.02475742,,,
0.193562398,,,
0.162449606,,,
0.283773443,,,
0.317147182,,,
0.523613333,,,
0.504715718,,,
0.432981973,,,
0.48783107,,,
0.371525382,,,
0.385065473,,,
0.416555438,,,
0.429858445,,,
0.230894114,,,
0.228210672,,,
0.219806255,,,
0.166935821,,,
0.089749135,,,
0.013590875,,,
0.078357265,,,
0.243465902,,,
0.477509161,,,
0.495623113,,,
0.490249033,,,
0.457819907,,,
0.416715141,,,
0.390266542,,,
0.418569729,,,
0.393511114,,,
0.283179824,,,
0.500414084,,,
0.444489248,,,
0.37103232,,,
0.371604199,,,
0.347713904,,,
0.257707191,,,
0.26162697,,,
0.21666317,,,
0.181794996,,,
0.14993014,,,
0.097843254,,,
0.10933882,,,
0.468650036,,,
0.391925514,,,
0.393918571,,,
0.334672802,,,
0.330479739,,,
0.279935837,,,
0.542804321,,,
0.427516462,,,
0.379989995,,,
0.346061684,,,
0.373022509,,,
0.323705196,,,
0.274966879,,,
0.253599566,,,
0.263665869,,,
0.217486771,,,
0.143678262,,,
0.10074664,,,
0.151789803,,,
0.467167413,,,
0.495463344,,,
0.450332306,,,
0.309892685,,,
0.444787128,,,
0.432764757,,,
0.361821787,,,
0.316127767,,,
0.215887241,,,
0.265232227,,,
0.321803023,,,
0.21507913,,,
0.152160129,,,
0.384797339,,,
0.415654881,,,
0.4811797,,,
0.491275592,,,
0.398153604,,,
0.32873029,,,
0.394077699,,,
0.415346471,,,
0.457311951,,,
0.255229814,,,
0.259840143,,,
0.271259408,,,
0.256715334,,,
0.206937642,,,
0.144440358,,,
0.407991802,,,
0.476951632,,,
0.562283183,,,
0.509506084,,,
0.511881547,,,
0.368585033,,,
0.362012907,,,
0.345976381,,,
0.422349561,,,
0.381312175,,,
0.289487191,,,
0.273341607,,,
0.266811244,,,
0.470121654,,,
0.518786758,,,
0.396896011,,,
0.341555501,,,
0.360102586,,,
0.367492349,,,
0.37695429,,,
0.32799927,,,
0.246661381,,,
0.316324791,,,
0.327139109,,,
0.33849827,,,
0.310221946,,,
0.338573292,,,
0.51363372,,,
0.4319158,,,
0.369728233,,,
0.365614119,,,
0.495483702,,,
0.39793673,,,
0.390980859,,,
0.322238123,,,
0.36430922,,,
0.44036864,,,
0.416577946,,,
0.428308801,,,
0.442462344,,,
0.483489033,,,
0.59936006,,,
0.656383509,,,
0.644121471,,,
0.657964718,,,
0.329352491,,,
0.378293057,,,
0.38226625,,,
0.406301363,,,
0.424845641,,,
0.397507303,,,
0.382481789,,,
0.370933672,,,
0.385824276,,,
0.359990816,,,
0.395584337,,,
0.492306445,,,
0.485284156,,,
0.488964764,,,
0.484187773,,,
0.526225774,,,
0.536804338,,,
0.57377348,,,
0.614606699,,,
0.420845175,,,
0.421497977,,,
0.469497791,,,
0.488885572,,,
0.464225472,,,
0.493349642,,,
0.393144065,,,
0.367783988,,,
0.352204219,,,
0.491885044,,,
0.492091672,,,
0.639030162,,,
0.627979378,,,
0.668669641,,,
0.396011464,,,
0.409666812,,,
0.584660279,,,
0.515899257,,,
0.560634188,,,
0.445325142,,,
0.362749004,,,
0.364990882,,,
0.446746418,,,
0.440660039,,,
0.473072322,,,
0.501143126,,,
0.643343535,,,
0.682573585,,,
0.664919181,,,
0.673798737,,,
0.416430473,,,
0.435181842,,,
0.568434873,,,
0.535099577,,,
0.533504191,,,
0.528411499,,,
0.527055892,,,
0.424875729,,,
0.421349273,,,
0.450954538,,,
0.523644635,,,
0.531469495,,,
0.640637898,,,
0.979740922,,,
0.977608616,,,
0.995586042,,,
0.992042287,,,
0.961293106,,,
0.986089675,,,
0.669023936,,,
0.890999936,,,
0.978362269,,,
0.986909165,,,
0.992698391,,,
0.996199579,,,
0.929777357,,,
0.983193368,,,
0.659629756,,,
0.585234864,,,
0.637500667,,,
0.731075973,,,
0.993369464,,,
0.970445335,,,
0.928913836,,,
0.837888865,,,
0.843703397,,,
0.682724136,,,
0.597628044,,,
0.569090321,,,
0.631552047,,,
0.985157978,,,
0.653380493,,,
0.647014407,,,
0.760008781,,,
0.790349388,,,
0.689174171,,,
0.720160247,,,
0.408864487,,,
0.463156103,,,
0.514441187,,,
0.845961751,,,
0.829838837,,,
0.608708499,,,
0.587575577,,,
0.603384512,,,
0.598139262,,,
0.753242223,,,
0.733457028,,,
0.725907571,,,
0.719805798,,,
0.467950722,,,
0.465454226,,,
0.526856492,,,
0.485162089,,,
0.481362101,,,
0.608873874,,,
0.55978891,,,
0.521819914,,,
0.548636841,,,
0.572364823,,,
0.729728366,,,
0.691440349,,,
0.650110291,,,
0.734341334,,,
0.476390878,,,
0.481584353,,,
0.494326543,,,
0.549588044,,,
0.523642805,,,
0.338291483,,,
0.531318657,,,
0.535507866,,,
0.574643783,,,
0.586375391,,,
0.573951756,,,
0.575049748,,,
0.65639081,,,
0.62968952,,,
0.641468929,,,
0.504524739,,,
0.505259039,,,
0.467824603,,,
0.429009396,,,
0.420290946,,,
0.481091747,,,
0.477429054,,,
0.54883729,,,
0.489674922,,,
0.493390269,,,
0.571867668,,,
0.541311523,,,
0.533503177,,,
0.598458945,,,
0.693140143,,,
0.739390686,,,
0.711595967,,,
0.725603458,,,
0.441669526,,,
0.433874844,,,
0.481082821,,,
0.449651543,,,
0.397024315,,,
0.419925181,,,
0.414281872,,,
0.404841601,,,
0.470607127,,,
0.442914623,,,
0.52054815,,,
0.525234817,,,
0.50667668,,,
0.505475455,,,
0.550733004,,,
0.437998227,,,
0.380000687,,,
0.372612743,,,
0.391902534,,,
0.388369589,,,
0.293414492,,,
0.311597892,,,
0.35988751,,,
0.387117039,,,
0.371502826,,,
0.411935773,,,
0.454588521,,,
0.486334853,,,
0.515703928,,,
0.455249954,,,
0.486915163,,,
0.531576856,,,
0.553515201,,,
0.45962934,,,
0.349803222,,,
0.209351183,,,
0.358468255,,,
0.413285501,,,
0.392005472,,,
0.313666007,,,
0.359343786,,,
0.331589748,,,
0.360651493,,,
0.377483776,,,
0.368049861,,,
0.405415769,,,
0.447777395,,,
0.454065492,,,
0.412248758,,,
0.47914819,,,
0.417050816,,,
0.321106497,,,
0.250698318,,,
0.342169117,,,
0.417146792,,,
0.385402078,,,
0.346841267,,,
0.38468866,,,
0.267141864,,,
0.248246439,,,
0.380732102,,,
0.333395285,,,
0.336940321,,,
0.431772637,,,
0.446880246,,,
0.571222122,,,
0.430928814,,,
0.40264072,,,
0.40465578,,,
0.405698899,,,
0.33364669,,,
0.252947026,,,
0.275115593,,,
0.26594109,,,
0.390365169,,,
0.280548592,,,
0.177507889,,,
0.208608538,,,
0.266073529,,,
0.298121927,,,
0.420764921,,,
0.61722375,,,
0.550360797,,,
0.413929598,,,
0.352878349,,,
0.440086508,,,
0.391189632,,,
0.393754939,,,
0.399769147,,,
0.245706791,,,
0.24261457,,,
0.124258002,,,
0.184943098,,,
0.258012935,,,
0.22340325,,,
0.218465521,,,
0.182282413,,,
0.249930281,,,
0.263174419,,,
0.253552433,,,
0.577932007,,,
0.548408984,,,
0.507390774,,,
0.479291506,,,
0.468993482,,,
0.481704497,,,
0.45132193,,,
0.432130128,,,
0.372983466,,,
0.306499595,,,
0.271000253,,,
0.141425861,,,
0.118608404,,,
0.065562462,,,
0.191268442,,,
0.208600555,,,
0.190624003,,,
0.116987124,,,
0.124893949,,,
0.221124706,,,
0.242577267,,,
0.613141395,,,
0.605000712,,,
0.475638279,,,
0.442109181,,,
0.496659738,,,
0.5253166,,,
0.490774554,,,
0.501134258,,,
0.479870795,,,
0.367193632,,,
0.332283239,,,
0.217999378,,,
0.235688315,,,
0.190444733,,,
0.072186904,,,
0.081635454,,,
0.031725091,,,
0.035405889,,,
0.08439849,,,
0.078288995,,,
0.106993508,,,
0.159059345,,,
0.241211391,,,
0.274635759,,,
0.331125905,,,
0.336824321,,,
0.641774816,,,
0.51499386,,,
0.361494322,,,
0.407646531,,,
0.408829639,,,
0.393914145,,,
0.303097478,,,
0.231099584,,,
0.195465114,,,
0.13061709,,,
0.05576948,,,
0.028327427,,,
0.027136905,,,
0.087702214,,,
0.084213878,,,
0.027281754,,,
0.097301247,,,
0.14540257,,,
0.149485331,,,
0.235791406,,,
0.292925942,,,
0.287297001,,,
0.478225294,,,
0.461165826,,,
0.323772557,,,
0.279404379,,,
0.270553814,,,
0.244272723,,,
0.212863947,,,
0.157583748,,,
0.173599417,,,
0.048591953,,,
0.010256578,,,
0.052228977,,,
0.099450126,,,
0.064728956,,,
0.043463364,,,
0.187210096,,,
0.157759365,,,
0.218748757,,,
0.299005071,,,
0.300451487,,,
0.447772284,,,
0.428107548,,,
0.392039518,,,
0.321762663,,,
0.255988915,,,
0.223117748,,,
0.171512762,,,
0.085152669,,,
0.086224871,,,
0.004288687,,,
0.095240367,,,
0.185355679,,,
0.200437164,,,
0.239429089,,,
0.221219882,,,
0.246744238,,,
0.343777813,,,
0.48334214,,,
0.398585676,,,
0.395481283,,,
0.372119851,,,
0.239815293,,,
0.174303165,,,
0.156763594,,,
0.100624259,,,
0.06847253,,,
0.017951385,,,
0.059962035,,,
0.115519395,,,
0.164129249,,,
0.127775757,,,
0.270048401,,,
0.270858482,,,
0.268276953,,,
0.591867695,,,
0.574502852,,,
0.534090251,,,
0.506142667,,,
0.473575156,,,
0.414231466,,,
0.29776812,,,
0.461934943,,,
0.418271895,,,
0.373960589,,,
0.389098406,,,
0.306680435,,,
0.188348224,,,
0.228238997,,,
0.102589931,,,
0.085191986,,,
0.025652384,,,
0.207047245,,,
0.176792927,,,
0.301061153,,,
0.346876063,,,
0.544044858,,,
0.520231793,,,
0.446044554,,,
0.47503876,,,
0.362390562,,,
0.371789889,,,
0.405242741,,,
0.417670549,,,
0.220630269,,,
0.226694205,,,
0.215259533,,,
0.153663051,,,
0.078860911,,,
0.009615007,,,
0.079643543,,,
0.264089531,,,
0.500726472,,,
0.51862462,,,
0.51266982,,,
0.47831979,,,
0.436380913,,,
0.407066654,,,
0.434026387,,,
0.410789391,,,
0.305403851,,,
0.488542613,,,
0.429222615,,,
0.356791358,,,
0.357193561,,,
0.333804167,,,
0.24277201,,,
0.250222683,,,
0.207058223,,,
0.164900626,,,
0.13404089,,,
0.087122625,,,
0.108213698,,,
0.488994916,,,
0.409785042,,,
0.41054256,,,
0.345770783,,,
0.341924376,,,
0.29497885,,,
0.545988314,,,
0.424723227,,,
0.374612921,,,
0.340677826,,,
0.355813643,,,
0.304163572,,,
0.260442982,,,
0.244811672,,,
0.209089653,,,
0.137431599,,,
0.093506336,,,
0.14850043,,,
0.13017427,,,
0.487975888,,,
0.518783722,,,
0.471782142,,,
0.321563415,,,
0.445725035,,,
0.434791271,,,
0.369133907,,,
0.31911213,,,
0.212321103,,,
0.254631839,,,
0.307229118,,,
0.209190145,,,
0.148928816,,,
0.405234669,,,
0.435224807,,,
0.504721962,,,
0.515127001,,,
0.408880545,,,
0.327954386,,,
0.397285312,,,
0.41896819,,,
0.459543685,,,
0.254271531,,,
0.25379281,,,
0.259207581,,,
0.243341603,,,
0.198721247,,,
0.25544717,,,
0.13952538,,,
0.430948023,,,
0.496852475,,,
0.581547768,,,
0.531348347,,,
0.533378015,,,
0.371165115,,,
0.363629975,,,
0.343580266,,,
0.423588958,,,
0.384640386,,,
0.289492321,,,
0.265642251,,,
0.254347564,,,
0.490539279,,,
0.541106007,,,
0.401758592,,,
0.348253535,,,
0.359940917,,,
0.398744236,,,
0.368668666,,,
0.374276259,,,
0.330850692,,,
0.240932018,,,
0.309644207,,,
0.322881183,,,
0.331632987,,,
0.301523416,,,
0.340834948,,,
0.538865203,,,
0.453789661,,,
0.380840037,,,
0.378947458,,,
0.503711503,,,
0.399665605,,,
0.391038045,,,
0.316526045,,,
0.377805312,,,
0.448185958,,,
0.41139936,,,
0.429860687,,,
0.448240283,,,
0.504374986,,,
0.628594369,,,
0.684770394,,,
0.673102712,,,
