t_coordinates,poi
POINT(43.7392802022043 -79.5130969812322),POINT(43.7392537 -79.5123766)
POINT(43.7392802022043 -79.5130969812322),POINT(43.738927 -79.513231)
POINT(43.7392802022043 -79.5130969812322),POINT(43.7393835 -79.51307)
POINT(43.7392802022043 -79.5130969812322),POINT(43.739383 -79.513203)
POINT(43.7392802022043 -79.5130969812322),POINT(43.73956 -79.512946)
POINT(43.7392802022043 -79.5130969812322),POINT(43.7390828 -79.5132047)
POINT(43.7392802022043 -79.5130969812322),POINT(43.7391007 -79.5130423)
POINT(43.7392802022043 -79.5130969812322),POINT(43.739207 -79.512969)
POINT(43.73936 -79.51312),POINT(43.7393907 -79.5121808)
POINT(43.73936 -79.51312),POINT(43.7392537 -79.5123766)
POINT(43.73936 -79.51312),POINT(43.738927 -79.513231)
POINT(43.73936 -79.51312),POINT(43.7393835 -79.51307)
POINT(43.73936 -79.51312),POINT(43.739383 -79.513203)
POINT(43.73936 -79.51312),POINT(43.73956 -79.512946)
POINT(43.73936 -79.51312),POINT(43.7390828 -79.5132047)
POINT(43.73936 -79.51312),POINT(43.7391007 -79.5130423)
POINT(43.73936 -79.51312),POINT(43.739207 -79.512969)
POINT(43.7394 -79.51293),POINT(43.7393907 -79.5121808)
POINT(43.7394 -79.51293),POINT(43.7392537 -79.5123766)
POINT(43.7394 -79.51293),POINT(43.739485 -79.5120389)
POINT(43.7394 -79.51293),POINT(43.738927 -79.513231)
POINT(43.7394 -79.51293),POINT(43.7393835 -79.51307)
POINT(43.7394 -79.51293),POINT(43.739383 -79.513203)
POINT(43.7394 -79.51293),POINT(43.73956 -79.512946)
POINT(43.7394 -79.51293),POINT(43.7390828 -79.5132047)
POINT(43.7394 -79.51293),POINT(43.7391007 -79.5130423)
POINT(43.7394 -79.51293),POINT(43.739207 -79.512969)
POINT(43.73943 -79.51278),POINT(43.7393907 -79.5121808)
POINT(43.73943 -79.51278),POINT(43.739521 -79.5119059)
POINT(43.73943 -79.51278),POINT(43.7392537 -79.5123766)
POINT(43.73943 -79.51278),POINT(43.739485 -79.5120389)
POINT(43.73943 -79.51278),POINT(43.738927 -79.513231)
POINT(43.73943 -79.51278),POINT(43.7393835 -79.51307)
POINT(43.73943 -79.51278),POINT(43.739383 -79.513203)
POINT(43.73943 -79.51278),POINT(43.73956 -79.512946)
POINT(43.73943 -79.51278),POINT(43.7390828 -79.5132047)
POINT(43.73943 -79.51278),POINT(43.7391007 -79.5130423)
POINT(43.73943 -79.51278),POINT(43.739207 -79.512969)
POINT(43.73945 -79.51268),POINT(43.7393907 -79.5121808)
POINT(43.73945 -79.51268),POINT(43.739521 -79.5119059)
POINT(43.73945 -79.51268),POINT(43.7392537 -79.5123766)
POINT(43.73945 -79.51268),POINT(43.739485 -79.5120389)
POINT(43.73945 -79.51268),POINT(43.738927 -79.513231)
POINT(43.73945 -79.51268),POINT(43.7393835 -79.51307)
POINT(43.73945 -79.51268),POINT(43.739383 -79.513203)
POINT(43.73945 -79.51268),POINT(43.73956 -79.512946)
POINT(43.73945 -79.51268),POINT(43.7390828 -79.5132047)
POINT(43.73945 -79.51268),POINT(43.7391007 -79.5130423)
POINT(43.73945 -79.51268),POINT(43.739207 -79.512969)
POINT(43.73947 -79.51254),POINT(43.7393907 -79.5121808)
POINT(43.73947 -79.51254),POINT(43.739521 -79.5119059)
POINT(43.73947 -79.51254),POINT(43.7392537 -79.5123766)
POINT(43.73947 -79.51254),POINT(43.739485 -79.5120389)
POINT(43.73947 -79.51254),POINT(43.738927 -79.513231)
POINT(43.73947 -79.51254),POINT(43.7393835 -79.51307)
POINT(43.73947 -79.51254),POINT(43.739383 -79.513203)
POINT(43.73947 -79.51254),POINT(43.73956 -79.512946)
POINT(43.73947 -79.51254),POINT(43.7390828 -79.5132047)
POINT(43.73947 -79.51254),POINT(43.7391007 -79.5130423)
POINT(43.73947 -79.51254),POINT(43.739207 -79.512969)
POINT(43.73947 -79.51248),POINT(43.7393907 -79.5121808)
POINT(43.73947 -79.51248),POINT(43.739521 -79.5119059)
POINT(43.73947 -79.51248),POINT(43.7392537 -79.5123766)
POINT(43.73947 -79.51248),POINT(43.739485 -79.5120389)
POINT(43.73947 -79.51248),POINT(43.738927 -79.513231)
POINT(43.73947 -79.51248),POINT(43.7393835 -79.51307)
POINT(43.73947 -79.51248),POINT(43.739383 -79.513203)
POINT(43.73947 -79.51248),POINT(43.73956 -79.512946)
POINT(43.73947 -79.51248),POINT(43.7390828 -79.5132047)
POINT(43.73947 -79.51248),POINT(43.7391007 -79.5130423)
POINT(43.73947 -79.51248),POINT(43.739207 -79.512969)
POINT(43.73949 -79.51222),POINT(43.7393907 -79.5121808)
POINT(43.73949 -79.51222),POINT(43.739521 -79.5119059)
POINT(43.73949 -79.51222),POINT(43.7392537 -79.5123766)
POINT(43.73949 -79.51222),POINT(43.7394978 -79.5112558)
POINT(43.73949 -79.51222),POINT(43.739485 -79.5120389)
POINT(43.73949 -79.51222),POINT(43.7393835 -79.51307)
POINT(43.73949 -79.51222),POINT(43.739383 -79.513203)
POINT(43.73949 -79.51222),POINT(43.73956 -79.512946)
POINT(43.73949 -79.51222),POINT(43.7391007 -79.5130423)
POINT(43.73949 -79.51222),POINT(43.739207 -79.512969)
POINT(43.73949 -79.51213),POINT(43.7393907 -79.5121808)
POINT(43.73949 -79.51213),POINT(43.739521 -79.5119059)
POINT(43.73949 -79.51213),POINT(43.7392537 -79.5123766)
POINT(43.73949 -79.51213),POINT(43.7394978 -79.5112558)
POINT(43.73949 -79.51213),POINT(43.739485 -79.5120389)
POINT(43.73949 -79.51213),POINT(43.7393835 -79.51307)
POINT(43.73949 -79.51213),POINT(43.73956 -79.512946)
POINT(43.73949 -79.51213),POINT(43.7391007 -79.5130423)
POINT(43.73949 -79.51213),POINT(43.739207 -79.512969)
POINT(43.73948 -79.51197),POINT(43.7393907 -79.5121808)
POINT(43.73948 -79.51197),POINT(43.739521 -79.5119059)
POINT(43.73948 -79.51197),POINT(43.7392537 -79.5123766)
POINT(43.73948 -79.51197),POINT(43.7394978 -79.5112558)
POINT(43.73948 -79.51197),POINT(43.739485 -79.5120389)
POINT(43.73948 -79.51197),POINT(43.73956 -79.512946)
POINT(43.73948 -79.51186),POINT(43.7393907 -79.5121808)
POINT(43.73948 -79.51186),POINT(43.739521 -79.5119059)
POINT(43.73948 -79.51186),POINT(43.7392537 -79.5123766)
POINT(43.73948 -79.51186),POINT(43.7394978 -79.5112558)
POINT(43.73948 -79.51186),POINT(43.739485 -79.5120389)
POINT(43.73947 -79.51177),POINT(43.7393907 -79.5121808)
POINT(43.73947 -79.51177),POINT(43.739521 -79.5119059)
POINT(43.73947 -79.51177),POINT(43.7392537 -79.5123766)
POINT(43.73947 -79.51177),POINT(43.7394978 -79.5112558)
POINT(43.73947 -79.51177),POINT(43.739485 -79.5120389)
POINT(43.73946 -79.51172),POINT(43.7393907 -79.5121808)
POINT(43.73946 -79.51172),POINT(43.739521 -79.5119059)
POINT(43.73946 -79.51172),POINT(43.7392537 -79.5123766)
POINT(43.73946 -79.51172),POINT(43.7394978 -79.5112558)
POINT(43.73946 -79.51172),POINT(43.739485 -79.5120389)
POINT(43.73945 -79.5116),POINT(43.7393907 -79.5121808)
POINT(43.73945 -79.5116),POINT(43.739521 -79.5119059)
POINT(43.73945 -79.5116),POINT(43.7392537 -79.5123766)
POINT(43.73945 -79.5116),POINT(43.7394978 -79.5112558)
POINT(43.73945 -79.5116),POINT(43.739485 -79.5120389)
POINT(43.73944 -79.51151),POINT(43.7393907 -79.5121808)
POINT(43.73944 -79.51151),POINT(43.739521 -79.5119059)
POINT(43.73944 -79.51151),POINT(43.7392537 -79.5123766)
POINT(43.73944 -79.51151),POINT(43.7394978 -79.5112558)
POINT(43.73944 -79.51151),POINT(43.739485 -79.5120389)
POINT(43.73943 -79.51143),POINT(43.7393907 -79.5121808)
POINT(43.73943 -79.51143),POINT(43.739521 -79.5119059)
POINT(43.73943 -79.51143),POINT(43.7392537 -79.5123766)
POINT(43.73943 -79.51143),POINT(43.7394978 -79.5112558)
POINT(43.73943 -79.51143),POINT(43.739485 -79.5120389)
POINT(43.73942 -79.51137),POINT(43.7393907 -79.5121808)
POINT(43.73942 -79.51137),POINT(43.739521 -79.5119059)
POINT(43.73942 -79.51137),POINT(43.7394978 -79.5112558)
POINT(43.73942 -79.51137),POINT(43.739485 -79.5120389)
POINT(43.73941 -79.51119),POINT(43.7393907 -79.5121808)
POINT(43.73941 -79.51119),POINT(43.739521 -79.5119059)
POINT(43.73941 -79.51119),POINT(43.7394978 -79.5112558)
POINT(43.73941 -79.51119),POINT(43.739485 -79.5120389)
POINT(43.73941 -79.51119),POINT(43.7398498 -79.5103699)
POINT(43.73941 -79.51107),POINT(43.739521 -79.5119059)
POINT(43.73941 -79.51107),POINT(43.7394978 -79.5112558)
POINT(43.73941 -79.51107),POINT(43.739485 -79.5120389)
POINT(43.73941 -79.51107),POINT(43.7398498 -79.5103699)
POINT(43.73942 -79.51101),POINT(43.739521 -79.5119059)
POINT(43.73942 -79.51101),POINT(43.7394978 -79.5112558)
POINT(43.73942 -79.51101),POINT(43.7398498 -79.5103699)
POINT(43.73942 -79.51092),POINT(43.739521 -79.5119059)
POINT(43.73942 -79.51092),POINT(43.7394978 -79.5112558)
POINT(43.73942 -79.51092),POINT(43.7398498 -79.5103699)
POINT(43.73942 -79.51088),POINT(43.7394978 -79.5112558)
POINT(43.73942 -79.51088),POINT(43.7398498 -79.5103699)
POINT(43.73942 -79.51084),POINT(43.7394978 -79.5112558)
POINT(43.73942 -79.51084),POINT(43.7398498 -79.5103699)
POINT(43.73942 -79.51084),POINT(43.7396002 -79.5098832)
POINT(43.73943 -79.51078),POINT(43.7394978 -79.5112558)
POINT(43.73943 -79.51078),POINT(43.7398498 -79.5103699)
POINT(43.73943 -79.51078),POINT(43.7396002 -79.5098832)
POINT(43.73943 -79.51078),POINT(43.739555 -79.509799)
POINT(43.73944 -79.51068),POINT(43.7394978 -79.5112558)
POINT(43.73944 -79.51068),POINT(43.7398498 -79.5103699)
POINT(43.73944 -79.51068),POINT(43.7396002 -79.5098832)
POINT(43.73944 -79.51068),POINT(43.739555 -79.509799)
POINT(43.73946 -79.51056),POINT(43.7394978 -79.5112558)
POINT(43.73946 -79.51056),POINT(43.7398498 -79.5103699)
POINT(43.73946 -79.51056),POINT(43.7396002 -79.5098832)
POINT(43.73946 -79.51056),POINT(43.739555 -79.509799)
POINT(43.73946 -79.51056),POINT(43.739684 -79.5096585)
POINT(43.73948 -79.51043),POINT(43.7394978 -79.5112558)
POINT(43.73948 -79.51043),POINT(43.7398498 -79.5103699)
POINT(43.73948 -79.51043),POINT(43.7396002 -79.5098832)
POINT(43.73948 -79.51043),POINT(43.739555 -79.509799)
POINT(43.73948 -79.51043),POINT(43.739684 -79.5096585)
POINT(43.73951 -79.51029),POINT(43.7394978 -79.5112558)
POINT(43.73951 -79.51029),POINT(43.7398498 -79.5103699)
POINT(43.73951 -79.51029),POINT(43.7396002 -79.5098832)
POINT(43.73951 -79.51029),POINT(43.739555 -79.509799)
POINT(43.73951 -79.51029),POINT(43.739684 -79.5096585)
POINT(43.73957 -79.51),POINT(43.7398498 -79.5103699)
POINT(43.73957 -79.51),POINT(43.7396002 -79.5098832)
POINT(43.73957 -79.51),POINT(43.739555 -79.509799)
POINT(43.73957 -79.51),POINT(43.739684 -79.5096585)
POINT(43.73963 -79.50977),POINT(43.7398498 -79.5103699)
POINT(43.73963 -79.50977),POINT(43.7396002 -79.5098832)
POINT(43.73963 -79.50977),POINT(43.739555 -79.509799)
POINT(43.73963 -79.50977),POINT(43.739684 -79.5096585)
POINT(43.73965 -79.50965),POINT(43.7398498 -79.5103699)
POINT(43.73965 -79.50965),POINT(43.7396002 -79.5098832)
POINT(43.73965 -79.50965),POINT(43.739555 -79.509799)
POINT(43.73965 -79.50965),POINT(43.739684 -79.5096585)
POINT(43.73969 -79.50948),POINT(43.7398498 -79.5103699)
POINT(43.73969 -79.50948),POINT(43.7396002 -79.5098832)
POINT(43.73969 -79.50948),POINT(43.739555 -79.509799)
POINT(43.73969 -79.50948),POINT(43.739684 -79.5096585)
POINT(43.73973 -79.50929),POINT(43.7396002 -79.5098832)
POINT(43.73973 -79.50929),POINT(43.739555 -79.509799)
POINT(43.73973 -79.50929),POINT(43.739684 -79.5096585)
POINT(43.73976 -79.50917),POINT(43.7396002 -79.5098832)
POINT(43.73976 -79.50917),POINT(43.739555 -79.509799)
POINT(43.73976 -79.50917),POINT(43.739684 -79.5096585)
POINT(43.74028 -79.50305),POINT(43.7397289 -79.5038337)
POINT(43.74013 -79.50299),POINT(43.7397289 -79.5038337)
POINT(43.74007 -79.50296),POINT(43.7397289 -79.5038337)
POINT(43.74003 -79.50294),POINT(43.7397289 -79.5038337)
POINT(43.73993 -79.50291),POINT(43.7397289 -79.5038337)
POINT(43.73989 -79.50313),POINT(43.7397289 -79.5038337)
POINT(43.73975 -79.50372),POINT(43.7397289 -79.5038337)
POINT(43.73974 -79.5038),POINT(43.7397289 -79.5038337)
POINT(43.72793 -79.48359),POINT(43.7275406 -79.4828571)
POINT(43.72793 -79.48359),POINT(43.7275214 -79.4827801)
POINT(43.72793 -79.48359),POINT(43.7282608 -79.4838721)
POINT(43.72793 -79.48359),POINT(43.7275406 -79.4828571)
POINT(43.72793 -79.48359),POINT(43.7283603 -79.4834012)
POINT(43.72793 -79.48359),POINT(43.7275406 -79.4828571)
POINT(43.72793 -79.48359),POINT(43.7281388 -79.4826452)
POINT(43.72793 -79.48359),POINT(43.7281253 -79.4826777)
POINT(43.72793 -79.48359),POINT(43.727437 -79.4841699)
POINT(43.72829 -79.48375),POINT(43.7282608 -79.4838721)
POINT(43.72829 -79.48375),POINT(43.7283603 -79.4834012)
POINT(43.72829 -79.48375),POINT(43.727437 -79.4841699)
POINT(43.7284099431832 -79.4831502855956),POINT(43.7275406 -79.4828571)
POINT(43.7284099431832 -79.4831502855956),POINT(43.7275214 -79.4827801)
POINT(43.7284099431832 -79.4831502855956),POINT(43.7280451 -79.4824204)
POINT(43.7284099431832 -79.4831502855956),POINT(43.7282608 -79.4838721)
POINT(43.7284099431832 -79.4831502855956),POINT(43.7275406 -79.4828571)
POINT(43.7284099431832 -79.4831502855956),POINT(43.7283603 -79.4834012)
POINT(43.7284099431832 -79.4831502855956),POINT(43.7275406 -79.4828571)
POINT(43.7284099431832 -79.4831502855956),POINT(43.7281388 -79.4826452)
POINT(43.7284099431832 -79.4831502855956),POINT(43.7281253 -79.4826777)
POINT(43.72843 -79.48305),POINT(43.7275406 -79.4828571)
POINT(43.72843 -79.48305),POINT(43.7275214 -79.4827801)
POINT(43.72843 -79.48305),POINT(43.7280451 -79.4824204)
POINT(43.72843 -79.48305),POINT(43.7282608 -79.4838721)
POINT(43.72843 -79.48305),POINT(43.7275406 -79.4828571)
POINT(43.72843 -79.48305),POINT(43.7283603 -79.4834012)
POINT(43.72843 -79.48305),POINT(43.7275406 -79.4828571)
POINT(43.72843 -79.48305),POINT(43.7281388 -79.4826452)
POINT(43.72843 -79.48305),POINT(43.7281253 -79.4826777)
POINT(43.72855 -79.48253),POINT(43.7294674 -79.4822292)
POINT(43.72855 -79.48253),POINT(43.7280451 -79.4824204)
POINT(43.72855 -79.48253),POINT(43.7283603 -79.4834012)
POINT(43.72855 -79.48253),POINT(43.7281388 -79.4826452)
POINT(43.72855 -79.48253),POINT(43.7281253 -79.4826777)
POINT(43.72857 -79.4824),POINT(43.7294674 -79.4822292)
POINT(43.72857 -79.4824),POINT(43.7280451 -79.4824204)
POINT(43.72857 -79.4824),POINT(43.7281388 -79.4826452)
POINT(43.72857 -79.4824),POINT(43.7281253 -79.4826777)
POINT(43.72863 -79.48242),POINT(43.729559 -79.482725)
POINT(43.72863 -79.48242),POINT(43.7294674 -79.4822292)
POINT(43.72863 -79.48242),POINT(43.7280451 -79.4824204)
POINT(43.72863 -79.48242),POINT(43.7281388 -79.4826452)
POINT(43.72863 -79.48242),POINT(43.7281253 -79.4826777)
POINT(43.72863 -79.48242),POINT(43.7295648 -79.4827136)
POINT(43.72875 -79.48245),POINT(43.729559 -79.482725)
POINT(43.72875 -79.48245),POINT(43.7294674 -79.4822292)
POINT(43.72875 -79.48245),POINT(43.7280451 -79.4824204)
POINT(43.72875 -79.48245),POINT(43.7281388 -79.4826452)
POINT(43.72875 -79.48245),POINT(43.7281253 -79.4826777)
POINT(43.72875 -79.48245),POINT(43.7295648 -79.4827136)
POINT(43.72885 -79.48248),POINT(43.729559 -79.482725)
POINT(43.72885 -79.48248),POINT(43.7294674 -79.4822292)
POINT(43.72885 -79.48248),POINT(43.7280451 -79.4824204)
POINT(43.72885 -79.48248),POINT(43.7281388 -79.4826452)
POINT(43.72885 -79.48248),POINT(43.7281253 -79.4826777)
POINT(43.72885 -79.48248),POINT(43.7295648 -79.4827136)
POINT(43.72909 -79.48254),POINT(43.729559 -79.482725)
POINT(43.72909 -79.48254),POINT(43.7294674 -79.4822292)
POINT(43.72909 -79.48254),POINT(43.7281388 -79.4826452)
POINT(43.72909 -79.48254),POINT(43.7281253 -79.4826777)
POINT(43.72909 -79.48254),POINT(43.7295648 -79.4827136)
POINT(43.72915 -79.48261),POINT(43.729559 -79.482725)
POINT(43.72915 -79.48261),POINT(43.7294674 -79.4822292)
POINT(43.72915 -79.48261),POINT(43.7295648 -79.4827136)
POINT(43.72945 -79.48269),POINT(43.729559 -79.482725)
POINT(43.72945 -79.48269),POINT(43.7294674 -79.4822292)
POINT(43.72945 -79.48269),POINT(43.7295648 -79.4827136)
POINT(43.72968 -79.48274),POINT(43.729559 -79.482725)
POINT(43.72968 -79.48274),POINT(43.7294674 -79.4822292)
POINT(43.72968 -79.48274),POINT(43.730468 -79.483072)
POINT(43.72968 -79.48274),POINT(43.7305405 -79.4829545)
POINT(43.72968 -79.48274),POINT(43.7295648 -79.4827136)
POINT(43.7299 -79.4828),POINT(43.729559 -79.482725)
POINT(43.7299 -79.4828),POINT(43.7294674 -79.4822292)
POINT(43.7299 -79.4828),POINT(43.7305073 -79.4834393)
POINT(43.7299 -79.4828),POINT(43.7304919 -79.4833247)
POINT(43.7299 -79.4828),POINT(43.730468 -79.483072)
POINT(43.7299 -79.4828),POINT(43.7305405 -79.4829545)
POINT(43.7299 -79.4828),POINT(43.7295648 -79.4827136)
POINT(43.73034 -79.4829),POINT(43.729559 -79.482725)
POINT(43.73034 -79.4829),POINT(43.731082 -79.482646)
POINT(43.73034 -79.4829),POINT(43.7305073 -79.4834393)
POINT(43.73034 -79.4829),POINT(43.7304919 -79.4833247)
POINT(43.73034 -79.4829),POINT(43.7310824 -79.4826468)
POINT(43.73034 -79.4829),POINT(43.730468 -79.483072)
POINT(43.73034 -79.4829),POINT(43.7305201 -79.4819964)
POINT(43.73034 -79.4829),POINT(43.7305405 -79.4829545)
POINT(43.73034 -79.4829),POINT(43.731068 -79.482948)
POINT(43.73034 -79.4829),POINT(43.7295648 -79.4827136)
POINT(43.73074 -79.483),POINT(43.731082 -79.482646)
POINT(43.73074 -79.483),POINT(43.7305073 -79.4834393)
POINT(43.73074 -79.483),POINT(43.7312289 -79.4834113)
POINT(43.73074 -79.483),POINT(43.7312289 -79.4834113)
POINT(43.73074 -79.483),POINT(43.7312289 -79.4834113)
POINT(43.73074 -79.483),POINT(43.7312289 -79.4834113)
POINT(43.73074 -79.483),POINT(43.7312289 -79.4834113)
POINT(43.73074 -79.483),POINT(43.731229 -79.483411)
POINT(43.73074 -79.483),POINT(43.7312289 -79.4834113)
POINT(43.73074 -79.483),POINT(43.7312289 -79.4834113)
POINT(43.73074 -79.483),POINT(43.7312289 -79.4834113)
POINT(43.73074 -79.483),POINT(43.7304919 -79.4833247)
POINT(43.73074 -79.483),POINT(43.7310824 -79.4826468)
POINT(43.73074 -79.483),POINT(43.730468 -79.483072)
POINT(43.73074 -79.483),POINT(43.7305405 -79.4829545)
POINT(43.73074 -79.483),POINT(43.7312289 -79.4834113)
POINT(43.73074 -79.483),POINT(43.731068 -79.482948)
POINT(43.73116 -79.48311),POINT(43.731082 -79.482646)
POINT(43.73116 -79.48311),POINT(43.7305073 -79.4834393)
POINT(43.73116 -79.48311),POINT(43.7312289 -79.4834113)
POINT(43.73116 -79.48311),POINT(43.7312289 -79.4834113)
POINT(43.73116 -79.48311),POINT(43.7312289 -79.4834113)
POINT(43.73116 -79.48311),POINT(43.7312289 -79.4834113)
POINT(43.73116 -79.48311),POINT(43.7312289 -79.4834113)
POINT(43.73116 -79.48311),POINT(43.731229 -79.483411)
POINT(43.73116 -79.48311),POINT(43.7312289 -79.4834113)
POINT(43.73116 -79.48311),POINT(43.7312289 -79.4834113)
POINT(43.73116 -79.48311),POINT(43.7312289 -79.4834113)
POINT(43.73116 -79.48311),POINT(43.7304919 -79.4833247)
POINT(43.73116 -79.48311),POINT(43.7310824 -79.4826468)
POINT(43.73116 -79.48311),POINT(43.730468 -79.483072)
POINT(43.73116 -79.48311),POINT(43.7305405 -79.4829545)
POINT(43.73116 -79.48311),POINT(43.7312289 -79.4834113)
POINT(43.73116 -79.48311),POINT(43.731068 -79.482948)
POINT(43.731037374925 -79.4837087023162),POINT(43.7305073 -79.4834393)
POINT(43.731037374925 -79.4837087023162),POINT(43.7312289 -79.4834113)
POINT(43.731037374925 -79.4837087023162),POINT(43.7312289 -79.4834113)
POINT(43.731037374925 -79.4837087023162),POINT(43.7312289 -79.4834113)
POINT(43.731037374925 -79.4837087023162),POINT(43.7312289 -79.4834113)
POINT(43.731037374925 -79.4837087023162),POINT(43.7312289 -79.4834113)
POINT(43.731037374925 -79.4837087023162),POINT(43.731229 -79.483411)
POINT(43.731037374925 -79.4837087023162),POINT(43.7312289 -79.4834113)
POINT(43.731037374925 -79.4837087023162),POINT(43.7312289 -79.4834113)
POINT(43.731037374925 -79.4837087023162),POINT(43.7312289 -79.4834113)
POINT(43.731037374925 -79.4837087023162),POINT(43.7304919 -79.4833247)
POINT(43.731037374925 -79.4837087023162),POINT(43.730468 -79.483072)
POINT(43.731037374925 -79.4837087023162),POINT(43.7305405 -79.4829545)
POINT(43.731037374925 -79.4837087023162),POINT(43.7312289 -79.4834113)
POINT(43.731037374925 -79.4837087023162),POINT(43.731068 -79.482948)
POINT(43.73099 -79.48394),POINT(43.7305073 -79.4834393)
POINT(43.73099 -79.48394),POINT(43.7312289 -79.4834113)
POINT(43.73099 -79.48394),POINT(43.7312289 -79.4834113)
POINT(43.73099 -79.48394),POINT(43.7312289 -79.4834113)
POINT(43.73099 -79.48394),POINT(43.7312289 -79.4834113)
POINT(43.73099 -79.48394),POINT(43.7312289 -79.4834113)
POINT(43.73099 -79.48394),POINT(43.731229 -79.483411)
POINT(43.73099 -79.48394),POINT(43.7312289 -79.4834113)
POINT(43.73099 -79.48394),POINT(43.7312289 -79.4834113)
POINT(43.73099 -79.48394),POINT(43.7312289 -79.4834113)
POINT(43.73099 -79.48394),POINT(43.7304919 -79.4833247)
POINT(43.73099 -79.48394),POINT(43.7312289 -79.4834113)
POINT(43.73099 -79.48394),POINT(43.731068 -79.482948)
POINT(43.73112 -79.48399),POINT(43.7305073 -79.4834393)
POINT(43.73112 -79.48399),POINT(43.7312289 -79.4834113)
POINT(43.73112 -79.48399),POINT(43.7312289 -79.4834113)
POINT(43.73112 -79.48399),POINT(43.7312289 -79.4834113)
POINT(43.73112 -79.48399),POINT(43.7312289 -79.4834113)
POINT(43.73112 -79.48399),POINT(43.7312289 -79.4834113)
POINT(43.73112 -79.48399),POINT(43.731229 -79.483411)
POINT(43.73112 -79.48399),POINT(43.7312289 -79.4834113)
POINT(43.73112 -79.48399),POINT(43.7312289 -79.4834113)
POINT(43.73112 -79.48399),POINT(43.7312289 -79.4834113)
POINT(43.73112 -79.48399),POINT(43.7304919 -79.4833247)
POINT(43.73112 -79.48399),POINT(43.7312289 -79.4834113)
POINT(43.7314 -79.48408),POINT(43.7323056 -79.4836774)
POINT(43.7314 -79.48408),POINT(43.7312289 -79.4834113)
POINT(43.7314 -79.48408),POINT(43.732306 -79.483677)
