grid_id,name,coordinates
70,C4:5,"POLYGON((40.738724857142856, -73.853843)(40.738724857142856, -73.8475962)(40.73108757142857, -73.8475962)(40.73108757142857, -73.853843)(40.738724857142856, -73.853843))"
70,C4:6,"POLYGON((40.738724857142856, -73.8475962)(40.738724857142856, -73.8413494)(40.73108757142857, -73.8413494)(40.73108757142857, -73.8475962)(40.738724857142856, -73.8475962))"
70,C4:7,"POLYGON((40.738724857142856, -73.8413494)(40.738724857142856, -73.8351026)(40.73108757142857, -73.8351026)(40.73108757142857, -73.8413494)(40.738724857142856, -73.8413494))"
70,C4:8,"POLYGON((40.738724857142856, -73.8351026)(40.738724857142856, -73.8288558)(40.73108757142857, -73.8288558)(40.73108757142857, -73.8351026)(40.738724857142856, -73.8351026))"
70,C4:9,"POLYGON((40.738724857142856, -73.8288558)(40.738724857142856, -73.822609)(40.73108757142857, -73.822609)(40.73108757142857, -73.8288558)(40.738724857142856, -73.8288558))"
70,C5:0,"POLYGON((40.73108757142857, -73.885077)(40.73108757142857, -73.8788302)(40.723450285714286, -73.8788302)(40.723450285714286, -73.885077)(40.73108757142857, -73.885077))"
70,C5:1,"POLYGON((40.73108757142857, -73.8788302)(40.73108757142857, -73.8725834)(40.723450285714286, -73.8725834)(40.723450285714286, -73.8788302)(40.73108757142857, -73.8788302))"
70,C5:2,"POLYGON((40.73108757142857, -73.8725834)(40.73108757142857, -73.8663366)(40.723450285714286, -73.8663366)(40.723450285714286, -73.8725834)(40.73108757142857, -73.8725834))"
70,C5:3,"POLYGON((40.73108757142857, -73.8663366)(40.73108757142857, -73.8600898)(40.723450285714286, -73.8600898)(40.723450285714286, -73.8663366)(40.73108757142857, -73.8663366))"
70,C5:4,"POLYGON((40.73108757142857, -73.8600898)(40.73108757142857, -73.853843)(40.723450285714286, -73.853843)(40.723450285714286, -73.8600898)(40.73108757142857, -73.8600898))"
70,C5:5,"POLYGON((40.73108757142857, -73.853843)(40.73108757142857, -73.8475962)(40.723450285714286, -73.8475962)(40.723450285714286, -73.853843)(40.73108757142857, -73.853843))"
70,C5:6,"POLYGON((40.73108757142857, -73.8475962)(40.73108757142857, -73.8413494)(40.723450285714286, -73.8413494)(40.723450285714286, -73.8475962)(40.73108757142857, -73.8475962))"
70,C5:7,"POLYGON((40.73108757142857, -73.8413494)(40.73108757142857, -73.8351026)(40.723450285714286, -73.8351026)(40.723450285714286, -73.8413494)(40.73108757142857, -73.8413494))"
70,C5:8,"POLYGON((40.73108757142857, -73.8351026)(40.73108757142857, -73.8288558)(40.723450285714286, -73.8288558)(40.723450285714286, -73.8351026)(40.73108757142857, -73.8351026))"
70,C5:9,"POLYGON((40.73108757142857, -73.8288558)(40.73108757142857, -73.822609)(40.723450285714286, -73.822609)(40.723450285714286, -73.8288558)(40.73108757142857, -73.8288558))"
70,C6:0,"POLYGON((40.723450285714286, -73.885077)(40.723450285714286, -73.8788302)(40.715813, -73.8788302)(40.715813, -73.885077)(40.723450285714286, -73.885077))"
70,C6:1,"POLYGON((40.723450285714286, -73.8788302)(40.723450285714286, -73.8725834)(40.715813, -73.8725834)(40.715813, -73.8788302)(40.723450285714286, -73.8788302))"
70,C6:2,"POLYGON((40.723450285714286, -73.8725834)(40.723450285714286, -73.8663366)(40.715813, -73.8663366)(40.715813, -73.8725834)(40.723450285714286, -73.8725834))"
70,C6:3,"POLYGON((40.723450285714286, -73.8663366)(40.723450285714286, -73.8600898)(40.715813, -73.8600898)(40.715813, -73.8663366)(40.723450285714286, -73.8663366))"
70,C6:4,"POLYGON((40.723450285714286, -73.8600898)(40.723450285714286, -73.853843)(40.715813, -73.853843)(40.715813, -73.8600898)(40.723450285714286, -73.8600898))"
70,C6:5,"POLYGON((40.723450285714286, -73.853843)(40.723450285714286, -73.8475962)(40.715813, -73.8475962)(40.715813, -73.853843)(40.723450285714286, -73.853843))"
70,C6:6,"POLYGON((40.723450285714286, -73.8475962)(40.723450285714286, -73.8413494)(40.715813, -73.8413494)(40.715813, -73.8475962)(40.723450285714286, -73.8475962))"
70,C6:7,"POLYGON((40.723450285714286, -73.8413494)(40.723450285714286, -73.8351026)(40.715813, -73.8351026)(40.715813, -73.8413494)(40.723450285714286, -73.8413494))"
70,C6:8,"POLYGON((40.723450285714286, -73.8351026)(40.723450285714286, -73.8288558)(40.715813, -73.8288558)(40.715813, -73.8351026)(40.723450285714286, -73.8351026))"
70,C6:9,"POLYGON((40.723450285714286, -73.8288558)(40.723450285714286, -73.822609)(40.715813, -73.822609)(40.715813, -73.8288558)(40.723450285714286, -73.8288558))"
