id,obj_id,distance,time,trajectory
0,89,3.6 km,7 mins,"LINESTRING(43.73263 -79.49168,43.73276740109651 -79.4910874590805,43.73279 -79.49099,43.73285 -79.49069,43.73298277358376 -79.49009543975085,43.7331155471675 -79.4895008781835,43.73324832075124 -79.48890631529798,43.73338109433497 -79.48831175109427,43.7335138679187 -79.48771718557236,43.73354 -79.4876,43.7336 -79.48732,43.73365 -79.48714,43.73378459168657 -79.48654621528239,43.73382 -79.48639,43.73385 -79.48626,43.73389 -79.48605,43.734020293140816 -79.485454379331,43.7341 -79.48509,43.73423545408395 -79.48449658654813,43.73431 -79.48417,43.73433 -79.48407,43.73436 -79.48388,43.73436 -79.48388,43.73465 -79.48394,43.73505 -79.48404,43.73549319410207 -79.48414516444058,43.73564 -79.48418,43.73608222312795 -79.48429272341266,43.73615 -79.48431,43.73625 -79.48433,43.73628 -79.48431,43.7363 -79.4843,43.73631 -79.48429,43.73633 -79.48429,43.73657 -79.48435,43.73693 -79.48444,43.73701 -79.48446,43.73721 -79.4845,43.73745 -79.48457,43.7378930959812 -79.48467595770427,43.73791 -79.48468,43.73831 -79.48477,43.73855 -79.48483,43.73899319484177 -79.48493516461608,43.73914 -79.48497,43.7393 -79.48502,43.73957 -79.48507,43.73995 -79.48517,43.74027 -79.48524,43.74062 -79.48533,43.74102 -79.48543,43.7411 -79.48545,43.74154320477654 -79.48555508885411,43.741986409553085 -79.4856601784862,43.74207 -79.48568,43.74238 -79.48576,43.74255 -79.4858,43.74288 -79.48588,43.743323652735974 -79.48598140589951,43.74358 -79.48604,43.744024086796685 -79.48613769900287,43.74408 -79.48615,43.74417 -79.48617,43.74422 -79.4862,43.744663245237376 -79.48630476686654,43.74477 -79.48633,43.74477 -79.48633,43.74487 -79.48634,43.74485 -79.48646,43.7448 -79.48675,43.74476 -79.48697,43.74472 -79.48724,43.74472 -79.48726,43.74471 -79.48731,43.74469 -79.48741,43.74465 -79.48759,43.74457 -79.48795,43.74452 -79.48816,43.74442 -79.48857,43.74434 -79.48892,43.74432 -79.48904,43.74429 -79.48914,43.74421 -79.48952,43.7441 -79.49002,43.74403 -79.49035,43.74397 -79.49061,43.74389 -79.49098,43.74375564629288 -79.4915739881787,43.7437 -79.49182,43.74361 -79.49225,43.74354 -79.49256,43.7435 -79.49274,43.74346 -79.49293,43.743324175324354 -79.49352334258344,43.74327 -79.49376,43.74316 -79.49425,43.74314 -79.49436,43.743005062246716 -79.49495372701855,43.74299 -79.49502,43.74293 -79.4953,43.74285 -79.49564,43.74281 -79.49584,43.74279 -79.49594,43.74267 -79.49647,43.74267 -79.49647,43.74259 -79.49642,43.74252 -79.49639,43.74236 -79.49634,43.74215 -79.49628,43.74201 -79.49626,43.74184 -79.49622,43.74169 -79.49621,43.74146 -79.49618,43.74138 -79.49616,43.74128 -79.49614,43.7411 -79.49606,43.74099 -79.49602,43.74088 -79.49596,43.74073 -79.4959,43.7406 -79.49584,43.74051 -79.49577,43.7404 -79.49567,43.74031 -79.49557,43.74018 -79.49541,43.74005 -79.49525,43.73973 -79.49485,43.73962 -79.49473,43.7395 -79.49458,43.73942 -79.49451,43.73936 -79.49445,43.73929 -79.49438,43.7391 -79.49423,43.73886 -79.49408,43.73876 -79.49402,43.73859 -79.49395,43.73846 -79.49391,43.73828 -79.49386,43.73821 -79.49384,43.73815 -79.49383,43.73803 -79.49383,43.73786 -79.49386,43.7377 -79.49391,43.73747 -79.49401,43.73731 -79.49407,43.7371 -79.49417,43.73703 -79.49423,43.73694 -79.49431,43.73687 -79.49441,43.73661 -79.49471,43.73645 -79.49492,43.73636 -79.49507,43.7362 -79.49536,43.73608 -79.49561,43.73602 -79.49573,43.73596 -79.49583,43.7359 -79.49592,43.73582 -79.49601,43.73567 -79.49618,43.73567 -79.49618,43.73559 -79.49622,43.73553 -79.49623,43.73549 -79.49625)"
1,74,0.8 km,2 mins,"LINESTRING(43.73913 -79.5017,43.73913 -79.50172,43.73912 -79.50173,43.73911 -79.50176,43.73908 -79.5018,43.73903 -79.50186,43.7389027827183 -79.50245694281672,43.7389 -79.50247,43.7389 -79.50247,43.73897 -79.5025,43.73915 -79.50258,43.7395800201389 -79.50276193131104,43.73967 -79.5028,43.73983 -79.50287,43.73993 -79.50291,43.74003 -79.50294,43.74007 -79.50296,43.74013 -79.50299,43.74028 -79.50305,43.74048 -79.50313,43.74071 -79.50323,43.74095 -79.50333,43.74105 -79.50337,43.74105 -79.50337,43.74113 -79.5034,43.74099436540645 -79.50399340279456,43.74097 -79.5041,43.74086 -79.50459,43.74074 -79.50515,43.74066 -79.50548,43.74052701040644 -79.50607454399697,43.74049 -79.50624,43.74036650943322 -79.50683845474899,43.74036 -79.50687,43.74033 -79.507,43.74032 -79.50706,43.74025 -79.50734,43.74016 -79.50776,43.74008 -79.50811,43.74003 -79.50833,43.73995 -79.50866,43.73984 -79.5092)"
2,50,3.9 km,9 mins,"LINESTRING(43.72844 -79.5059,43.72844 -79.50594,43.72844 -79.50598,43.72843 -79.50609,43.72830177327763 -79.506686423337,43.72817354655526 -79.5072828453972,43.7280453198329 -79.50787926618061,43.728 -79.50809,43.728 -79.50809,43.72844291622142 -79.5081973708317,43.728885832442835 -79.50830474245738,43.72932874866425 -79.50841211487706,43.729771664885654 -79.50851948809076,43.72998 -79.50857,43.73006 -79.5086,43.73006 -79.5086,43.73019096711563 -79.50800470058739,43.73028 -79.5076,43.7304171436462 -79.50700736811315,43.730554287292385 -79.50641473486928,43.73069143093856 -79.50582210026838,43.730828574584734 -79.50522946431043,43.73084 -79.50518,43.73097070233511 -79.50458458139666,43.73102 -79.50436,43.73114 -79.50385,43.73128 -79.50327,43.73133 -79.50301,43.73139 -79.50278,43.73142 -79.50265,43.73145 -79.5025,43.73149 -79.50233,43.73152 -79.50223,43.73153 -79.50216,43.73156 -79.5021,43.73159 -79.50202,43.73163 -79.50192,43.73169 -79.50179,43.73185 -79.50143,43.73194 -79.50121,43.73204 -79.501,43.73206 -79.50094,43.73208 -79.5009,43.73209 -79.50086,43.73209 -79.50083,43.7321 -79.50079,43.73211 -79.50065,43.73214 -79.50035,43.73220337228451 -79.49973391137313,43.73226674456901 -79.49911782209433,43.73232 -79.4986,43.73232 -79.49857,43.73235 -79.49827,43.73238 -79.49798,43.73239 -79.4979,43.73239 -79.49782,43.73239 -79.49776,43.73239 -79.49772,43.73238 -79.49765,43.73236 -79.49754,43.73233 -79.49737,43.7323 -79.49722,43.73227 -79.49707,43.73223 -79.49686,43.73221 -79.49671,43.73217 -79.49652,43.73214 -79.49639,43.73211 -79.4962,43.73208 -79.49608,43.73207 -79.49601,43.73205 -79.49595,43.73202 -79.4959,43.732 -79.49587,43.73197 -79.49583,43.73194 -79.4958,43.7319 -79.49577,43.73186 -79.49575,43.73174 -79.49569,43.73174 -79.49569,43.731872446838224 -79.49509531120867,43.73200489367644 -79.49450062110218,43.732137340514655 -79.49390592968051,43.73225 -79.4934,43.73238318568231 -79.49280562226471,43.73251637136462 -79.49221124320759,43.73264955704691 -79.49161686282864,43.7327827427292 -79.49102248112783,43.73279 -79.49099,43.73285 -79.49069,43.73298277358376 -79.49009543975085,43.7331155471675 -79.4895008781835,43.73324832075124 -79.48890631529798,43.73338109433497 -79.48831175109427,43.7335138679187 -79.48771718557236,43.73354 -79.4876,43.7336 -79.48732,43.73365 -79.48714,43.73378459168657 -79.48654621528239,43.73382 -79.48639,43.73385 -79.48626,43.73389 -79.48605,43.734020293140816 -79.485454379331,43.7341 -79.48509,43.73423545408395 -79.48449658654813,43.73431 -79.48417,43.73433 -79.48407,43.73436 -79.48388,43.73436 -79.48388,43.73407 -79.48381,43.73395 -79.48378,43.73358 -79.4837,43.73314 -79.48358,43.73289 -79.48352,43.73271 -79.48348,43.7322668827902 -79.48337422164974,43.73182376558041 -79.48326844408211,43.731380648370624 -79.48316266729711,43.73116 -79.48311,43.73074 -79.483,43.73034 -79.4829,43.7299 -79.4828,43.72968 -79.48274,43.72945 -79.48269,43.72915 -79.48261,43.72906 -79.48265,43.72884 -79.4826,43.72874 -79.48258,43.72864 -79.48255,43.72855 -79.48253,43.72855 -79.48253,43.72843 -79.48305,43.728310057341105 -79.48364971480608,43.72829 -79.48375,43.72824 -79.48399,43.72813 -79.48447,43.72799647763325 -79.48506419084299,43.7278629552665 -79.48565838036143,43.72773 -79.48625,43.72759576926836 -79.48684388115838,43.72746153853672 -79.48743776098591,43.7274 -79.48771,43.72733 -79.48802,43.72727 -79.48828,43.72713861604807 -79.48887509445623,43.7271 -79.48905,43.726965422869874 -79.48964372476836,43.72693 -79.4898,43.72689 -79.48997,43.72687 -79.49003,43.72684 -79.49007,43.72682 -79.49011,43.72679 -79.49015,43.72677 -79.49018,43.72671 -79.49023,43.72652 -79.49037)"
3,99,2.2 km,5 mins,"LINESTRING(43.73867 -79.50561,43.73857 -79.50557,43.73831 -79.50546,43.73831 -79.50546,43.7381793721107 -79.50605552287334,43.73804874422141 -79.50665104444748,43.73797 -79.50701,43.73783722748334 -79.50760461022477,43.73770445496669 -79.50819921913107,43.737571682450046 -79.50879382671889,43.73751 -79.50907,43.73751 -79.50907,43.73716 -79.50898,43.73698 -79.50893,43.7368 -79.50888,43.73674 -79.50886,43.73668 -79.50884,43.73659 -79.50882,43.73635 -79.50876,43.73590870897914 -79.5086404836031,43.73587 -79.50863,43.73556 -79.50855,43.73544 -79.50852,43.73534 -79.50849,43.73534 -79.50849,43.73532 -79.50859,43.7351884515967 -79.50918510486409,43.73511 -79.50954,43.734975286597965 -79.5101337449889,43.73484057319595 -79.51072748864212,43.73484 -79.51073,43.734711091146906 -79.5113262054835,43.73468 -79.51147,43.73459 -79.51185,43.73459 -79.51185,43.73457 -79.51196,43.73438 -79.51192,43.73411 -79.51185,43.73401 -79.51182,43.73377 -79.51176,43.73357 -79.51171,43.73328 -79.51165,43.732836634370635 -79.5115462335293,43.73281 -79.51154,43.73258 -79.51149,43.73215 -79.5114,43.73178 -79.51131,43.73167 -79.51129,43.73139 -79.51122,43.73118 -79.51117,43.73084 -79.51109,43.7303950865488 -79.51099981439188,43.7301 -79.51094,43.72993 -79.5109,43.72978 -79.51087,43.72947 -79.5108,43.72929 -79.51076,43.72929 -79.51076,43.72927 -79.51086,43.72926 -79.51092,43.72922 -79.51127,43.72918 -79.51153,43.72917 -79.51165,43.72916 -79.51171,43.72915 -79.51177,43.72914 -79.51184,43.72912 -79.51192,43.72900005675773 -79.51251972149132,43.72893 -79.51287,43.72893 -79.51287,43.72849696193083 -79.51270237181662,43.72831 -79.51263,43.72828 -79.51262,43.72825 -79.5126,43.72822 -79.51258,43.72821 -79.51256,43.72819 -79.51254,43.72818 -79.51252,43.72818 -79.5125,43.72818 -79.51247,43.72818 -79.51244,43.72818 -79.51241,43.72819 -79.51238,43.72827207215527 -79.5117681938122,43.7283 -79.51156,43.72831 -79.51149,43.72831 -79.51144,43.72831 -79.5114,43.7283 -79.51137,43.72829 -79.51135,43.72828 -79.51133,43.72827 -79.51132,43.72825 -79.51131,43.72822 -79.5113,43.72821 -79.51129,43.72818 -79.51129,43.72773820523593 -79.51117411907488,43.72757 -79.51113,43.72753 -79.51112,43.72708772593597 -79.51100767607024,43.7269 -79.51096,43.72686 -79.51095,43.72684 -79.51094,43.72682 -79.51094,43.7268 -79.51095,43.72678 -79.51095,43.72676 -79.51096,43.72674 -79.51098,43.72673 -79.51099,43.72672 -79.511,43.72671 -79.51103,43.7267 -79.51105,43.7267 -79.5111,43.726614271120226 -79.51171082906465,43.72654 -79.51224,43.72654 -79.51224,43.72698340168205 -79.51234346011815,43.72714 -79.51238,43.72721 -79.5124,43.72724 -79.5124,43.72727 -79.5124,43.72737 -79.51237)"
4,57,2.3 km,6 mins,"LINESTRING(43.73631 -79.50158,43.73637 -79.50125,43.7364 -79.50103,43.73644 -79.50075,43.73647 -79.50049,43.73651 -79.50023,43.73654 -79.49993,43.73658 -79.49966,43.73659 -79.49954,43.7366 -79.49945,43.7366 -79.49937,43.7366 -79.49927,43.73658 -79.49902,43.73655 -79.49881,43.7365 -79.49848,43.73643 -79.49815,43.73636 -79.49788,43.73633 -79.49778,43.73629 -79.49769,43.73625 -79.4976,43.7362 -79.49751,43.7361 -79.49736,43.73597 -79.49716,43.7358 -79.49691,43.73574 -79.49683,43.73571 -79.49677,43.73568 -79.4967,43.73566 -79.49665,43.73563 -79.49655,43.73562 -79.49647,43.73562 -79.4964,43.73562 -79.49634,43.73563 -79.49629,43.73564 -79.49625,43.73567 -79.49618,43.73582 -79.49601,43.7359 -79.49592,43.73596 -79.49583,43.73602 -79.49573,43.73608 -79.49561,43.7362 -79.49536,43.73636 -79.49507,43.73645 -79.49492,43.73661 -79.49471,43.73687 -79.49441,43.73694 -79.49431,43.73703 -79.49423,43.7371 -79.49417,43.73731 -79.49407,43.73747 -79.49401,43.7377 -79.49391,43.73786 -79.49386,43.73803 -79.49383,43.73815 -79.49383,43.73821 -79.49384,43.73828 -79.49386,43.73846 -79.49391,43.73859 -79.49395,43.73876 -79.49402,43.73886 -79.49408,43.7391 -79.49423,43.73929 -79.49438,43.73936 -79.49445,43.73942 -79.49451,43.7395 -79.49458,43.73962 -79.49473,43.73973 -79.49485,43.74005 -79.49525,43.74018 -79.49541,43.74031 -79.49557,43.7404 -79.49567,43.74051 -79.49577,43.7406 -79.49584,43.74073 -79.4959,43.74088 -79.49596,43.74099 -79.49602,43.7411 -79.49606,43.74128 -79.49614,43.74138 -79.49616,43.74146 -79.49618,43.74169 -79.49621,43.74184 -79.49622,43.74201 -79.49626,43.74215 -79.49628,43.74236 -79.49634,43.74252 -79.49639,43.74259 -79.49642,43.74259 -79.49642,43.74267 -79.49647,43.742535855951196 -79.4970640668574,43.74253 -79.49709,43.74249 -79.49728,43.74235826331859 -79.49787509633889,43.7422265266372 -79.4984701913683,43.7422 -79.49859,43.74208 -79.49913,43.74194695949772 -79.49972453627707,43.74181391899544 -79.50031907123298,43.74176 -79.50056,43.74171 -79.50081,43.74157258084864 -79.5014026213986,43.74155 -79.5015,43.74155 -79.5015,43.74147 -79.50147,43.74132 -79.5014,43.74121 -79.50136,43.74114 -79.50133,43.74112 -79.50132,43.74068971283293 -79.50113927759101,43.74025942566588 -79.50095855648081,43.74012 -79.5009,43.74002 -79.50085,43.73958980423882 -79.50066886450014,43.73945 -79.50061,43.73923 -79.50052,43.73923 -79.50052,43.73928 -79.50026,43.7393 -79.50016,43.73932 -79.50005,43.73933 -79.49996,43.73934 -79.49987,43.73936 -79.49975,43.73937 -79.49968,43.73937 -79.4996,43.73938 -79.49948,43.73938 -79.49943,43.73938 -79.49932,43.73938 -79.49917,43.73938 -79.49912,43.73937 -79.499,43.73937 -79.49889,43.73937 -79.49879,43.73937 -79.49868,43.73937 -79.49842,43.73938 -79.4982)"
5,82,2.5 km,6 mins,"LINESTRING(43.73135 -79.51121,43.73118 -79.51117,43.73084 -79.51109,43.7303950865488 -79.51099981439188,43.7301 -79.51094,43.72993 -79.5109,43.72978 -79.51087,43.72947 -79.5108,43.72929 -79.51076,43.72929 -79.51076,43.72932 -79.51061,43.72934 -79.51048,43.72936 -79.51038,43.72939 -79.51025,43.72941 -79.51016,43.72944 -79.51009,43.72944 -79.51008,43.72948 -79.50998,43.72953 -79.50986,43.72961 -79.50971,43.7297 -79.50956,43.72989 -79.50919,43.72994 -79.50906,43.72998 -79.50893,43.73001 -79.5088,43.73006 -79.5086,43.73019096711563 -79.50800470058739,43.73028 -79.5076,43.7304171436462 -79.50700736811315,43.730554287292385 -79.50641473486928,43.73069143093856 -79.50582210026838,43.730828574584734 -79.50522946431043,43.73084 -79.50518,43.73097070233511 -79.50458458139666,43.73102 -79.50436,43.73114 -79.50385,43.73128 -79.50327,43.73133 -79.50301,43.73139 -79.50278,43.73142 -79.50265,43.73145 -79.5025,43.73149 -79.50233,43.73152 -79.50223,43.73153 -79.50216,43.73156 -79.5021,43.73159 -79.50202,43.73163 -79.50192,43.73169 -79.50179,43.73185 -79.50143,43.73194 -79.50121,43.73204 -79.501,43.73206 -79.50094,43.73208 -79.5009,43.73209 -79.50086,43.73209 -79.50083,43.7321 -79.50079,43.73211 -79.50065,43.73214 -79.50035,43.73220337228451 -79.49973391137313,43.73226674456901 -79.49911782209433,43.73232 -79.4986,43.73232 -79.49857,43.73235 -79.49827,43.73238 -79.49798,43.73239 -79.4979,43.73239 -79.49782,43.73239 -79.49776,43.73239 -79.49772,43.73238 -79.49765,43.73236 -79.49754,43.73233 -79.49737,43.7323 -79.49722,43.73227 -79.49707,43.73223 -79.49686,43.73221 -79.49671,43.73217 -79.49652,43.73214 -79.49639,43.73211 -79.4962,43.73208 -79.49608,43.73207 -79.49601,43.73205 -79.49595,43.73202 -79.4959,43.732 -79.49587,43.73197 -79.49583,43.73194 -79.4958,43.7319 -79.49577,43.73186 -79.49575,43.73174 -79.49569,43.73174 -79.49569,43.731872446838224 -79.49509531120867,43.73200489367644 -79.49450062110218,43.732137340514655 -79.49390592968051,43.73225 -79.4934,43.73225 -79.4934,43.731820151998484 -79.49321731341702,43.73145 -79.49306,43.73122 -79.49296,43.730790884147865 -79.49277404924084,43.73062 -79.4927,43.73019038339656 -79.4925162788692,43.72976076679311 -79.49233255905622,43.72933115018967 -79.49214884056103,43.7291 -79.49205,43.72882 -79.49193,43.7286 -79.49184,43.7283 -79.49171,43.72823 -79.49168,43.72816 -79.49163,43.72809 -79.49156,43.72803 -79.4915,43.72798 -79.49143,43.72798 -79.49143,43.72815959445087 -79.49085952906144,43.72832 -79.49035,43.72832 -79.49035,43.72817 -79.49029,43.72788 -79.49017,43.72777 -79.49012,43.72773 -79.4901,43.72771 -79.49008,43.72769 -79.49006,43.72768 -79.49005,43.72768 -79.49003,43.72767 -79.49001,43.72767 -79.48998,43.72766 -79.48995,43.72767 -79.48992,43.72767 -79.4899,43.72769 -79.48981,43.72772 -79.48966,43.7278571756752 -79.48906740763836,43.72797 -79.48858,43.72799 -79.48847,43.728 -79.48842,43.728 -79.4884,43.728 -79.48837)"
6,46,0.4 km,2 mins,"LINESTRING(43.73775 -79.50401,43.73817889348786 -79.504196952421,43.73853 -79.50435,43.73856 -79.50436,43.73856 -79.50436,43.7384250728806 -79.50495368623163,43.73831 -79.50546,43.7381793721107 -79.50605552287334,43.73804874422141 -79.50665104444748,43.73797 -79.50701,43.737838272410066 -79.5076050552701,43.73770654482014 -79.50820010923113,43.73768 -79.50832)"
7,82,3.4 km,6 mins,"LINESTRING(43.73837 -79.50115,43.73847 -79.50096,43.73848 -79.50094,43.73849 -79.50091,43.7385 -79.50089,43.73851 -79.50086,43.73852 -79.50082,43.73862 -79.50039,43.73864 -79.50028,43.73864 -79.50028,43.73871 -79.5003,43.73906 -79.50045,43.73915 -79.50048,43.73923 -79.50052,43.73945 -79.50061,43.73988019585415 -79.50079113465395,43.74002 -79.50085,43.74012 -79.5009,43.74055028754407 -79.50108071896967,43.74098057508812 -79.50126143923816,43.74112 -79.50132,43.74114 -79.50133,43.74121 -79.50136,43.74132 -79.5014,43.74147 -79.50147,43.74147 -79.50147,43.74160389632302 -79.50087583665699,43.74163 -79.50076,43.74176614127596 -79.50016681323956,43.74177 -79.50015,43.74190397257242 -79.4995558666101,43.742 -79.49913,43.74207 -79.49879,43.74220518027108 -79.49819638795951,43.7423 -79.49778,43.74243299412011 -79.49718544033573,43.74247 -79.49702,43.74258996928665 -79.49642015356909,43.74259 -79.49642,43.7427 -79.49594,43.74278 -79.49559,43.74285 -79.49526,43.74292 -79.49496,43.74294 -79.49488,43.74305 -79.49433,43.74308 -79.49421,43.74319 -79.49372,43.743322202173594 -79.4931250932039,43.74337 -79.49291,43.74346 -79.49253,43.74353 -79.4922,43.74362 -79.49178,43.74375072787607 -79.49118446504262,43.7438 -79.49096,43.74387 -79.49067,43.74389 -79.49059,43.74395 -79.49032,43.74402 -79.48999,43.74413 -79.48949,43.74421 -79.48912,43.74424 -79.489,43.74426 -79.48889,43.74435 -79.48853,43.74439 -79.48833,43.7444 -79.48828,43.74443 -79.48816,43.74445 -79.48806,43.74448 -79.48791,43.74455 -79.48756,43.74457 -79.48745,43.74458 -79.48736,43.74461 -79.48718,43.74471902979941 -79.48657614455416,43.74474 -79.48646,43.74474 -79.48646,43.74429690255752 -79.48635404188556,43.74428 -79.48635,43.74407 -79.48629,43.74386 -79.48624,43.74362 -79.48617,43.74344 -79.48612,43.74327 -79.48608,43.74288 -79.48599,43.74254 -79.48591,43.74237 -79.48587,43.74206 -79.48579,43.741616667010206 -79.48568595151549,43.74117333402041 -79.48558190380146,43.74108 -79.48556,43.74099 -79.48553,43.74061 -79.48544,43.74025 -79.48535,43.73993 -79.48528,43.73956 -79.48519,43.73929 -79.48512,43.73916 -79.48509,43.73907 -79.48507,43.73862699054223 -79.4849633493996,43.73853 -79.48494,43.7383 -79.48488,43.7379 -79.48479,43.73745690402469 -79.48468404223641,43.73744 -79.48468,43.73719 -79.48461,43.737 -79.48457,43.73692 -79.48455,43.73647721742447 -79.48444156336404,43.73643 -79.48443,43.73638 -79.48442,43.73634 -79.48441,43.73632 -79.4844,43.73631 -79.48439,43.73628 -79.48437,43.73625 -79.48433,43.73615 -79.48431,43.735707776889015 -79.48419727633215,43.73564 -79.48418,43.73519680592987 -79.48407483504378,43.73505 -79.48404,43.73465 -79.48394,43.73436 -79.48388,43.73407 -79.48381,43.73395 -79.48378,43.73358 -79.4837,43.73358 -79.4837,43.73356 -79.48384,43.73353 -79.48396,43.73351 -79.48406,43.73348 -79.4842,43.73345 -79.48432,43.73342 -79.48441,43.73339 -79.48449,43.73337 -79.48455,43.73335 -79.4846,43.73331 -79.48468,43.73328 -79.48473,43.73321 -79.48489,43.73315 -79.48501,43.73311 -79.48512,43.73309 -79.48518,43.73306 -79.48528,43.73292598488999 -79.4858740272657,43.73279196977998 -79.4864680532021,43.73269 -79.48692,43.7325573228764 -79.487514598584,43.73242464575282 -79.48810919585073,43.73242 -79.48813,43.732283200465936 -79.48872280400998,43.73218 -79.48917,43.73215 -79.4893,43.73215 -79.4893,43.73209 -79.48928,43.73191 -79.4892,43.73188 -79.48919)"
8,85,4.0 km,8 mins,"LINESTRING(43.73451 -79.50971,43.73453 -79.50974,43.73454 -79.50976,43.73455 -79.50977,43.73456 -79.50979,43.73456 -79.5098,43.73457 -79.50981,43.73457 -79.50983,43.73456 -79.50986,43.73456 -79.5099,43.73455 -79.50993,43.73454 -79.50998,43.73453 -79.51002,43.7345 -79.51015,43.73449 -79.51023,43.73447 -79.5103,43.73445 -79.51036,43.73444 -79.51039,43.73442 -79.51041,43.73441 -79.51043,43.73439 -79.51046,43.73438 -79.5105,43.73437 -79.51056,43.73435 -79.51063,43.73431 -79.51078,43.73428 -79.51091,43.73424 -79.51106,43.7342 -79.51124,43.73418 -79.51139,43.73416 -79.51149,43.73414 -79.51163,43.73413 -79.51174,43.73413 -79.51174,43.7344 -79.5118,43.73459 -79.51185,43.7350336768856 -79.51195118924878,43.73516 -79.51198,43.73525 -79.512,43.73557 -79.51208,43.73587 -79.51215,43.73611 -79.51221,43.7365 -79.51232,43.73683 -79.51241,43.73711 -79.51248,43.73736 -79.51255,43.73763 -79.51263,43.73803 -79.51274,43.73825 -79.5128,43.73845 -79.51285,43.73866 -79.51292,43.73884 -79.51297,43.739280202204334 -79.5130969812322,43.73936 -79.51312,43.73936 -79.51312,43.7394 -79.51293,43.73943 -79.51278,43.73945 -79.51268,43.73947 -79.51254,43.73947 -79.51248,43.73949 -79.51222,43.73949 -79.51213,43.73948 -79.51197,43.73948 -79.51186,43.73947 -79.51177,43.73946 -79.51172,43.73945 -79.5116,43.73944 -79.51151,43.73943 -79.51143,43.73942 -79.51137,43.73941 -79.51119,43.73941 -79.51107,43.73942 -79.51101,43.73942 -79.51092,43.73942 -79.51088,43.73942 -79.51084,43.73943 -79.51078,43.73944 -79.51068,43.73946 -79.51056,43.73948 -79.51043,43.73951 -79.51029,43.73957 -79.51,43.73963 -79.50977,43.73965 -79.50965,43.73969 -79.50948,43.73973 -79.50929,43.73976 -79.50917,43.73989 -79.50862,43.74001752854915 -79.50802317458952,43.74014 -79.50745,43.74027613819846 -79.50685682664883,43.74028 -79.50684,43.74041219579625 -79.5062451194042,43.74042 -79.50621,43.74055681819436 -79.50561712368096,43.7406 -79.50543,43.74073011022344 -79.50483423599178,43.74079 -79.50456,43.74084 -79.5043,43.74089 -79.50407,43.74102563498027 -79.5034765984092,43.74105 -79.50337,43.74115 -79.5029,43.74128681970813 -79.50230711712132,43.74133 -79.50212,43.74145846717679 -79.50152354601187,43.74147 -79.50147,43.74160389632302 -79.50087583665699,43.74163 -79.50076,43.74176614127596 -79.50016681323956,43.74177 -79.50015,43.74190397257242 -79.4995558666101,43.742 -79.49913,43.74207 -79.49879,43.74220518027108 -79.49819638795951,43.7423 -79.49778,43.74243299412011 -79.49718544033573,43.74247 -79.49702,43.74258996928665 -79.49642015356909,43.74259 -79.49642,43.7427 -79.49594,43.74278 -79.49559,43.74285 -79.49526,43.74292 -79.49496,43.74294 -79.49488,43.74305 -79.49433,43.74308 -79.49421,43.74319 -79.49372,43.743322202173594 -79.4931250932039,43.74337 -79.49291,43.74346 -79.49253,43.74353 -79.4922,43.74362 -79.49178,43.74375072787607 -79.49118446504262,43.7438 -79.49096,43.74387 -79.49067,43.74389 -79.49059,43.74395 -79.49032,43.74402 -79.48999,43.74413 -79.48949,43.74421 -79.48912,43.74424 -79.489,43.74426 -79.48889,43.74435 -79.48853,43.74439 -79.48833,43.7444 -79.48828,43.74443 -79.48816,43.74445 -79.48806,43.74448 -79.48791,43.74455 -79.48756,43.74457 -79.48745,43.74458 -79.48736,43.74461 -79.48718,43.74471902979941 -79.48657614455416,43.74474 -79.48646,43.74474 -79.48646,43.74429690255752 -79.48635404188556,43.74428 -79.48635,43.74407 -79.48629,43.74386 -79.48624,43.74362 -79.48617,43.74344 -79.48612,43.74327 -79.48608,43.74288 -79.48599,43.74254 -79.48591,43.74237 -79.48587,43.74206 -79.48579,43.741616667010206 -79.48568595151549,43.74117333402041 -79.48558190380146,43.74108 -79.48556,43.74099 -79.48553,43.74061 -79.48544,43.74025 -79.48535,43.73993 -79.48528,43.73956 -79.48519,43.73929 -79.48512,43.73916 -79.48509,43.73907 -79.48507,43.73862699054223 -79.4849633493996,43.73853 -79.48494,43.7383 -79.48488,43.7379 -79.48479,43.73745690402469 -79.48468404223641,43.73744 -79.48468,43.73719 -79.48461,43.737 -79.48457,43.73692 -79.48455,43.73647721742447 -79.48444156336404,43.73643 -79.48443,43.73638 -79.48442,43.73634 -79.48441,43.73632 -79.4844,43.73631 -79.48439,43.73628 -79.48437,43.73625 -79.48433,43.73615 -79.48431,43.73593 -79.48426)"
