distance,time,trajectory
4.5 km,13 mins,"LINESTRING(52.51226 13.39648,52.51231 13.39647,52.51241 13.39646,52.51246 13.39645,52.5125 13.39643,52.51255 13.39644,52.51258 13.39644,52.5126 13.39645,52.51262 13.39646,52.51262 13.39646,52.51284 13.3967,52.51321927170483 13.397096911698107,52.51327 13.39715,52.51327 13.39715,52.5133 13.39713,52.51335 13.39715,52.5134 13.39716,52.51351 13.39715,52.51395515542685 13.397045667164159,52.51415 13.397,52.51435 13.39695,52.51471 13.39688,52.51503 13.39682,52.51521 13.39679,52.51521 13.39679,52.51516334038594 13.396055084908564,52.51513 13.39553,52.51513 13.39553,52.51554 13.39546,52.51598592636756 13.39536496686968,52.51615 13.39533,52.51659779918842 13.395262831276444,52.517045598376846 13.395195661868325,52.51735 13.39515,52.51735 13.39515,52.51746 13.39512,52.5174 13.3944,52.51738 13.39398,52.51735 13.39369,52.51735 13.39359,52.51734 13.39352,52.51734 13.39346,52.51734 13.39341,52.51734 13.39337,52.51734 13.39333,52.51734 13.39329,52.51735 13.39326,52.51735 13.39323,52.51736 13.39319,52.51736 13.39314,52.51737 13.39306,52.51738 13.39302,52.51738 13.39298,52.51738 13.39295,52.51738 13.39294,52.51738 13.39289,52.51738 13.39283,52.51737 13.39276,52.51736 13.39264,52.51736 13.39264,52.51743 13.39263,52.51749 13.39262,52.51778 13.39258,52.51812 13.39251,52.518566878316534 13.392427920390269,52.51861 13.39242,52.51902 13.39236,52.51913 13.39227,52.51913 13.39218,52.51957698764541 13.392099542321494,52.51963 13.39209,52.51994 13.39202,52.52007 13.392,52.52007 13.392,52.5203 13.39195,52.52057 13.39189,52.52078 13.39185,52.52108 13.39182,52.52137 13.39174,52.52179 13.39167,52.52192 13.39164,52.522 13.39164,52.52209 13.39165,52.52209 13.39165,52.52225 13.39166,52.52244 13.39167,52.52268 13.39168,52.52269 13.39168,52.5228 13.3917,52.5228 13.3917,52.52284 13.39171,52.52286 13.39173,52.52288 13.39174,52.523 13.3918,52.52321 13.39193,52.52355 13.39211,52.5236 13.39214,52.52402777239558 13.392367773044231,52.52437 13.39255,52.52453 13.39264,52.52495858567465 13.392863609749229,52.52499 13.39288,52.52511 13.39295,52.525537588793284 13.39317871027156,52.52554 13.39318,52.5259 13.39336,52.52621 13.39353,52.52627 13.39356,52.5263 13.39357,52.52633 13.39357,52.52636 13.39356,52.52642 13.39354,52.52684598611931 13.393303341181603,52.52687 13.39329,52.52729664242648 13.393056554723799,52.5274 13.393,52.52749 13.39293,52.52754 13.39288,52.52767 13.39279,52.52783 13.39268,52.52801 13.39257,52.52824 13.39241,52.52824 13.39241,52.52833 13.39288,52.52842 13.39332,52.52853 13.39383,52.52853 13.39383,52.52867 13.39366,52.52902678544083 13.393210141464612,52.52913 13.39308,52.52935 13.3928,52.52955 13.39254,52.52966 13.3924,52.52985 13.39216,52.53006 13.3919,52.53024 13.39166,52.53038 13.39149,52.53073541907465 13.391037210858379,52.531090838149275 13.390584418052207,52.53111 13.39056,52.53146091865889 13.39009781527066,52.53152 13.39002,52.5316 13.38992,52.53163 13.38988,52.53175 13.38974,52.53178 13.38971,52.53198 13.38945,52.53233175385756 13.388989524960811,52.53253 13.38873,52.53268 13.38852,52.5329 13.38822,52.53298 13.38812,52.53333009920664 13.387656119249591,52.53338 13.38759,52.53344 13.38752,52.53349 13.38746,52.5338363530386 13.386988575227518,52.53385 13.38697,52.53413 13.38659,52.53429 13.38639,52.53443 13.38621,52.53451 13.38611,52.53465 13.38594,52.53487 13.3857,52.5352 13.38535,52.53534 13.38518,52.5356 13.38488,52.53594 13.38447,52.53618 13.38416,52.53645 13.38384,52.53671 13.38354,52.53707774315239 13.383114573366912,52.53722 13.38295,52.53748 13.38265,52.53771 13.38238,52.53802 13.38204,52.53840151246281 13.381648705256712,52.53841 13.38164,52.53879107541918 13.381247552284558,52.53908 13.38095,52.53934 13.38068,52.53964 13.38036,52.540026295636586 13.379981589000382,52.54013 13.37988,52.54022 13.3798,52.54022 13.3798,52.54025 13.37989,52.54027 13.37996,52.54028 13.37998,52.54029 13.37999,52.5403 13.38,52.54031 13.38001,52.54032 13.38002,52.54033 13.38003,52.54035 13.38003,52.54036 13.38004,52.54037 13.38004,52.54038 13.38004,52.54039 13.38005,52.54041 13.38004,52.54043 13.38004,52.54046 13.38003,52.54061 13.38021,52.54064 13.38024,52.54068 13.38029,52.54095 13.38074,52.54126579612097 13.381266323343665,52.54146 13.38159,52.541775378505555 13.382117005987165,52.5420907570111 13.382644015760539,52.54222 13.38286,52.54222 13.38286,52.54233 13.38305,52.54235 13.38308,52.5424 13.38319,52.54246 13.38333,52.5425 13.38346,52.54254 13.38361,52.54273649011921 13.384275040479745,52.5428 13.38449,52.54293 13.38495,52.54312065873125 13.385619619686796,52.543311317462496 13.38628924228204,52.54334 13.38639,52.54336 13.38648,52.54336 13.38648,52.54323 13.38657,52.54284 13.38688,52.54255 13.3871,52.54253 13.38711)"
4.5 km,13 mins,"LINESTRING(52.51578 13.39861,52.5159 13.39853,52.51598 13.39849,52.51604 13.39846,52.51607 13.39845,52.5161 13.39844,52.51615 13.39844,52.51621 13.39844,52.51625 13.39843,52.51629 13.39843,52.51637 13.39842,52.51644 13.39841,52.5166 13.39838,52.51668 13.39837,52.51676 13.39835,52.51684 13.39834,52.51691 13.39833,52.51709 13.39829,52.51739 13.39818,52.51755 13.39809,52.51755 13.39809,52.51757 13.39832,52.51759 13.3986,52.51762 13.39885,52.51767 13.39919,52.51772 13.39943,52.51775 13.3996,52.51779 13.39971,52.5179 13.40002,52.51791 13.40005,52.51793 13.40013,52.51795 13.40019,52.51796 13.40026,52.51798 13.40035,52.518 13.40041,52.51803 13.40049,52.51825 13.40108,52.51825 13.40108,52.5183 13.40103,52.51833 13.401,52.51853 13.40078,52.51876 13.40055,52.51888 13.40042,52.51912 13.40017,52.51924 13.40004,52.5193 13.39998,52.51935 13.39993,52.51947 13.39981,52.51979 13.39948,52.52006 13.3992,52.52006 13.3992,52.51998 13.39901,52.51987 13.39874,52.519617143219946 13.3981289263467,52.51951 13.39787,52.5194 13.39756,52.51929 13.39719,52.51929 13.39719,52.51935 13.39714,52.5194 13.3971,52.51944 13.39706,52.51945 13.39705,52.51947 13.397,52.5195 13.39696,52.51952 13.39692,52.51958 13.39679,52.51966 13.39663,52.51969 13.39656,52.51971 13.3965,52.51971 13.39645,52.5197 13.39612,52.51974 13.39612,52.51979 13.39611,52.51983 13.39608,52.51998 13.3959,52.52014 13.3957,52.52019 13.39562,52.52026 13.39551,52.52060672237209 13.395039451272623,52.52082 13.39475,52.52109 13.39436,52.52143109420021 13.393878460332289,52.52177 13.3934,52.52179 13.39338,52.52181 13.39334,52.52183 13.39329,52.52185 13.39322,52.52188 13.39313,52.52192 13.39297,52.52196 13.39281,52.52199 13.39267,52.52203 13.39251,52.52204 13.3924,52.52204 13.39238,52.52205 13.39232,52.52206 13.39223,52.52206 13.39215,52.52207 13.39195,52.52208 13.39183,52.52209 13.39165,52.52209 13.39165,52.52225 13.39166,52.52244 13.39167,52.52268 13.39168,52.52269 13.39168,52.5228 13.3917,52.5228 13.3917,52.52284 13.39171,52.52286 13.39173,52.52288 13.39174,52.523 13.3918,52.52321 13.39193,52.52355 13.39211,52.5236 13.39214,52.52402777239558 13.392367773044231,52.52437 13.39255,52.52453 13.39264,52.52495858567465 13.392863609749229,52.52499 13.39288,52.52511 13.39295,52.525537588793284 13.39317871027156,52.52554 13.39318,52.5259 13.39336,52.52621 13.39353,52.52627 13.39356,52.5263 13.39357,52.52633 13.39357,52.52636 13.39356,52.52642 13.39354,52.52684598611931 13.393303341181603,52.52687 13.39329,52.52729664242648 13.393056554723799,52.5274 13.393,52.52749 13.39293,52.52754 13.39288,52.52767 13.39279,52.52783 13.39268,52.52801 13.39257,52.52824 13.39241,52.52824 13.39241,52.52833 13.39288,52.52842 13.39332,52.52853 13.39383,52.52853 13.39383,52.52867 13.39366,52.52902678544083 13.393210141464612,52.52913 13.39308,52.52935 13.3928,52.52955 13.39254,52.52966 13.3924,52.52985 13.39216,52.53006 13.3919,52.53024 13.39166,52.53038 13.39149,52.53073541907465 13.391037210858379,52.531090838149275 13.390584418052207,52.53111 13.39056,52.53146091865889 13.39009781527066,52.53152 13.39002,52.5316 13.38992,52.53163 13.38988,52.53175 13.38974,52.53178 13.38971,52.53198 13.38945,52.53233175385756 13.388989524960811,52.53253 13.38873,52.53268 13.38852,52.5329 13.38822,52.53298 13.38812,52.53333009920664 13.387656119249591,52.53338 13.38759,52.53344 13.38752,52.53349 13.38746,52.5338363530386 13.386988575227518,52.53385 13.38697,52.53413 13.38659,52.53429 13.38639,52.53443 13.38621,52.53451 13.38611,52.53465 13.38594,52.53487 13.3857,52.5352 13.38535,52.53534 13.38518,52.5356 13.38488,52.53594 13.38447,52.53618 13.38416,52.53645 13.38384,52.53671 13.38354,52.53707774315239 13.383114573366912,52.53722 13.38295,52.53748 13.38265,52.53771 13.38238,52.53802 13.38204,52.53840151246281 13.381648705256712,52.53841 13.38164,52.53879107541918 13.381247552284558,52.53908 13.38095,52.53934 13.38068,52.53964 13.38036,52.540026295636586 13.379981589000382,52.54013 13.37988,52.54022 13.3798,52.54022 13.3798,52.54025 13.37989,52.54027 13.37996,52.54028 13.37998,52.54029 13.37999,52.5403 13.38,52.54031 13.38001,52.54032 13.38002,52.54033 13.38003,52.54035 13.38003,52.54036 13.38004,52.54037 13.38004,52.54038 13.38004,52.54039 13.38005,52.54041 13.38004,52.54043 13.38004,52.54046 13.38003,52.54061 13.38021,52.54064 13.38024,52.54068 13.38029,52.54095 13.38074,52.54126579612097 13.381266323343665,52.54146 13.38159,52.541775378505555 13.382117005987165,52.5420907570111 13.382644015760539,52.54222 13.38286,52.54222 13.38286,52.54233 13.38305,52.54235 13.38308,52.5424 13.38319,52.54246 13.38333,52.5425 13.38346,52.54254 13.38361,52.54273649011921 13.384275040479745,52.5428 13.38449,52.54293 13.38495,52.54312065873125 13.385619619686796,52.543311317462496 13.38628924228204,52.54334 13.38639,52.54336 13.38648,52.54336 13.38648,52.54323 13.38657,52.54284 13.38688,52.54255 13.3871,52.54253 13.38711)"
4.8 km,15 mins,"LINESTRING(52.51131 13.39131,52.51133 13.3917,52.51133 13.3917,52.51152 13.39167,52.51173 13.39165,52.5121 13.3916,52.51214 13.39159,52.51218 13.39157,52.51224 13.39157,52.51267 13.39146,52.51311 13.39139,52.51328 13.39136,52.51372727874465 13.391284047149368,52.51381 13.39127,52.51399 13.39124,52.51443730097847 13.39116440028898,52.5147 13.39112,52.51488 13.3911,52.51488 13.3911,52.51492770974035 13.39183472828133,52.51493 13.39187,52.51497 13.39246,52.515 13.39304,52.515037053659135 13.393776388108273,52.515074107318256 13.39451277683752,52.51508 13.39463,52.5151 13.39508,52.51512 13.39539,52.51513 13.39553,52.51513 13.39553,52.51554 13.39546,52.51598592636756 13.39536496686968,52.51615 13.39533,52.51659779918842 13.395262831276444,52.517045598376846 13.395195661868325,52.51735 13.39515,52.51735 13.39515,52.51746 13.39512,52.5174 13.3944,52.51738 13.39398,52.51735 13.39369,52.51735 13.39359,52.51734 13.39352,52.51734 13.39346,52.51734 13.39341,52.51734 13.39337,52.51734 13.39333,52.51734 13.39329,52.51735 13.39326,52.51735 13.39323,52.51736 13.39319,52.51736 13.39314,52.51737 13.39306,52.51738 13.39302,52.51738 13.39298,52.51738 13.39295,52.51738 13.39294,52.51738 13.39289,52.51738 13.39283,52.51737 13.39276,52.51736 13.39264,52.51736 13.39264,52.51743 13.39263,52.51749 13.39262,52.51778 13.39258,52.51812 13.39251,52.518566878316534 13.392427920390269,52.51861 13.39242,52.51902 13.39236,52.51913 13.39227,52.51913 13.39218,52.51957698764541 13.392099542321494,52.51963 13.39209,52.51994 13.39202,52.52007 13.392,52.52007 13.392,52.5203 13.39195,52.52057 13.39189,52.52078 13.39185,52.52108 13.39182,52.52137 13.39174,52.52179 13.39167,52.52192 13.39164,52.522 13.39164,52.52209 13.39165,52.52209 13.39165,52.52225 13.39166,52.52244 13.39167,52.52268 13.39168,52.52269 13.39168,52.5228 13.3917,52.5228 13.3917,52.52284 13.39171,52.52286 13.39173,52.52288 13.39174,52.523 13.3918,52.52321 13.39193,52.52355 13.39211,52.5236 13.39214,52.52402777239558 13.392367773044231,52.52437 13.39255,52.52453 13.39264,52.52495858567465 13.392863609749229,52.52499 13.39288,52.52511 13.39295,52.525537588793284 13.39317871027156,52.52554 13.39318,52.5259 13.39336,52.52621 13.39353,52.52627 13.39356,52.5263 13.39357,52.52633 13.39357,52.52636 13.39356,52.52642 13.39354,52.52684598611931 13.393303341181603,52.52687 13.39329,52.52729664242648 13.393056554723799,52.5274 13.393,52.52749 13.39293,52.52754 13.39288,52.52767 13.39279,52.52783 13.39268,52.52801 13.39257,52.52824 13.39241,52.52824 13.39241,52.52833 13.39288,52.52842 13.39332,52.52853 13.39383,52.52853 13.39383,52.52867 13.39366,52.52902678544083 13.393210141464612,52.52913 13.39308,52.52935 13.3928,52.52955 13.39254,52.52966 13.3924,52.52985 13.39216,52.53006 13.3919,52.53024 13.39166,52.53038 13.39149,52.53073541907465 13.391037210858379,52.531090838149275 13.390584418052207,52.53111 13.39056,52.53146091865889 13.39009781527066,52.53152 13.39002,52.5316 13.38992,52.53163 13.38988,52.53175 13.38974,52.53178 13.38971,52.53198 13.38945,52.53233175385756 13.388989524960811,52.53253 13.38873,52.53268 13.38852,52.5329 13.38822,52.53298 13.38812,52.53333009920664 13.387656119249591,52.53338 13.38759,52.53344 13.38752,52.53349 13.38746,52.5338363530386 13.386988575227518,52.53385 13.38697,52.53413 13.38659,52.53429 13.38639,52.53443 13.38621,52.53451 13.38611,52.53465 13.38594,52.53487 13.3857,52.5352 13.38535,52.53534 13.38518,52.5356 13.38488,52.53594 13.38447,52.53618 13.38416,52.53645 13.38384,52.53671 13.38354,52.53707774315239 13.383114573366912,52.53722 13.38295,52.53748 13.38265,52.53771 13.38238,52.53802 13.38204,52.53840151246281 13.381648705256712,52.53841 13.38164,52.53879107541918 13.381247552284558,52.53908 13.38095,52.53934 13.38068,52.53964 13.38036,52.540026295636586 13.379981589000382,52.54013 13.37988,52.54022 13.3798,52.54022 13.3798,52.54025 13.37989,52.54027 13.37996,52.54028 13.37998,52.54029 13.37999,52.5403 13.38,52.54031 13.38001,52.54032 13.38002,52.54033 13.38003,52.54035 13.38003,52.54036 13.38004,52.54037 13.38004,52.54038 13.38004,52.54039 13.38005,52.54041 13.38004,52.54043 13.38004,52.54046 13.38003,52.54061 13.38021,52.54064 13.38024,52.54068 13.38029,52.54095 13.38074,52.54126579612097 13.381266323343665,52.54146 13.38159,52.541775378505555 13.382117005987165,52.5420907570111 13.382644015760539,52.54222 13.38286,52.54222 13.38286,52.54233 13.38305,52.54235 13.38308,52.5424 13.38319,52.54246 13.38333,52.5425 13.38346,52.54254 13.38361,52.54273649011921 13.384275040479745,52.5428 13.38449,52.54293 13.38495,52.54312065873125 13.385619619686796,52.543311317462496 13.38628924228204,52.54334 13.38639,52.54336 13.38648,52.54336 13.38648,52.54323 13.38657,52.54284 13.38688,52.54255 13.3871,52.54253 13.38711)"
4.5 km,13 mins,"LINESTRING(52.51334 13.39559,52.51333 13.39564,52.51321 13.39624,52.513305024432825 13.396962184733042,52.51331 13.397,52.51332 13.39705,52.51331 13.39711,52.5133 13.39713,52.5133 13.39713,52.51335 13.39715,52.5134 13.39716,52.51351 13.39715,52.51395515542685 13.397045667164159,52.51415 13.397,52.51435 13.39695,52.51471 13.39688,52.51503 13.39682,52.51521 13.39679,52.51521 13.39679,52.51516334038594 13.396055084908564,52.51513 13.39553,52.51513 13.39553,52.51554 13.39546,52.51598592636756 13.39536496686968,52.51615 13.39533,52.51659779918842 13.395262831276444,52.517045598376846 13.395195661868325,52.51735 13.39515,52.51735 13.39515,52.51746 13.39512,52.5174 13.3944,52.51738 13.39398,52.51735 13.39369,52.51735 13.39359,52.51734 13.39352,52.51734 13.39346,52.51734 13.39341,52.51734 13.39337,52.51734 13.39333,52.51734 13.39329,52.51735 13.39326,52.51735 13.39323,52.51736 13.39319,52.51736 13.39314,52.51737 13.39306,52.51738 13.39302,52.51738 13.39298,52.51738 13.39295,52.51738 13.39294,52.51738 13.39289,52.51738 13.39283,52.51737 13.39276,52.51736 13.39264,52.51736 13.39264,52.51743 13.39263,52.51749 13.39262,52.51778 13.39258,52.51812 13.39251,52.518566878316534 13.392427920390269,52.51861 13.39242,52.51902 13.39236,52.51913 13.39227,52.51913 13.39218,52.51957698764541 13.392099542321494,52.51963 13.39209,52.51994 13.39202,52.52007 13.392,52.52007 13.392,52.5203 13.39195,52.52057 13.39189,52.52078 13.39185,52.52108 13.39182,52.52137 13.39174,52.52179 13.39167,52.52192 13.39164,52.522 13.39164,52.52209 13.39165,52.52209 13.39165,52.52225 13.39166,52.52244 13.39167,52.52268 13.39168,52.52269 13.39168,52.5228 13.3917,52.5228 13.3917,52.52284 13.39171,52.52286 13.39173,52.52288 13.39174,52.523 13.3918,52.52321 13.39193,52.52355 13.39211,52.5236 13.39214,52.52402777239558 13.392367773044231,52.52437 13.39255,52.52453 13.39264,52.52495858567465 13.392863609749229,52.52499 13.39288,52.52511 13.39295,52.525537588793284 13.39317871027156,52.52554 13.39318,52.5259 13.39336,52.52621 13.39353,52.52627 13.39356,52.5263 13.39357,52.52633 13.39357,52.52636 13.39356,52.52642 13.39354,52.52684598611931 13.393303341181603,52.52687 13.39329,52.52729664242648 13.393056554723799,52.5274 13.393,52.52749 13.39293,52.52754 13.39288,52.52767 13.39279,52.52783 13.39268,52.52801 13.39257,52.52824 13.39241,52.52824 13.39241,52.52833 13.39288,52.52842 13.39332,52.52853 13.39383,52.52853 13.39383,52.52867 13.39366,52.52902678544083 13.393210141464612,52.52913 13.39308,52.52935 13.3928,52.52955 13.39254,52.52966 13.3924,52.52985 13.39216,52.53006 13.3919,52.53024 13.39166,52.53038 13.39149,52.53073541907465 13.391037210858379,52.531090838149275 13.390584418052207,52.53111 13.39056,52.53146091865889 13.39009781527066,52.53152 13.39002,52.5316 13.38992,52.53163 13.38988,52.53175 13.38974,52.53178 13.38971,52.53198 13.38945,52.53233175385756 13.388989524960811,52.53253 13.38873,52.53268 13.38852,52.5329 13.38822,52.53298 13.38812,52.53333009920664 13.387656119249591,52.53338 13.38759,52.53344 13.38752,52.53349 13.38746,52.5338363530386 13.386988575227518,52.53385 13.38697,52.53413 13.38659,52.53429 13.38639,52.53443 13.38621,52.53451 13.38611,52.53465 13.38594,52.53487 13.3857,52.5352 13.38535,52.53534 13.38518,52.5356 13.38488,52.53594 13.38447,52.53618 13.38416,52.53645 13.38384,52.53671 13.38354,52.53707774315239 13.383114573366912,52.53722 13.38295,52.53748 13.38265,52.53771 13.38238,52.53802 13.38204,52.53840151246281 13.381648705256712,52.53841 13.38164,52.53879107541918 13.381247552284558,52.53908 13.38095,52.53934 13.38068,52.53964 13.38036,52.540026295636586 13.379981589000382,52.54013 13.37988,52.54022 13.3798,52.54022 13.3798,52.54025 13.37989,52.54027 13.37996,52.54028 13.37998,52.54029 13.37999,52.5403 13.38,52.54031 13.38001,52.54032 13.38002,52.54033 13.38003,52.54035 13.38003,52.54036 13.38004,52.54037 13.38004,52.54038 13.38004,52.54039 13.38005,52.54041 13.38004,52.54043 13.38004,52.54046 13.38003,52.54061 13.38021,52.54064 13.38024,52.54068 13.38029,52.54095 13.38074,52.54126579612097 13.381266323343665,52.54146 13.38159,52.541775378505555 13.382117005987165,52.5420907570111 13.382644015760539,52.54222 13.38286,52.54222 13.38286,52.54233 13.38305,52.54235 13.38308,52.5424 13.38319,52.54246 13.38333,52.5425 13.38346,52.54254 13.38361,52.54273649011921 13.384275040479745,52.5428 13.38449,52.54293 13.38495,52.54312065873125 13.385619619686796,52.543311317462496 13.38628924228204,52.54334 13.38639,52.54336 13.38648,52.54336 13.38648,52.54323 13.38657,52.54284 13.38688,52.54255 13.3871,52.54253 13.38711)"
4.4 km,13 mins,"LINESTRING(52.51418 13.39446,52.51414 13.39375,52.51411 13.39318,52.51411 13.39318,52.51455761454251 13.39310958943577,52.515 13.39304,52.515 13.39304,52.515037053659135 13.393776388108273,52.515074107318256 13.39451277683752,52.51508 13.39463,52.5151 13.39508,52.51512 13.39539,52.51513 13.39553,52.51513 13.39553,52.51554 13.39546,52.51598592636756 13.39536496686968,52.51615 13.39533,52.51659779918842 13.395262831276444,52.517045598376846 13.395195661868325,52.51735 13.39515,52.51735 13.39515,52.51746 13.39512,52.5174 13.3944,52.51738 13.39398,52.51735 13.39369,52.51735 13.39359,52.51734 13.39352,52.51734 13.39346,52.51734 13.39341,52.51734 13.39337,52.51734 13.39333,52.51734 13.39329,52.51735 13.39326,52.51735 13.39323,52.51736 13.39319,52.51736 13.39314,52.51737 13.39306,52.51738 13.39302,52.51738 13.39298,52.51738 13.39295,52.51738 13.39294,52.51738 13.39289,52.51738 13.39283,52.51737 13.39276,52.51736 13.39264,52.51736 13.39264,52.51743 13.39263,52.51749 13.39262,52.51778 13.39258,52.51812 13.39251,52.518566878316534 13.392427920390269,52.51861 13.39242,52.51902 13.39236,52.51913 13.39227,52.51913 13.39218,52.51957698764541 13.392099542321494,52.51963 13.39209,52.51994 13.39202,52.52007 13.392,52.52007 13.392,52.5203 13.39195,52.52057 13.39189,52.52078 13.39185,52.52108 13.39182,52.52137 13.39174,52.52179 13.39167,52.52192 13.39164,52.522 13.39164,52.52209 13.39165,52.52209 13.39165,52.52225 13.39166,52.52244 13.39167,52.52268 13.39168,52.52269 13.39168,52.5228 13.3917,52.5228 13.3917,52.52284 13.39171,52.52286 13.39173,52.52288 13.39174,52.523 13.3918,52.52321 13.39193,52.52355 13.39211,52.5236 13.39214,52.52402777239558 13.392367773044231,52.52437 13.39255,52.52453 13.39264,52.52495858567465 13.392863609749229,52.52499 13.39288,52.52511 13.39295,52.525537588793284 13.39317871027156,52.52554 13.39318,52.5259 13.39336,52.52621 13.39353,52.52627 13.39356,52.5263 13.39357,52.52633 13.39357,52.52636 13.39356,52.52642 13.39354,52.52684598611931 13.393303341181603,52.52687 13.39329,52.52729664242648 13.393056554723799,52.5274 13.393,52.52749 13.39293,52.52754 13.39288,52.52767 13.39279,52.52783 13.39268,52.52801 13.39257,52.52824 13.39241,52.52824 13.39241,52.52833 13.39288,52.52842 13.39332,52.52853 13.39383,52.52853 13.39383,52.52867 13.39366,52.52902678544083 13.393210141464612,52.52913 13.39308,52.52935 13.3928,52.52955 13.39254,52.52966 13.3924,52.52985 13.39216,52.53006 13.3919,52.53024 13.39166,52.53038 13.39149,52.53073541907465 13.391037210858379,52.531090838149275 13.390584418052207,52.53111 13.39056,52.53146091865889 13.39009781527066,52.53152 13.39002,52.5316 13.38992,52.53163 13.38988,52.53175 13.38974,52.53178 13.38971,52.53198 13.38945,52.53233175385756 13.388989524960811,52.53253 13.38873,52.53268 13.38852,52.5329 13.38822,52.53298 13.38812,52.53333009920664 13.387656119249591,52.53338 13.38759,52.53344 13.38752,52.53349 13.38746,52.5338363530386 13.386988575227518,52.53385 13.38697,52.53413 13.38659,52.53429 13.38639,52.53443 13.38621,52.53451 13.38611,52.53465 13.38594,52.53487 13.3857,52.5352 13.38535,52.53534 13.38518,52.5356 13.38488,52.53594 13.38447,52.53618 13.38416,52.53645 13.38384,52.53671 13.38354,52.53707774315239 13.383114573366912,52.53722 13.38295,52.53748 13.38265,52.53771 13.38238,52.53802 13.38204,52.53840151246281 13.381648705256712,52.53841 13.38164,52.53879107541918 13.381247552284558,52.53908 13.38095,52.53934 13.38068,52.53964 13.38036,52.540026295636586 13.379981589000382,52.54013 13.37988,52.54022 13.3798,52.54022 13.3798,52.54025 13.37989,52.54027 13.37996,52.54028 13.37998,52.54029 13.37999,52.5403 13.38,52.54031 13.38001,52.54032 13.38002,52.54033 13.38003,52.54035 13.38003,52.54036 13.38004,52.54037 13.38004,52.54038 13.38004,52.54039 13.38005,52.54041 13.38004,52.54043 13.38004,52.54046 13.38003,52.54061 13.38021,52.54064 13.38024,52.54068 13.38029,52.54095 13.38074,52.54126579612097 13.381266323343665,52.54146 13.38159,52.541775378505555 13.382117005987165,52.5420907570111 13.382644015760539,52.54222 13.38286,52.54222 13.38286,52.54233 13.38305,52.54235 13.38308,52.5424 13.38319,52.54246 13.38333,52.5425 13.38346,52.54254 13.38361,52.54273649011921 13.384275040479745,52.5428 13.38449,52.54293 13.38495,52.54312065873125 13.385619619686796,52.543311317462496 13.38628924228204,52.54334 13.38639,52.54336 13.38648,52.54336 13.38648,52.54323 13.38657,52.54284 13.38688,52.54255 13.3871,52.54253 13.38711)"
